smiles,internal_energy_298K
CC12OC1C1CC21C=O,-421.759582
CC12OC1C1NC21C=O,-437.79064
CC12OC1C1OC21C=O,-457.665219
OC12CC1C1CC21C=O,-421.753116
OC12CC1C1NC21C=O,-437.793705
OC12CC1C1OC21C=O,-457.669656
OC12CC1N1CC21C=O,-437.784536
CC12CC1C1CC2C1=O,-385.866637
CC12CC1C1NC2C1=O,-401.907503
CC12CC1C1OC2C1=O,-421.787316
CC12CN1C1CC2C1=O,-401.90208
CC12NC1C1CC2C1=O,-401.910363
CC12NC1C1NC2C1=O,-417.941784
CC12NC1C1OC2C1=O,-437.821223
CC12OC1C1CC2C1=O,-421.797088
CC12OC1C1NC2C1=O,-437.828018
CC12OC1C1OC2C1=O,-457.706455
OC12CC1C1CC2C1=O,-421.788026
OC12CC1C1NC2C1=O,-437.828438
OC12CC1C1OC2C1=O,-457.707416
CC12CC1C1CC2C=C1,-349.935613
CC12CC1C1OC2C=C1,-385.85437
CC12NC1C1OC2C=C1,-401.894259
CC12OC1C1CC2C=C1,-385.863182
CC12OC1C1NC2C=C1,-401.897167
CC12OC1C1OC2C=C1,-421.779075
OC12CC1C1CC2C=C1,-385.858305
OC12CC1C1OC2C=C1,-421.774804
CC12CC1C1CC=CC21,-349.93425
CC12CC1C1OC=NC21,-401.928381
CC12NC1C1OC=NC21,-417.965857
CC12OC1C1CC=CC21,-385.861161
CC12OC1C1OC=NC21,-437.851819
OC12CC1C1CC=CC21,-385.857089
OC12CC1C1OC=NC21,-437.850996
OC12CC1N1CC=CC21,-401.892578
CC12CC1C1CCC1=C2,-349.922119
CC12CC1C1COC1=N2,-401.904431
CC12CC1C1OCC1=C2,-385.835116
CC12NC1C1CCC1=C2,-365.96389
CC12NC1C1OCC1=C2,-401.872277
CC12OC1C1CCC1=C2,-385.850491
CC12OC1C1OCC1=C2,-421.75728
OC12CC1C1CCC1=C2,-385.844341
OC12CC1C1OCC1=C2,-421.756659
CC12CC1C1CCC1C2,-351.143515
CC12CC1C1CCC1O2,-387.067812
CC12CC1C1COC1C2,-387.069859
CC12CC1C1OCC1C2,-387.067673
CC12CC1C1OCC1O2,-422.990762
CC12CC3CCC3C1O2,-387.078433
CC12CC3COC3C1N2,-403.112786
CC12CC3COC3C1O2,-422.997089
CC12CC3OCC3C1N2,-403.11563
CC12CC3OCC3C1O2,-422.999749
CC12CN1C1COC1C2,-403.10822
OC12CC1C1CCC1C2,-387.067258
OC12CC1C1COC1C2,-422.993461
OC12CC1C1OCC1C2,-422.991293
CC12CC1C1CCC21C,-351.106665
CC12CC1C1CCC21O,-387.034073
CC12CC1C1COC21C,-387.034746
CC12CC1C1OCC21C,-387.030366
CC12CC1C1OCC21O,-422.956549
CC12CCC1C1CC21O,-387.032032
CC12CCN1C1CC21O,-403.07017
CC12CN1C1CCC21C,-367.146472
CC12CN1C1CCC21O,-403.07314
CC12CN1C1COC21C,-403.073124
CC12COC1C1CC21O,-422.954614
CC12NC1C1CCC21C,-367.150116
CC12NC1C1CCC21O,-403.077208
CC12NC1C1COC21C,-403.07312
CC12NC1C1OCC21C,-403.068744
CC12NC1C1OCC21O,-438.994474
CC12OC1C1CCC21C,-387.037377
CC12OC1C1CCC21O,-422.963555
CC12OC1C1COC21C,-422.959844
CC12OC1C1OCC21C,-422.955137
CC12OC1C1OCC21O,-458.87995
CC12OCC1C1CC21O,-422.958933
OC12CC1C1CCC21O,-422.960359
OC12CC1C1OCC21O,-458.881968
CC12CC1C1CC2CO1,-387.075226
CC12CC1C1CCC2C1,-351.153587
CC12CC1C1CCC2O1,-387.079305
CC12CC1C1COC2C1,-387.075665
CC12CC1C1COC2O1,-423.004097
CC12CC1C1OCC2O1,-423.003541
CC12CN1C1COC2C1,-403.114886
CC12NC1C1CC2CO1,-403.115781
CC12NC1C1CCC2O1,-403.12396
CC12NC1C1COC2C1,-403.116068
CC12NC1C1COC2O1,-439.043555
CC12NC1C1OCC2O1,-439.043174
CC12OC1C1CC2CO1,-423.001506
CC12OC1C1CCC2C1,-387.085869
CC12OC1C1CCC2O1,-423.00883
CC12OC1C1COC2C1,-423.00196
CC12OC1C1COC2O1,-458.927647
CC12OC1C1OCC2O1,-458.927205
OC12CC1C1CC2CO1,-422.998295
OC12CC1C1CCC2C1,-387.077285
OC12CC1C1CCC2O1,-423.000974
OC12CC1C1COC2C1,-422.999015
OC12CC1C1COC2O1,-458.926888
OC12CC1C1OCC2O1,-458.924797
CC12CC1C1CCC=C21,-349.912539
CC12CC1C1OCC=C21,-385.828562
CC12CN1C1CCC=C21,-365.948245
CC12NC1C1CCC=C21,-365.949162
CC12NC1C1OCC=C21,-401.862179
CC12OC1C1CCC=C21,-385.835061
CC12OC1C1OCC=C21,-421.747213
OC12CC1C1CCC=C21,-385.833132
OC12CC1C1OCC=C21,-421.748574
OC12CC1N1CCN=C21,-417.94358
CC12CC1C1CCCC21,-351.138436
CC12CC1C1CCOC21,-387.061025
CC12CC1C1COCC21,-387.060306
CC12CC1C1OCCC21,-387.06096
CC12CC1C1OCOC21,-422.989904
CC12CN1C1CCOC21,-403.100338
CC12CN1C1COCC21,-403.100535
CC12NC1C1CCOC21,-403.103497
CC12NC1C1COCC21,-403.097856
CC12NC1C1OCCC21,-403.103276
CC12NC1C1OCOC21,-439.027427
CC12OC1C1CCCC21,-387.068456
CC12OC1C1CCOC21,-422.989916
CC12OC1C1COCC21,-422.984543
CC12OC1C1OCCC21,-422.989643
CC12OC1C1OCOC21,-458.912832
OC12CC1C1CCCC21,-387.061369
OC12CC1C1CCOC21,-422.983859
OC12CC1C1COCC21,-422.983143
OC12CC1C1OCCC21,-422.983209
OC12CC1C1OCOC21,-458.912028
CC12CC(=CC1N2)C#C,-364.768654
CC12CC(=CC1N2)C#N,-380.874204
CC12CC(=CC1O2)C#C,-384.650537
CC12CC(=CC1O2)C#N,-400.755516
CC12CC1C=C(C2)C#C,-348.725041
CC12CC1C=C(C2)C#N,-364.831852
CC12CC1N=C(N2)C#N,-396.93216
CC12CC1N=C(O2)C#C,-400.708499
CC12CC1N=C(O2)C#N,-416.80881
OC12CC1C=C(C2)C#C,-384.647361
OC12CC1C=C(C2)C#N,-400.753765
CC12CC(C=O)=CC1N2,-401.947918
CC12CC(C=O)=CC1O2,-421.829077
CC12CC1C=C(C2)C=O,-385.905153
CC12CC1N=C(N2)C=O,-418.012093
CC12CC1N=C(O2)C=O,-437.882849
CC12CN1C=C(C2)C=O,-401.944831
OC12CC1C=C(C2)C=O,-421.827378
CC12CC1C=C1CCC21,-349.921599
CC12CC1C=C1COC21,-385.834415
CC12CC1N=C1OCC21,-401.901379
CC12NC1C=C1CCC21,-365.963452
CC12NC1C=C1COC21,-401.871542
CC12OC1C=C1CCC21,-385.849917
CC12OC1C=C1COC21,-421.756556
OC12CC1C=C1CCC21,-385.844396
OC12CC1C=C1COC21,-421.756558
OC12CC1N=C1NCC21,-417.948615
OC12CC1N=C1OCC21,-437.82267
CC12CC(=O)C=CC1N2,-401.957498
CC12CC(=O)C=CC1O2,-421.840757
CC12CC1C=CC(=N)O2,-401.951418
CC12CC1C=CC(=O)C2,-385.915122
CC12CC1C=CC(=O)N2,-401.982646
CC12CC1C=CC(=O)O2,-421.856475
CC12CN1C=CC(=O)C2,-401.952615
OC12CC1C=CC(=O)C2,-421.838834
CC12CC1C=CC1CC21,-349.941454
CC12CC1C=CC1NC21,-365.984538
CC12CC1C=CC1OC21,-385.869779
CC12NC1C=CC1CC21,-365.986497
CC12NC1C=CC1NC21,-382.020878
CC12NC1C=CC1OC21,-401.905677
CC12OC1C=CC1CC21,-385.873762
CC12OC1C=CC1NC21,-401.907624
CC12OC1C=CC1OC21,-421.791181
OC12CC1C=CC1CC21,-385.864741
OC12CC1C=CC1NC21,-401.907222
OC12CC1C=CC1OC21,-421.792143
CC1(C)C=CC2CC12O,-387.079791
CC1(O)C=CC2CC12O,-423.010999
CC12CC1C=CC2(C)C,-351.155026
CC12CC1C=CC2(C)O,-387.083833
CC12NC1C=CC2(C)C,-367.197111
CC12NC1C=CC2(C)O,-403.125535
CC12OC1C=CC2(C)C,-387.083572
CC12OC1C=CC2(C)O,-423.010491
CC12CC1C=CC21CC1,-349.936609
CC12CC1C=CC21CN1,-365.978
CC12CC1C=CC21CO1,-385.863653
CC12NC1C=CC21CC1,-365.976385
CC12NC1C=CC21CN1,-382.017082
CC12NC1C=CC21CO1,-401.902674
CC12OC1C=CC21CC1,-385.862813
CC12OC1C=CC21CN1,-401.902746
CC12OC1C=CC21CO1,-421.786821
OC12CC1C=CC21CC1,-385.861971
OC12CC1C=CC21CN1,-401.903368
OC12CC1C=CC21CO1,-421.788581
CC12CC1C=CC2C#C,-348.712358
CC12CC1C=CC2C#N,-364.821696
CC12CN1C=NC2C#C,-380.810477
CC12CN1C=NC2C#N,-396.917293
CC12NC1C=CC2C#C,-364.751243
CC12NC1C=CC2C#N,-380.860386
CC12OC1C=CC2C#C,-384.636675
CC12OC1C=CC2C#N,-400.744572
OC12CC1C=CC2C#C,-384.635528
OC12CC1C=CC2C#N,-400.744479
CC12CC1C=CC2C=O,-385.891241
CC12CC1C=CN2C=O,-401.965992
CC12CC1N=CN2C=O,-418.024463
CC12CN1C=NC2C=O,-417.991331
CC12NC1C=CC2C=O,-401.93276
CC12OC1C=CC2C=O,-421.817469
OC12CC1C=CC2C=O,-421.815258
CC12CC1C=CC=CC2,-349.952481
CC12CC=CC=CC1N2,-365.998163
CC12CC=CC=CC1O2,-385.881127
OC12CC1C=CC=CC2,-385.876189
CC12CC1C=CCC2=O,-385.912792
CC12CC1C=CNC2=O,-401.988219
CC12CC1N=CNC2=O,-418.046966
CC12CC1N=COC2=O,-437.916712
CC12CN1C=NCC2=O,-417.999749
CC12NC1C=CCC2=O,-401.953168
CC12NC1C=CNC2=O,-418.027823
CC12OC1C=CCC2=O,-421.836972
CC12OC1C=CNC2=O,-437.913019
NC12CC1N=COC2=O,-453.962406
OC12CC1C=CCC2=O,-421.840361
OC12CC1C=CNC2=O,-437.91449
OC12CC1N=CNC2=N,-434.068322
OC12CC1N=CNC2=O,-453.971571
OC12CC1N=COC2=O,-473.839868
CC12CC1C=CCC=C2,-349.946769
CC12CC1N=CNC=N2,-398.122391
CC12NC1C=CCC=C2,-365.987481
CC12OC1C=CCC=C2,-385.875419
OC12CC1C=CCC=C2,-385.867071
CC12CC1C=CCCC2,-351.154214
CC12CC1C=CCCO2,-387.073778
CC12CC1C=CCOC2,-387.068103
CC12CC1N=COCC2,-403.136935
CC12CC1N=COCO2,-439.064563
CC12CCCC=CC1N2,-367.198136
CC12CCCC=CC1O2,-387.080245
CC12COCC=CC1N2,-403.109909
CC12COCC=CC1O2,-422.993388
OC12CC1C=CCCC2,-387.078528
OC12CC1C=CCOC2,-422.998429
OC12CC1N=COCC2,-439.060802
CC12CC1CC(=O)C2=O,-421.852354
CC12CC1NC(=N)C2=O,-418.017639
CC12CC1NC(=O)C2=O,-437.919744
CC12CC1OC(=N)C2=O,-437.894337
CC12CC1OC(=O)C2=O,-457.792738
CC12CN1CC(=O)C2=O,-437.885004
CC12NC1CC(=O)C2=O,-437.891937
CC12OC1CC(=O)C2=O,-457.775417
OC12CC1CC(=O)C2=O,-457.774337
OC12CC1NC(=N)C2=O,-453.939129
OC12CC1NC(=O)C2=O,-473.840161
OC12CC1OC(=N)C2=O,-473.814434
OC12CC1OC(=O)C2=O,-493.711688
CC12CC1CC(=O)C=C2,-385.914705
CC12CC1NC(=O)C=C2,-401.980614
CC12CC1OC(=N)C=C2,-401.947884
CC12CC1OC(=O)C=C2,-421.852815
CC12CN1CC(=O)C=C2,-401.948717
CC12NC1CC(=O)C=C2,-401.956023
CC12OC1CC(=O)C=C2,-421.840895
OC12CC1CC(=O)C=C2,-421.837005
OC12CC1NC(=O)C=C2,-437.902925
OC12CC1OC(=N)C=C2,-437.869363
OC12CC1OC(=O)C=C2,-457.774215
CC12CC1CC(=N)OC2,-403.155015
CC12CC1CC(=O)CC2,-387.112933
CC12CC1CC(=O)CN2,-403.149053
CC12CC1CC(=O)CO2,-423.027691
CC12CC1CC(=O)NC2,-403.179142
CC12CC1CC(=O)OC2,-423.056856
CC12CC1NC(=O)CC2,-403.182427
CC12CC1NC(=O)CN2,-419.217172
CC12CC1NC(=O)CO2,-439.095053
CC12CC1NC(=O)NC2,-419.242806
CC12CC1NC(=O)OC2,-439.116134
CC12CC1OC(=N)CC2,-403.152552
CC12CC1OC(=N)CN2,-419.187077
CC12CC1OC(=N)CO2,-439.06469
CC12CC1OC(=N)OC2,-439.078829
CC12CC1OC(=O)CC2,-423.054
CC12CC1OC(=O)CN2,-439.088334
CC12CC1OC(=O)CO2,-458.965501
CC12CC1OC(=O)NC2,-439.115174
CC12CC1OC(=O)OC2,-458.986671
CC12CCC(=O)CC1N2,-403.157225
CC12CCC(=O)CC1O2,-423.046967
CC12CN1CC(=N)OC2,-419.190397
CC12CN1CC(=O)CC2,-403.147864
CC12CN1CC(=O)NC2,-419.213471
CC12CN1CC(=O)OC2,-439.091667
CC12CNC(=O)CC1N2,-419.22879
CC12CNC(=O)CC1O2,-439.113612
CC12COC(=N)CC1N2,-419.199012
CC12COC(=N)CC1O2,-439.079637
CC12COC(=O)CC1N2,-439.100479
CC12COC(=O)CC1O2,-458.980758
OC12CC1CC(=N)OC2,-439.077784
OC12CC1CC(=O)CC2,-423.035105
OC12CC1CC(=O)NC2,-439.102792
OC12CC1CC(=O)OC2,-458.979429
OC12CC1NC(=O)CC2,-439.106235
OC12CC1NC(=O)NC2,-455.165786
OC12CC1NC(=O)OC2,-475.038247
OC12CC1OC(=N)CC2,-439.075985
OC12CC1OC(=N)OC2,-475.000192
OC12CC1OC(=O)CC2,-458.97701
OC12CC1OC(=O)NC2,-475.037283
OC12CC1OC(=O)OC2,-494.907803
CC12CC1CC(=C2)C#C,-348.724988
CC12CC1CC(=C2)C#N,-364.831734
CC12CC1NC(=N2)C#N,-396.932104
CC12CC1OC(=N2)C#C,-400.706933
CC12CC1OC(=N2)C#N,-416.807059
CC12CN1CC(=C2)C#C,-364.762477
CC12CN1CC(=C2)C#N,-380.867839
CC12NC1CC(=C2)C#C,-364.76511
CC12NC1CC(=C2)C#N,-380.871229
CC12OC1CC(=C2)C#C,-384.650846
CC12OC1CC(=C2)C#N,-400.755883
OC12CC1CC(=C2)C#C,-384.646623
OC12CC1CC(=C2)C#N,-400.752798
CC1(C)CC2(O)CC2O1,-424.211722
CC1(C)CC2CC2(O)C1,-388.285886
CC1(O)CC2CC2(O)C1,-424.215482
CC12CC(C)(C)CC1O2,-388.298335
CC12CC(C)(O)CC1N2,-404.343959
CC12CC(C)(O)CC1O2,-424.232937
CC12CC1CC(C)(C)C2,-352.362774
CC12CC1CC(C)(C)O2,-388.292236
CC12CC1CC(C)(O)C2,-388.296332
CC12CC1OC(C)(C)C2,-388.288972
CC12CC1OC(C)(C)O2,-424.219099
CC12CN1CC(C)(C)C2,-368.401414
CC12CN1CC(C)(O)C2,-404.334638
CC12CC(CC1N2)C#N,-382.076645
CC12CC(CC1O2)C#C,-385.855353
CC12CC(CC1O2)C#N,-401.964265
CC12CC1CC(C2)C#C,-349.923643
CC12CC1CC(C2)C#N,-366.033063
CC12CC1CC(N2)C#N,-382.069384
CC12CC1CC(O2)C#C,-385.840458
CC12CC1CC(O2)C#N,-401.946862
CC12CC1NC(C2)C#N,-382.065625
CC12CC1OC(C2)C#C,-385.836685
CC12CC1OC(C2)C#N,-401.943093
CC12CC1OC(O2)C#C,-421.758574
CC12CC1OC(O2)C#N,-437.864048
CC12CN1CC(C2)C#N,-382.070428
OC12CC1CC(C2)C#C,-385.846439
OC12CC1CC(C2)C#N,-401.955415
OC12CC1NC(C2)C#N,-417.987334
OC12CC1OC(C2)C#C,-421.758302
OC12CC1OC(C2)C#N,-437.863939
CC12CC(CC1N2)C=O,-403.146786
CC12CC(CC1O2)C=O,-423.032972
CC12CC1CC(C2)C=O,-387.102507
CC12CC1CC(O2)C=O,-423.019415
CC12CC1CN(C2)C=O,-403.172347
CC12CC1OC(C2)C=O,-423.014942
CC12CC1OC(O2)C=O,-458.937726
CC12CN(CC1N2)C=O,-419.216637
CC12CN(CC1O2)C=O,-439.099765
CC12CN1CC(C2)C=O,-403.140534
OC12CC1CC(C2)C=O,-423.025413
OC12CC1CN(C2)C=O,-439.094119
OC12CC1OC(C2)C=O,-458.936483
CC12CC1CC(C=O)=C2,-385.904803
CC12CC1NC(C=O)=N2,-418.011934
CC12CC1OC(C=O)=N2,-437.881235
CC12CN1CC(C=O)=C2,-401.940726
CC12NC1CC(C=O)=C2,-401.944262
CC12OC1CC(C=O)=C2,-421.829345
OC12CC1CC(C=O)=C2,-421.82606
CC12CC1CC1(CC1)C2,-351.145343
CC12CC1CC1(CC1)O2,-387.066471
CC12CC1CC1(CO1)C2,-387.072492
CC12CC1OC1(CC1)C2,-387.062861
CC12CC3(CC3)CC1O2,-387.075741
CC12CC3(CO3)CC1N2,-403.117978
CC12CC3(CO3)CC1O2,-423.001321
CC12CN1CC1(CC1)C2,-367.183545
CC12CN1CC1(CN1)C2,-383.225938
CC12CN1CC1(CO1)C2,-403.109973
OC12CC1CC1(CC1)C2,-387.068513
OC12CC1CC1(CN1)C2,-403.111244
OC12CC1CC1(CO1)C2,-422.995539
OC12CC1OC1(CC1)C2,-422.984821
CC12CC1CC1CC1C2,-351.138925
CC12CC1CC1CC1O2,-387.061749
CC12CC1CC1CN1C2,-367.174832
CC12CC1CC1OC1C2,-387.065115
CC12CC1OC1CC1C2,-387.053087
CC12CC1OC1CC1O2,-422.977328
CC12CC3CC3CC1O2,-387.069317
CC12CC3CN3CC1N2,-383.218487
CC12CC3CN3CC1O2,-403.111564
CC12CC3OC3CC1O2,-423.00359
CC12CN1CC1NC1C2,-383.218433
CC12CN1CC1OC1C2,-403.101137
CC12CN3CC3CC1N2,-383.218333
CC12CN3CC3CC1O2,-403.111452
OC12CC1CC1CC1C2,-387.063292
OC12CC1CC1CN1C2,-403.099364
OC12CC1CC1NC1C2,-403.1063
OC12CC1CC1OC1C2,-422.989599
OC12CC1CN1CC1C2,-403.097923
OC12CC1OC1CC1C2,-422.977453
CC12CC1CC1CC21C,-351.138185
CC12CC1CC1CC21O,-387.063537
CC12CC1CC1OC21C,-387.074609
CC12CC1CN1CC21C,-367.177032
CC12CC1OC1CC21C,-387.054318
CC12CC1OC1CC21O,-422.978585
CC12CN1CC1CC21O,-403.10198
CC12CN1CC1NC21C,-383.224725
CC12CN1CC1OC21C,-403.112189
CC12NC1CC1CC21O,-403.111014
CC12NC1CC1NC21C,-383.223627
CC12NC1CC1OC21C,-403.111791
CC12OC1CC1CC21O,-422.998396
CC12OC1CC1OC21C,-422.998582
OC12CC1CC1CC21O,-422.98984
OC12CC1OC1CC21O,-458.903249
CC12CC1CC1CC2C1,-351.140815
CC12CC1CC1CC2O1,-387.070137
CC12CC1OC1CC2C1,-387.055941
CC12CC1OC1CN2C1,-403.081259
CC12CN1CC1CC2O1,-403.10534
CC12NC1CC1CC2O1,-403.10891
CC12OC1CC1CC2C1,-387.074921
CC12OC1CC1CC2O1,-422.994771
OC12CC1CC1CC2C1,-387.065434
OC12CC1CC1CC2O1,-422.993425
OC12CC1OC1CC2C1,-422.979411
CC12CC1CC1CCC21,-351.14309
CC12CC1CC1COC21,-387.067373
CC12CC1CC1OCC21,-387.069307
CC12CC1OC1CCC21,-387.063811
CC12CC1OC1COC21,-422.986769
CC12CN1CC1COC21,-403.104064
CC12CN1CC1OCC21,-403.106791
CC12NC1CC1COC21,-403.110636
CC12NC1CC1OCC21,-403.112431
CC12OC1CC1CCC21,-387.078309
CC12OC1CC1COC21,-422.997324
CC12OC1CC1OCC21,-422.999573
OC12CC1CC1CCC21,-387.066553
OC12CC1CC1COC21,-422.990527
OC12CC1CC1OCC21,-422.992241
OC12CC1OC1CCC21,-422.985555
OC12CC1OC1COC21,-458.908637
CC1(CC2CC12O)C#C,-385.819215
CC1(CC2CC12O)C#N,-401.923451
CC1(NC2CC12N)C#N,-398.083213
CC1(NC2CC12O)C#C,-401.849742
CC1(NC2CC12O)C#N,-417.957344
CC1(OC2CC12N)C#N,-417.963378
CC1(OC2CC12O)C#C,-421.730181
CC1(OC2CC12O)C#N,-437.836699
CC12CC1CC2(C)C#C,-349.892302
CC12CC1CC2(C)C#N,-366.001972
CC12CC1CC2(N)C#N,-382.044814
CC12CC1CC2(O)C#C,-385.819472
CC12CC1CC2(O)C#N,-401.926715
CC12CC1NC2(C)C#N,-382.036249
CC12CC1OC2(C)C#C,-385.809834
CC12CC1OC2(C)C#N,-401.91682
CC12CN1CC2(C)C#N,-382.039242
CC12CN1CC2(N)C#N,-398.081764
CC12CN1CC2(O)C#C,-401.857791
CC12CN1CC2(O)C#N,-417.963349
CC12NC1CC2(C)C#C,-365.934736
CC12NC1CC2(C)C#N,-382.044062
CC12NC1CC2(N)C#N,-398.088322
CC12NC1CC2(O)C#C,-401.856335
CC12NC1CC2(O)C#N,-417.969454
CC12OC1CC2(C)C#C,-385.821101
CC12OC1CC2(C)C#N,-401.929585
CC12OC1CC2(N)C#N,-417.972736
CC12OC1CC2(O)C#C,-421.742468
CC12OC1CC2(O)C#N,-437.848556
NC1(CC2CC12O)C#N,-417.968652
NC12CC1CC2(N)C#N,-398.092133
NC12CC1CC2(O)C#N,-417.969919
OC12CC1CC2(O)C#C,-421.741683
OC12CC1CC2(O)C#N,-437.848526
CC1(CC2CC12O)C=O,-422.994521
CC1(NC2CC12O)C=O,-439.031223
CC1(OC2CC12O)C=O,-458.912414
CC12CC1CC2(C)C=O,-387.070959
CC12CC1CC2(O)C=O,-422.999706
CC12CC1OC2(C)C=O,-422.986057
CC12CN1CC2(C)C=O,-403.108604
CC12CN1CC2(O)C=O,-439.035781
CC12NC1CC2(C)C=O,-403.112974
CC12NC1CC2(O)C=O,-439.044499
CC12OC1CC2(C)C=O,-422.999165
CC12OC1CC2(O)C=O,-458.92821
OC12CC1CC2(O)C=O,-458.922032
CC12CC1CC21CCC1,-351.114658
CC12CC1CC21CCO1,-387.04328
CC12CC1CC21COC1,-387.033316
CC12CC1OC21CCC1,-387.037594
CC12CC1OC21COC1,-422.953655
CC12CN1CC21CCC1,-367.154242
CC12CN1CC21CCO1,-403.081601
CC12CN1CC21COC1,-403.072313
CC12NC1CC21CCC1,-367.154971
CC12NC1CC21CCO1,-403.083025
CC12NC1CC21COC1,-403.07373
CC12OC1CC21CCC1,-387.041229
CC12OC1CC21CCO1,-422.967995
CC12OC1CC21COC1,-422.959138
OC12CC1CC21CCC1,-387.03955
OC12CC1CC21CCO1,-422.969557
OC12CC1CC21COC1,-422.957355
OC12CC1NC21COC1,-438.991944
OC12CC1OC21CCC1,-422.960276
OC12CC1OC21COC1,-458.875225
CC12CC1CC2C1CC1,-351.110202
CC12CC1CC2C1CO1,-387.033362
CC12CC1CC2N1CC1,-367.142261
CC12CC1OC2C1CC1,-387.025616
CC12CC1OC2C1CN1,-403.069032
CC12CC1OC2C1CO1,-422.950424
CC12NC1CC2C1CO1,-403.0741
CC12NC1CC2N1CC1,-383.18328
CC12OC1CC2C1CC1,-387.038147
CC12OC1CC2C1CO1,-422.960117
CC12OC1CC2N1CC1,-403.069657
OC12CC1CC2C1CC1,-387.034083
OC12CC1CC2C1CO1,-422.956635
OC12CC1CC2N1CC1,-403.065886
OC12CC1OC2C1CC1,-422.947977
OC12CC1OC2C1CN1,-438.990367
OC12CC1OC2C1CO1,-458.872154
CC12CC1CC2CC#C,-349.890267
CC12CC1CC2CC#N,-365.999866
CC12CC1CN2CC#N,-382.030362
CC12CC1OC2CC#C,-385.80869
CC12CC1OC2CC#N,-401.917039
CC12CN1CC2CC#N,-382.037888
CC12NC1CC2CC#N,-382.042155
CC12OC1CC2CC#C,-385.818014
CC12OC1CC2CC#N,-401.927434
OC12CC1CC2CC#C,-385.813282
OC12CC1CC2CC#N,-401.922577
OC12CC1NC2CC#N,-417.956736
OC12CC1OC2CC#C,-421.72798
OC12CC1OC2CC#N,-437.836064
CC12CC1CC2CC=O,-387.067892
CC12CC1CC2NC=O,-403.144355
CC12CC1CC2OC=N,-403.113539
CC12CC1CC2OC=O,-423.017623
CC12CC1CN2CC=O,-403.10223
CC12CC1OC2CC=O,-422.985265
CC12CN1CC2CC=O,-403.106594
CC12CN1CC2NC=O,-419.182498
CC12CN1CC2OC=N,-419.151415
CC12CN1CC2OC=O,-439.055102
CC12NC1CC2CC=O,-403.109371
CC12NC1CC2NC=O,-419.18788
CC12NC1CC2OC=N,-419.149781
CC12NC1CC2OC=O,-439.053933
CC12OC1CC2CC=O,-422.995127
CC12OC1CC2NC=O,-439.07237
CC12OC1CC2OC=N,-439.03518
CC12OC1CC2OC=O,-458.939073
OC12CC1CC2CC=O,-422.991088
OC12CC1CC2NC=O,-439.071999
OC12CC1CC2OC=N,-439.036833
OC12CC1CC2OC=O,-458.940629
OC12CC1OC2CC=O,-458.906385
CC12CC1CC=C2C#C,-348.724447
CC12CC1CC=C2C#N,-364.830992
CC12CN1CC=C2C#C,-364.761846
CC12CN1CC=C2C#N,-380.867206
CC12NC1CC=C2C#C,-364.765182
CC12NC1CC=C2C#N,-380.871543
CC12OC1CC=C2C#C,-384.650777
CC12OC1CC=C2C#N,-400.756196
OC12CC1CC=C2C#C,-384.647056
OC12CC1CC=C2C#N,-400.752982
CC12CC1CC=C2C=O,-385.903093
CC12CC1NC=C2C=O,-401.956264
CC12CN1CC=C2C=O,-401.939873
CC12NC1CC=C2C=O,-401.944235
CC12OC1CC=C2C=O,-421.82896
OC12CC1CC=C2C=O,-421.829038
OC12CC1NC=C2C=O,-437.883885
CC12CC1CC=CC2=O,-385.917451
CC12CC1NC=CC2=O,-401.970995
CC12CN1CC=CC2=O,-401.950519
CC12NC1CC=CC2=O,-401.958874
CC12OC1CC=CC2=O,-421.843239
OC12CC1CC=CC2=O,-421.845109
OC12CC1NC=CC2=O,-437.900287
CC12CC1CC=CC=C2,-349.951768
CC12NC1CC=CC=C2,-365.993205
CC12OC1CC=CC=C2,-385.88064
OC12CC1CC=CC=C2,-385.876558
CC12CC1CC=CCC2,-351.152408
CC12CC1CC=CCO2,-387.072357
CC12CC1CN=COC2,-403.135994
CC12CC1OC=NCC2,-403.133914
CC12CCC=CCC1O2,-387.083537
CC12COC=NCC1N2,-419.176606
CC12COC=NCC1O2,-439.061902
OC12CC1CC=CCC2,-387.078632
OC12CC1CN=COC2,-439.060437
OC12CC1OC=NCC2,-439.058838
CC12CC(=N)OCC1N2,-419.198867
CC12CC(=N)OCC1O2,-439.079811
CC12CC(=O)CCC1N2,-403.156284
CC12CC(=O)CCC1O2,-423.040512
CC12CC(=O)NCC1N2,-419.228674
CC12CC(=O)NCC1O2,-439.113783
CC12CC(=O)OCC1N2,-439.100267
CC12CC(=O)OCC1O2,-458.980795
CC12CC1CCC(=N)O2,-403.155747
CC12CC1CCC(=O)C2,-387.111301
CC12CC1CCC(=O)N2,-403.184594
CC12CC1CCC(=O)O2,-423.057304
CC12CC1CNC(=O)C2,-403.1789
CC12CC1CNC(=O)N2,-419.244437
CC12CC1CNC(=O)O2,-439.116113
CC12CC1COC(=N)C2,-403.155112
CC12CC1COC(=N)O2,-439.081966
CC12CC1COC(=O)C2,-423.056899
CC12CC1COC(=O)N2,-439.117807
CC12CC1COC(=O)O2,-458.989196
CC12CC1NCC(=N)O2,-419.191102
CC12CC1NCC(=O)C2,-403.150191
CC12CC1NCC(=O)N2,-419.219733
CC12CC1NCC(=O)O2,-439.092544
CC12CC1OCC(=N)O2,-439.064507
CC12CC1OCC(=O)C2,-423.027546
CC12CC1OCC(=O)N2,-439.097623
