smiles,mol_weight
C1C=CCC=C1,80.06260026
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,329.0520514
CC(O)c1ccccc1,122.0731649
CC(Cl)CCl,111.9846556
CCCC=C(CC)C=O,126.1044651
CCOP(=S)(OCC)SCCSCC,274.0284795
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,344.2351449
Clc1ccc(cc1)c2c(Cl)cccc2Cl,255.9613333
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,310.0320616
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,287.9511625
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,390.2770097
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,346.2144094
Cc1cc(C)cc(C)c1,120.0939004
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,390.2770097
CCCCCCCCCCCCCCCO,228.2453156
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,289.9223609
O=C1NC(=O)NC(=O)C1(C)C,156.0534921
CC(C)I,169.9592482
O=N(=O)c1ccccc1N(=O)=O,168.0171066
CC(C)C(=O)C,86.07316494
CCCCCCCCCCCCCCCC,226.2660511
CC12CCC(CC1)C(C)(C)O2,154.1357652
Cc2cccc3sc1nncn1c23,189.0360682
CCCCCCC(=O)C,128.1201151
CCCCCCCCC(=O)OC,172.1463299
Fc1ccc(F)cc1,114.0281066
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,258.0640568
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,335.1092907
CCO,46.04186481
O=C2NC(=O)C1(CCCC1)C(=O)N2,182.0691422
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,236.1160924
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,350.1881947
CN(C)C(=O)NC1CCCCCCC1,198.1732133
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,539.6262322
CCCCCCCCBr,192.0513626
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,290.1378904
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O,231.1371622
CCC(O)CC,88.088815
Cc1ccc(cc1)N(=O)=O,137.0476785
CC(C)CCCO,102.1044651
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,314.1881947
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2,425.9466186
Nc2cnn(c1ccccc1)c(=O)c2Cl,221.0355896
CCC(C)(C)O,88.088815
Cc1ccc(O)cc1,108.0575149
CCOC=O,74.03677943
CN(C)c1ccccc1,121.0891494
C1CCC2CCCCC2C1,138.1408506
CCCCS,90.05032132
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,252.0939004
ClC(=C(Cl)Cl)Cl,163.8754107
CCC(=O)CC,86.07316494
C=CC#N,53.0265491
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,410.1904804
CCCCC(=O)C,100.088815
CCNc1nc(NC(C)(C)C)nc(OC)n1,225.1589602
CCCCC(C)CC,114.1408506
BrCCBr,185.8679743
CNC(=O)Oc1ccccc1C(C)C,193.1102787
O=C1NCCN1c2ncc(s2)N(=O)=O,214.0160611
C1c2ccccc2c3ccc4ccccc4c13,216.0939004
COc1ccccc1Cl,142.0185425
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,363.8492192
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,330.9569762
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,317.953661
COC(=O)C=C,86.03677943
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,290.0822054
N(=Nc1ccccc1)c2ccccc2,182.0843983
CC(C)c1ccc(C)cc1,134.1095504
Oc1c(Cl)cccc1Cl,161.9639201
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O,342.1162115
OC1C(O)C(O)C(O)C(O)C1O,180.0633881
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,254.1015049
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,322.0123268
CCC(O)(CC)CC,116.1201151
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,306.2017366
Brc1ccccc1Br,233.8679743
Oc1c(Cl)cc(Cl)cc1Cl,195.9249478
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,346.0947053
C2c1ccccc1N(CCF)C(=O)c3ccccc23,255.1059423
CC(C)C(=O)C(C)C,114.1044651
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,238.1317424
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),262.0841235
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,194.0803756
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,416.2021305
Cc1ccc(O)cc1C,122.0731649
O(c1ccccc1)c2ccccc2,170.0731649
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,357.8444162
NC(=O)c1cccnc1,122.0480128
Sc1ccccc1,110.0190212
CNC(=O)Oc1cc(C)cc(C)c1,179.0946287
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,405.7977716
CSSC,93.99109219
NC(=O)c1ccccc1,121.0527638
Clc1ccccc1Br,189.9184899
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,446.1424263
CCCCC(O)CC,116.1201151
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23,268.1324111
Oc1cc(Cl)cc(Cl)c1,161.9639201
Cc1cccc2c1ccc3ccccc32,192.0939004
CCCCC(CC)CO,130.1357652
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,269.0407905
Cc1ccccc1,92.06260026
Clc1cccc(n1)C(Cl)(Cl)Cl,228.9019598
C1CCC=CCC1,96.09390038
CN(C)C(=S)SSC(=S)N(C)C,239.9883324
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,352.0713659
CCCCCCCCCCO,158.1670653
CCC(C)(C)CC,100.1252005
CNC(=O)C(C)SCCSP(=O)(OC)(OC),287.0414867
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,229.8859754
CCCC=O,72.05751488
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,434.2104669
CCCC,58.07825032
COc1ccccc1O,124.0524295
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,376.2049876
ClC(Cl)C(Cl)(Cl)Cl,199.8520884
CCOC(=O)c1ccccc1C(=O)OCC,222.0892089
CC(C)CO,74.07316494
CC(C)Cc1ccccc1,134.1095504
ICI,267.8245961
CCCC(O)CCC,116.1201151
CCCCCOC(=O)C,130.0993797
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,229.8859754
CCCc1ccccc1,120.0939004
FC(F)(Cl)C(F)(F)Cl,169.9313182
CC=CC=O,70.04186481
CN(C)C(=O)N(C)C,116.094963
Cc1cc(C)c(C)cc1C,134.1095504
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,340.2038448
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,299.0381156
c1ccccc1NC(=O)c2c(O)cccc2,213.0789786
CCN(CC)C(=S)SCC(Cl)=C,223.0256191
ClCC,64.00797784
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,310.0598979
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,285.1364935
CC/C=C\C,70.07825032
CNC(=O)ON=C(CSC)C(C)(C)C,218.1088988
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,224.1160924
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,263.188529
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,288.0633881
O=C(c1ccccc1)c2ccccc2,182.0731649
CCCCCCCCCCCCCCCCCCCC,282.3286513
N(Nc1ccccc1)c2ccccc2,184.1000484
CCC(CC)CO,102.1044651
Oc1ccncc1,95.03711378
Cl\C=C/Cl,95.95335542
CC1CCCC1,84.09390038
CC(C)CC(C)O,102.1044651
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,254.1055277
CC(C)(C)CO,88.088815
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,293.0931044
Cc1cc(no1)C(=O)NNCc2ccccc2,231.1007767
CC=C,42.04695019
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,268.0057849
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2,300.111007
O=C1c2ccccc2C(=O)c3ccccc13,208.0524295
CCCCCCC(C)O,130.1357652
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,267.0565289
CCCCc1ccccc1,134.1095504
O=C1NC(=O)C(=O)N1,114.0065419
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,465.9897246
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,338.0128055
CC(C)COC(=O)C,116.0837296
CC(C)C(C)(C)C,100.1252005
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,391.8054439
N#Cc1ccccc1C#N,128.0374481
Cc1cccc(c1)N(=O)=O,137.0476785
FC(F)(F)C(Cl)Br,195.8902245
CNC(=O)ON=C(SC)C(=O)N(C)C,219.0677623
CCSCCSP(=S)(OC)OC,245.9971794
CCC(C)C,72.09390038
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,363.8992561
