smiles,E1-CAM
[H]C(=O)C([H])(C([H])([H])[H])C1(C([H])([H])[H])N([H])C1([H])[H],0.15480286
[H]C(=O)C([H])(C([H])([H])[H])C1(C([H])([H])[H])OC1([H])[H],0.15443169
[H]OC1(C([H])(C([H])=O)C([H])([H])[H])C([H])([H])C1([H])[H],0.15386575
[H]OC([H])(C([H])=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.16433563
[H]OC([H])(C([H])=O)C1(C([H])([H])[H])N([H])C1([H])[H],0.16536461
[H]OC([H])(C([H])=O)C1(C([H])([H])[H])OC1([H])[H],0.16410411
[H]C(=O)N(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.20680315
[H]OC([H])(C([H])=O)C1(O[H])C([H])([H])C1([H])[H],0.16257902
[H]C#CC(=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.14882374
[H]C([H])([H])C1(C(=O)C#N)C([H])([H])C1([H])[H],0.1500181
[H]C#CC(=O)C1(C([H])([H])[H])N([H])C1([H])[H],0.14310555
[H]N1C([H])([H])C1(C(=O)C#N)C([H])([H])[H],0.14353184
[H]C#CC(=O)C1(C([H])([H])[H])OC1([H])[H],0.14579192
[H]C([H])([H])C1(C(=O)C#N)OC1([H])[H],0.147159
[H]C#CC(=O)C1(O[H])C([H])([H])C1([H])[H],0.14664083
[H]OC1(C(=O)C#N)C([H])([H])C1([H])[H],0.14770289
[H]C(=O)C(=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.10554406
[H]C(=O)C(=O)C1(C([H])([H])[H])N([H])C1([H])[H],0.10280991
[H]C(=O)C(=O)C1(C([H])([H])[H])OC1([H])[H],0.10111944
[H]OC1(C(=O)C([H])=O)C([H])([H])C1([H])[H],0.10401897
[H]OC([H])([H])C(=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.17848412
[H]OC([H])([H])C(=O)C1(C([H])([H])[H])N([H])C1([H])[H],0.1729019
[H]OC([H])([H])C(=O)C1(C([H])([H])[H])OC1([H])[H],0.17034047
[H]C([H])([H])C([H])([H])C(=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.16848463
[H]N1C([H])([H])C1(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],0.16969736
[H]C([H])([H])C([H])([H])C(=O)C1(C([H])([H])[H])OC1([H])[H],0.16181095
[H]OC1(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0.16600405
[H]N(C(=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H],0.21870994
[H]N(C(=O)C1(C([H])([H])[H])N([H])C1([H])[H])C([H])([H])[H],0.21872463
[H]N(C(=O)C1(C([H])([H])[H])OC1([H])[H])C([H])([H])[H],0.21094848
[H]OC1(C(=O)N([H])C([H])([H])[H])C([H])([H])C1([H])[H],0.2165748
[H]C([H])([H])OC(=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.22098472
[H]N1C([H])([H])C1(C(=O)OC([H])([H])[H])C([H])([H])[H],0.22018358
[H]C([H])([H])OC(=O)C1(C([H])([H])[H])OC1([H])[H],0.20872514
[H]N([H])C1(C(=O)OC([H])([H])[H])C([H])([H])C1([H])[H],0.21866584
[H]OC1(C(=O)OC([H])([H])[H])C([H])([H])C1([H])[H],0.21762216
[H]OC([H])([H])C(=O)C1(O[H])C([H])([H])C1([H])[H],0.17512891
[H]OC([H])([H])C([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.26226891
[H]OC([H])([H])C([H])(C([H])([H])[H])C1(C([H])([H])[H])OC1([H])[H],0.26530073
[H]OC([H])([H])C([H])(C([H])([H])[H])C1(O[H])C([H])([H])C1([H])[H],0.26480461
[H]OC([H])([H])C([H])(O[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.2696445
[H]OC([H])([H])C([H])(O[H])C1(C([H])([H])[H])N([H])C1([H])[H],0.26341549
[H]OC([H])([H])C([H])(O[H])C1(C([H])([H])[H])OC1([H])[H],0.28092654
[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.29214611
[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1(C([H])([H])[H])OC1([H])[H],0.29600479
[H]OC1(C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0.2424353
[H]OC([H])(C([H])([H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.27085723
[H]OC([H])(C([H])([H])C([H])([H])[H])C1(C([H])([H])[H])N([H])C1([H])[H],0.25142786
[H]OC([H])(C([H])([H])C([H])([H])[H])C1(C([H])([H])[H])OC1([H])[H],0.2887468
[H]OC([H])(C([H])([H])C([H])([H])[H])C1(O[H])C([H])([H])C1([H])[H],0.2711843
[H]C([H])([H])OC([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.27843861
[H]N1C([H])([H])C1(C([H])([H])[H])C([H])(OC([H])([H])[H])C([H])([H])[H],0.2562604
[H]C([H])([H])OC([H])(C([H])([H])[H])C1(C([H])([H])[H])OC1([H])[H],0.28284118
[H]OC1(C([H])(OC([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],0.27160324
[H]OC([H])([H])C([H])(O[H])C1(O[H])C([H])([H])C1([H])[H],0.26719332
[H]C([H])([H])C#CC([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.24055006
[H]N1C([H])([H])C1(C([H])([H])[H])C([H])([H])C#CC([H])([H])[H],0.23998044
[H]C([H])([H])C#CC([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.23982977
[H]OC1(C([H])([H])C#CC([H])([H])[H])C([H])([H])C1([H])[H],0.24038469
[H]C#CC#CC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.16650752
[H]C([H])([H])C1(C#CC#N)C([H])([H])C1([H])[H],0.17720157
[H]C#CC#CC1(C([H])([H])[H])N([H])C1([H])[H],0.16951361
[H]N1C([H])([H])C1(C#CC#N)C([H])([H])[H],0.18179891
[H]C#CC#CC1(C([H])([H])[H])OC1([H])[H],0.16790399
[H]C([H])([H])C1(C#CC#N)OC1([H])[H],0.18098308
[H]C#CC#CC1(O[H])C([H])([H])C1([H])[H],0.16106862
[H]OC1(C#CC#N)C([H])([H])C1([H])[H],0.17130698
[H]C(=O)C#CC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.14566698
[H]C(=O)C#CC1(C([H])([H])[H])N([H])C1([H])[H],0.144197
[H]C(=O)C#CC1(C([H])([H])[H])OC1([H])[H],0.14331502
[H]OC1(C#CC([H])=O)C([H])([H])C1([H])[H],0.14532888
[H]N(C([H])([H])C#N)C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.23640841
[H]C#CC([H])([H])OC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.23175595
[H]C([H])(C#N)OC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.26404023
[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.24301226
[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.24300859
[H]C([H])([H])C1(C([H])([H])C([H])([H])C#N)C([H])([H])C1([H])[H],0.28214295
[H]N1C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C#N,0.25954211
[H]C([H])([H])C1(C([H])([H])C([H])([H])C#N)OC1([H])[H],0.2821209
[H]C#CC([H])([H])C([H])([H])C1(O[H])C([H])([H])C1([H])[H],0.24281014
[H]OC1(C([H])([H])C([H])([H])C#N)C([H])([H])C1([H])[H],0.24845851
[H]C(=O)C([H])([H])OC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.1568792
[H]C(=O)C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.15735694
[H]C(=O)C([H])([H])C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.15758111
[H]C(=O)N([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.21128657
[H]C(=O)N([H])C([H])([H])C1(C([H])([H])[H])N([H])C1([H])[H],0.21178269
[H]C(=O)N([H])C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.21160262
[H]N=C([H])OC([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.22960244
[H]C(=O)OC([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.21108813
[H]C(=O)OC([H])([H])C1(C([H])([H])[H])N([H])C1([H])[H],0.21096318
[H]C(=O)OC([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.21016204
[H]OC1(C([H])([H])C([H])([H])C([H])=O)C([H])([H])C1([H])[H],0.15744146
[H]OC1(C([H])([H])N([H])C([H])=O)C([H])([H])C1([H])[H],0.21476306
[H]N=C([H])OC([H])([H])C1(O[H])C([H])([H])C1([H])[H],0.24421764
[H]OC1(C([H])([H])OC([H])=O)C([H])([H])C1([H])[H],0.21124615
[H]C(=NC([H])([H])[H])OC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.2176589
[H]OC([H])([H])C#CC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.22480297
[H]OC([H])([H])C#CC1(C([H])([H])[H])N([H])C1([H])[H],0.22562248
[H]OC([H])([H])C#CC1(C([H])([H])[H])OC1([H])[H],0.22678376
[H]C([H])([H])C([H])([H])C#CC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.23209771
[H]N1C([H])([H])C1(C#CC([H])([H])C([H])([H])[H])C([H])([H])[H],0.22929374
[H]C([H])([H])C([H])([H])C#CC1(C([H])([H])[H])OC1([H])[H],0.22859918
[H]OC1(C#CC([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0.22061723
[H]OC([H])([H])C#CC1(O[H])C([H])([H])C1([H])[H],0.22556736
[H]C(=NC1(C([H])([H])[H])C([H])([H])C1([H])[H])OC([H])([H])[H],0.2165013
[H]OC([H])([H])C([H])([H])OC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.2857848
[H]OC([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.26251513
[H]OC([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.26327584
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.29072759
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.29733144
[H]OC1(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0.26847955
[H]C([H])([H])C([H])([H])C([H])([H])OC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.2790854
[H]C([H])([H])C([H])([H])OC([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.27489598
[H]N1C([H])([H])C1(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])[H],0.27277922
[H]C([H])([H])C([H])([H])OC([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.2790854
[H]OC1(C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0.27523407
[H]C([H])([H])OC([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.27632553
[H]C([H])([H])OC([H])([H])C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.27891268
[H]OC1(C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])C1([H])[H],0.26783276
[H]OC([H])([H])C([H])([H])C([H])([H])C1(O[H])C([H])([H])C1([H])[H],0.26376828
[H]C#CC1(C([H])([H])[H])C([H])(O[H])C1([H])O[H],0.22151023
[H]N([H])C1([H])C([H])(N([H])[H])C1(C#N)C([H])([H])[H],0.22765105
[H]OC1([H])C([H])(N([H])[H])C1(C#N)C([H])([H])[H],0.24066031
[H]OC1([H])C([H])(O[H])C1(C#N)C([H])([H])[H],0.23861337
[H]C#CC1(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.22984498
[H]C([H])([H])C1([H])C([H])(C([H])([H])[H])C1(C#N)C([H])([H])[H],0.26101208
[H]N([H])C1(C#N)C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.25444865
[H]C#CC1(O[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.21599416
[H]OC1(C#N)C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.24074851
[H]N([H])C1([H])C(C#N)(N([H])[H])C1([H])C([H])([H])[H],0.22042245
[H]OC1(C#N)C([H])(N([H])[H])C1([H])C([H])([H])[H],0.2317486
[H]C#CC1(C([H])([H])[H])C([H])(O[H])C1([H])C([H])([H])[H],0.23002873
[H]OC1([H])C([H])(C([H])([H])[H])C1(C#N)C([H])([H])[H],0.25904599
[H]OC1([H])C(C#N)(N([H])[H])C1([H])C([H])([H])[H],0.22969063
[H]C#CC1(O[H])C([H])(O[H])C1([H])C([H])([H])[H],0.20681418
[H]OC1([H])C(C#N)(O[H])C1([H])C([H])([H])[H],0.22334035
[H]C#CC1(C([H])([H])[H])N(C([H])([H])[H])C1([H])C([H])([H])[H],0.2316016
[H]C([H])([H])N1C([H])(C([H])([H])[H])C1(C#N)C([H])([H])[H],0.24637483
[H]OC1([H])C([H])(O[H])C1(C#N)N([H])[H],0.22838236
[H]N([H])C1([H])C([H])(N([H])[H])C1(C#N)N([H])[H],0.2166189
[H]OC1(C#N)C([H])(N([H])[H])C1([H])N([H])[H],0.22103249
[H]OC1([H])C([H])(N([H])[H])C1(C#N)N([H])[H],0.22512269
[H]OC1([H])C(C#N)(O[H])C1([H])N([H])[H],0.22956569
[H]C#CC1(O[H])C([H])(O[H])C1([H])O[H],0.20728457
[H]OC1([H])C([H])(O[H])C1(C#N)O[H],0.22742688
[H]OC1([H])C([H])(O[H])C1(C([H])=O)C([H])([H])[H],0.16288036
[H]C(=O)C1(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.16452305
[H]OC1(C([H])=O)C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.17113793
[H]OC1([H])C([H])(C([H])([H])[H])C1(C([H])=O)C([H])([H])[H],0.15926055
[H]OC1([H])C(O[H])(C([H])=O)C1([H])C([H])([H])[H],0.15910988
[H]C(=O)C1(C([H])([H])[H])N(C([H])([H])[H])C1([H])C([H])([H])[H],0.15829037
[H]OC1([H])C([H])(O[H])C1(O[H])C([H])=O,0.1675953
[H]OC([H])([H])C1(C([H])([H])[H])C([H])(O[H])C1([H])O[H],0.24433524
[H]OC([H])([H])C1(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.26129138
[H]OC([H])([H])C1(O[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.25223267
[H]OC([H])([H])C1(C([H])([H])[H])C([H])(O[H])C1([H])C([H])([H])[H],0.25700273
[H]OC([H])([H])C1(O[H])C([H])(O[H])C1([H])C([H])([H])[H],0.2462903
[H]OC([H])([H])C1(C([H])([H])[H])N(C([H])([H])[H])C1([H])C([H])([H])[H],0.2478301
[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.2752157
[H]OC1([H])C([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.24573539
[H]C([H])([H])N1C([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.24210823
[H]OC1([H])C([H])(O[H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.23195439
[H]OC1(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.25950904
[H]OC1([H])C([H])(C([H])([H])[H])C1(O[H])C([H])([H])C([H])([H])[H],0.25497784
[H]OC1([H])C([H])(O[H])C1(O[H])C([H])([H])C([H])([H])[H],0.23064612
[H]C([H])([H])OC1(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.25969646
[H]OC1([H])C([H])(C([H])([H])[H])C1(OC([H])([H])[H])C([H])([H])[H],0.24332096
[H]OC1([H])C([H])(O[H])C1(OC([H])([H])[H])C([H])([H])[H],0.24236548
[H]OC([H])([H])C1(O[H])C([H])(O[H])C1([H])O[H],0.23501929
[H]C#CC([H])(C#C[H])C([H])([H])C#N,0.23906539
[H]C#CC([H])(C#N)C([H])([H])C#N,0.24015684
[H]C#CC([H])([H])C([H])(C#C[H])C#C[H],0.23749619
[H]C#CC([H])([H])C([H])(C#N)C#C[H],0.23767626
[H]C#CC([H])([H])C([H])(C#N)C#N,0.2367465
[H]C#CC([H])([H])C([H])(C#C[H])C([H])=O,0.15707764
[H]C#CC([H])([H])C([H])(C#N)C([H])=O,0.15965377
[H]C#CC([H])(C([H])=O)C([H])([H])C#N,0.15604866
[H]C(=O)C([H])(C#N)C([H])([H])C#N,0.16086282
[H]C#CC([H])([H])N(C([H])=O)C([H])=N[H],0.18362903
[H]N=C([H])N(C([H])=N[H])C([H])([H])C#N,0.20652753
[H]N=C([H])N(C([H])=O)C([H])([H])C#N,0.18435667
[H]C#CC([H])([H])C([H])(C([H])=O)C([H])=O,0.1512639
[H]C(=O)C([H])(C([H])=O)C([H])([H])C#N,0.15156157
[H]C#CC([H])([H])N(C([H])=O)C([H])=O,0.16207922
[H]C(=O)N(C([H])=O)C([H])([H])C#N,0.17457767
[H]C(N([H])[C-](C#N)C#N)=[N+]([H])[H],0.13745718
[H]C#CC([H])(C#C[H])OC([H])=N[H],0.22671761
[H]C#CC([H])(C#N)OC([H])=N[H],0.2249022
[H]C#CC([H])(C#C[H])C([H])([H])C([H])=O,0.15354603
[H]C#CC([H])(C#N)C([H])([H])C([H])=O,0.15331084
[H]C#CC([H])(C#C[H])N([H])C([H])=O,0.2110624
[H]C#CC([H])(C#C[H])OC([H])=O,0.21063978
[H]C#CC([H])(C#N)OC([H])=O,0.21035314
[H]C#CC([H])(OC([H])=N[H])C([H])=O,0.15180779
[H]N=C([H])OC([H])(C#N)C([H])=O,0.15849984
[H]C#CC([H])(C([H])=O)C([H])([H])C([H])=O,0.15357543
[H]C(=O)C([H])([H])C([H])(C#N)C([H])=O,0.15722096
[H]C#CC([H])(C([H])=O)N([H])C([H])=O,0.16412616
[H]C#CC([H])(OC([H])=O)C([H])=O,0.15873871
[H]C(=O)OC([H])(C#N)C([H])=O,0.15414137
[H]N=C([H])N(C([H])=O)C([H])([H])C([H])=O,0.15431409
[H]C(=O)C([H])([H])C([H])(C([H])=O)C([H])=O,0.1509699
[H]C(=O)N(C([H])=O)C([H])([H])C([H])=O,0.15217161
[H]C#CC([H])(C#C[H])C#CC([H])([H])[H],0.2398849
[H]C#CC([H])(C#N)C#CC([H])([H])[H],0.23889266
[H]C#CC([H])(C#CC([H])([H])[H])C([H])=O,0.15834182
[H]C(=O)C([H])(C#N)C#CC([H])([H])[H],0.15807355
[H]C(=O)C([H])(C#CC([H])([H])[H])C([H])=O,0.14382583
[H]N=C([H])N([H])C(C#N)=NC([H])([H])[H],0.17877077
[H]C#CC(=NC([H])([H])[H])N([H])C([H])=O,0.16259372
[H]C#CC(=NC([H])([H])[H])OC([H])=O,0.18384953
[H]C(=O)OC(C#N)=NC([H])([H])[H],0.18142039
[H]N=C([H])N([H])C(=NC([H])([H])[H])C([H])=O,0.11708335
[H]C(=O)C(=NC([H])([H])[H])N([H])C([H])=O,0.13033883
[H]C(=O)OC(=NC([H])([H])[H])C([H])=O,0.11859742
[H]C(N([H])[H])=[N+]([H])[C-](C#N)C#N,0.13745718
[H]C(=O)C([H])(C#N)N=C([H])N([H])[H],0.15737899
[H]N=C([H])N(C([H])=N[H])C([H])=NC([H])([H])[H],0.19724465
[H]N=C([H])N(C([H])=O)C([H])=NC([H])([H])[H],0.1798512
[H]C(=O)N(C([H])=O)C([H])=NC([H])([H])[H],0.16042918
[H]C(=O)C([H])(N=C([H])N([H])[H])C([H])=O,0.15151379
[H]C#CC([H])(C#CC([H])([H])[H])C([H])([H])O[H],0.23813563
[H]OC([H])([H])C([H])(C#N)C#CC([H])([H])[H],0.23928221
[H]C#CC([H])(C#CC([H])([H])[H])C([H])([H])C([H])([H])[H],0.23925281
[H]C([H])([H])C#CC([H])(C#N)C([H])([H])C([H])([H])[H],0.23985917
[H]N(C([H])([H])[H])C([H])(C#N)C#CC([H])([H])[H],0.2343725
[H]C#CC([H])(C#CC([H])([H])[H])OC([H])([H])[H],0.22711083
[H]C([H])([H])C#CC([H])(C#N)OC([H])([H])[H],0.22519987
[H]OC([H])([H])C([H])(C#CC([H])([H])[H])C([H])=O,0.15854394
[H]C(=O)C([H])(C#CC([H])([H])[H])C([H])([H])C([H])([H])[H],0.15666972
[H]C(=O)C([H])(C#CC([H])([H])[H])N([H])C([H])([H])[H],0.15300582
[H]C(=O)C([H])(C#CC([H])([H])[H])OC([H])([H])[H],0.14987477
[H]C(=O)N(C([H])=NC([H])([H])[H])C([H])([H])C([H])([H])[H],0.18890991
[H]C#CC([H])([H])C(=NC([H])([H])[H])OC([H])([H])[H],0.20846422
[H]C([H])([H])N=C(OC([H])([H])[H])C([H])([H])C#N,0.21963969
[H]C#CC([H])([H])C([H])(C#C[H])C([H])([H])C([H])([H])[H],0.23991797
[H]C#CC([H])([H])C([H])(C#N)C([H])([H])C([H])([H])[H],0.24079628
[H]C#CC([H])(C([H])([H])C#N)C([H])([H])C([H])([H])[H],0.24122257
[H]C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C#N,0.27842391
[H]C#CC([H])([H])C([H])(C#N)N([H])C([H])([H])[H],0.23877139
[H]C#CC([H])(N([H])C([H])([H])[H])C([H])([H])C#N,0.23566975
[H]N(C([H])([H])[H])C([H])(C#N)C([H])([H])C#N,0.23871259
[H]C#CC([H])([H])C([H])(C#C[H])OC([H])([H])[H],0.2357653
[H]C#CC([H])([H])C([H])(C#N)OC([H])([H])[H],0.23882284
[H]C#CC([H])(OC([H])([H])[H])C([H])([H])C#N,0.23571752
[H]C([H])([H])OC([H])(C#N)C([H])([H])C#N,0.27203688
[H]N([H])C([H])([H])C([H])(C#N)C([H])([H])C#N,0.24878191
[H]C#CC([H])([H])C([H])(C#C[H])C([H])([H])O[H],0.23912786
[H]C#CC([H])([H])C([H])(C#N)C([H])([H])O[H],0.24136957
[H]C#CC([H])(C([H])([H])C#N)C([H])([H])O[H],0.24078525
[H]OC([H])([H])C([H])(C#N)C([H])([H])C#N,0.27721486
[H]C#CC([H])([H])C([H])(C([H])=O)C([H])([H])C([H])([H])[H],0.15576202
[H]C(=O)C([H])(C([H])([H])C#N)C([H])([H])C([H])([H])[H],0.15448681
[H]C#CC([H])([H])N(C([H])=O)C([H])([H])C([H])([H])[H],0.21080516
[H]C(=O)N(C([H])([H])C#N)C([H])([H])C([H])([H])[H],0.21074636
[H]C(=O)C([H])(N([H])C([H])([H])[H])C([H])([H])C#N,0.15594209
[H]C#CC([H])([H])C([H])(OC([H])([H])[H])C([H])=O,0.15611481
[H]C(=O)C([H])(OC([H])([H])[H])C([H])([H])C#N,0.15663665
[H]C#CC([H])([H])C([H])(C([H])=O)C([H])([H])O[H],0.15737899
[H]OC([H])([H])C([H])(C([H])=O)C([H])([H])C#N,0.15639043
[H]OC([H])([H])C([H])(C#CC([H])([H])[H])C([H])([H])O[H],0.2410866
[H]C([H])([H])C#CC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.24055006
[H]OC([H])([H])C([H])(C#CC([H])([H])[H])C([H])([H])C([H])([H])[H],0.24207883
[H]C([H])([H])C#CC([H])(OC([H])([H])[H])C([H])([H])C([H])([H])[H],0.23401235
[H]OC([H])([H])C([H])(C#CC([H])([H])[H])OC([H])([H])[H],0.2315722
[H]C#CC([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])([H])[H],0.239635
[H]C([H])([H])OC([H])(C([H])([H])C#N)C([H])([H])C([H])([H])[H],0.2739993
[H]C#CC([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.24202738
[H]C([H])([H])C([H])([H])C([H])(C([H])([H])C#N)C([H])([H])C([H])([H])[H],0.28161008
[H]C#CC([H])([H])C([H])(C([H])([H])O[H])C([H])([H])C([H])([H])[H],0.24185466
[H]OC([H])([H])C([H])(C([H])([H])C#N)C([H])([H])C([H])([H])[H],0.27953374
[H]C([H])(C#N)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.22868003
[H]C#CC([H])([H])C([H])(OC([H])([H])[H])C([H])([H])O[H],0.24054638
[H]OC([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C#N,0.27371265
[H]C#CC([H])([H])C([H])(C([H])([H])O[H])C([H])([H])O[H],0.24214865
[H]OC([H])([H])C([H])(C([H])([H])C#N)C([H])([H])O[H],0.27177964
[H]C(=O)C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.1567322
[H]C(=O)N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.21105873
[H]C(=O)OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.21137844
[H]C(=O)C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])([H])[H],0.15439862
[H]OC([H])([H])C([H])(C([H])([H])C([H])=O)C([H])([H])C([H])([H])[H],0.15734959
[H]OC([H])([H])C([H])(N([H])C([H])=O)C([H])([H])C([H])([H])[H],0.21136374
[H]N=C([H])OC([H])(C([H])([H])O[H])C([H])([H])C([H])([H])[H],0.22957671
[H]OC([H])([H])C([H])(OC([H])=O)C([H])([H])C([H])([H])[H],0.21062141
[H]OC([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])=O,0.15472201
[H]OC([H])([H])C([H])(C([H])([H])O[H])C([H])([H])C([H])=O,0.16359697
[H]OC([H])([H])C([H])(N([H])C([H])=O)C([H])([H])O[H],0.20899341
[H]N=C([H])OC([H])(C([H])([H])O[H])C([H])([H])O[H],0.24710981
[H]OC([H])([H])C([H])(OC([H])=O)C([H])([H])O[H],0.20471947
[H]C(=O)N([H])C(=NC([H])([H])[H])C([H])([H])C([H])([H])[H],0.19035048
[H]C(=O)OC(=NC([H])([H])[H])C([H])([H])C([H])([H])[H],0.20860387
[H]OC([H])([H])C(=NC([H])([H])[H])N([H])C([H])=O,0.19171388
[H]OC([H])([H])C(=NC([H])([H])[H])OC([H])=O,0.19818544
[H]C(=O)N([H])C(=NC([H])([H])[H])N([H])C([H])([H])[H],0.2002287
[H]C(=O)C([H])([H])C(=NC([H])([H])[H])OC([H])([H])[H],0.15728711
[H]C(=O)N([H])C(=NC([H])([H])[H])OC([H])([H])[H],0.19093112
[H]C#CC([H])(C([H])([H])C([H])=O)C([H])([H])C([H])([H])[H],0.15631693
[H]C(=O)C([H])([H])C([H])(C#N)C([H])([H])C([H])([H])[H],0.15450519
[H]C#CC([H])(N([H])C([H])=O)C([H])([H])C([H])([H])[H],0.21008119
[H]C(=O)N([H])C([H])(C#N)C([H])([H])C([H])([H])[H],0.2098754
[H]C#CC([H])(OC([H])=N[H])C([H])([H])C([H])([H])[H],0.22816554
[H]N=C([H])OC([H])(C#N)C([H])([H])C([H])([H])[H],0.22642362
[H]C#CC([H])(OC([H])=O)C([H])([H])C([H])([H])[H],0.20799751
[H]C(=O)OC([H])(C#N)C([H])([H])C([H])([H])[H],0.2081151
[H]C(=O)C([H])([H])C([H])(C#N)N([H])C([H])([H])[H],0.16094735
[H]C#CC([H])(OC([H])([H])[H])C([H])([H])C([H])=O,0.15383635
