smiles,isotropic_polarizability
O=CC12CN=C3OC1C23,68.23
O=CC12CC(CO1)C=C2,72.51
O=CC12CCC(C1)C=C2,79.58
O=CC12CCC(O1)C=C2,71.96
O=CC12COC(C1)C=C2,72.38
O=CC12COC(O1)C=C2,64.81
O=CC12OCC(O1)C=C2,64.63
O=CC12CC(CO1)CO2,67.26
O=CC12CCC(C1)OC2,74.78
O=CC12CCC(CC1)C2,81.64
O=CC12CCC(CC1)O2,74.08
O=CC12CCC(CO1)C2,74.7
O=CC12CCC(CO1)O2,66.95
O=CC12CCC(OC1)O2,67.01
O=CC12COC(C1)OC2,67.45
O=CC12COC(CO1)C2,67.76
O=CC12CCC1=CCC2,82.28
O=CC12CCC1=CCO2,75.27
O=CC12CCC=C1CN2,79.03
O=CC12CCC=C1CO2,74.44
O=CC12CNC1=NCC2,74.53
O=CC12COC1=NCC2,69.66
N=C1NC2(COC12)C=O,68.65
N=C1OC2(CCC12)C=O,71.33
N=C1OC2(CNC12)C=O,68.34
N=C1OC2(COC12)C=O,64.58
O=CC12CC(=O)C1CN2,70.03
O=CC12CC(=O)C1CO2,66.49
O=CC12CCC1C(=O)C2,73.68
O=CC12CCC1C(=O)N2,70.61
O=CC12CCC1C(=O)O2,66.15
O=CC12CCN1C(=O)C2,70.08
O=CC12CNC1C(=O)N2,67.86
O=CC12CNC1C(=O)O2,63.25
O=CC12COC1C(=O)C2,66.84
O=CC12COC1C(=O)N2,63.99
O=CC12COC1C(=O)O2,59.46
O=CC12CCC1C1CC21,78.85
O=CC12CCC1C1CN21,75.46
O=CC12CCC1C1NC21,75.98
O=CC12CCC1C1OC21,72.01
O=CC12CCC1N1CC21,75.85
O=CC12CCN1C1CC21,75.29
O=CC12COC1C1CC21,71.57
O=CC12COC1C1CN21,68.29
O=CC12COC1C1NC21,68.75
O=CC12COC1C1OC21,64.85
O=CC12NCC1N1CC21,72.53
O=CC12OCC1C1CC21,71.89
O=CC12OCC1C1NC21,68.66
O=CC12OCC1C1OC21,64.83
O=CC12OCC1N1CC21,68.49
O=CC12CCC1C2C#C,81.07
O=CC12CCC1C2C#N,75.1
O=CC12CCN1C2C#C,77.59
O=CC12CCN1C2C#N,71.56
O=CC12CNC1C2C#N,72.83
O=CC12COC1C2C#C,74.15
O=CC12COC1C2C#N,68.33
O=CC12NCC1C2C#N,72.04
O=CC12OCC1C2C#C,74.27
O=CC12OCC1C2C#N,68.3
O=CC12CC=CC1CO2,73.27
O=CC12CCC1C=CC2,80.39
O=CC12CCC1N=CO2,69.13
O=CC12COC1C=CC2,72.82
N=C1NC2COC12C=O,68.02
N=C1OC2CCC12C=O,70.5
N=C1OC2CNC12C=O,67.46
N=C1OC2COC12C=O,63.51
O=CC12CCC1CC2=O,73.91
O=CC12CCC1NC2=O,70.3
O=CC12CCC1OC2=O,65.71
O=CC12CCN1CC2=O,70.22
O=CC12COC1CC2=O,66.86
O=CC12NCC1CC2=O,70.44
O=CC12NCC1NC2=O,67.41
O=CC12NCC1OC2=O,62.29
O=CC12OCC1CC2=O,66.63
O=CC12OCC1NC2=O,63.46
O=CC12OCC1OC2=O,58.73
O=CC12CCC1CC=C2,80.65
O=CC12CCC1OC=N2,68.24
O=CC12CCN1CC=C2,77.29
O=CC12COC1CC=C2,73.85
O=CC12OCC1CC=C2,73.17
O=CC12CCC1CCC2,82.04
O=CC12CCC1CCO2,75
O=CC12CCC1COC2,75.15
O=CC12CCC1OCC2,75.35
O=CC12CCC1OCO2,68.07
O=CC12CCCC1CO2,74.85
O=CC12CCOC1CN2,71.73
O=CC12CCOC1CO2,68.28
O=CC12COC1CCC2,75.03
O=CC12COC1CCO2,68.01
O=CC12COC1COC2,67.94
O=CC12COCC1CO2,68.03
O=CC12CCC3C1CC23,79.85
O=CC12CCC3C1CN23,75.9
O=CC12CCC3C1OC23,71.93
O=CC12CCN3C1CC23,76
O=CC12COC3C1CC23,72.4
O=CC12COC3C1NC23,68.72
O=CC12COC3C1OC23,64.73
O=CC12NCC3C1NC23,73.02
O=CC12NCC3C1OC23,69.01
O=CC12OCC3C1CC23,72.34
O=CC12OCC3C1NC23,69.49
O=CC12OCC3C1OC23,65.47
O=CC12CCC3CC1C23,79.48
O=CC12CCC3CC1N23,75.75
O=CC12CCC3CN1C23,75.87
O=CC12CCC3OC1C23,72.54
O=CC12CCN3CC1C23,76.43
O=CC12COC3CC1C23,72.17
O=CC12COC3CN1C23,68.65
O=CC12NCC3OC1C23,69.47
O=CC12OCC3CC1C23,72.68
O=CC12OCC3NC1C23,69.06
O=CC12OCC3OC1C23,65.93
C#CC1=C(CCC1)C=O,88.62
C1CC(=C(C1)C#N)C=O,81.29
C#CC1=C(COC1)C=O,81.65
C1C(=C(CO1)C#N)C=O,74.51
C#CC1=C(CCN1)C=O,87.13
C1CNC(=C1C=O)C#N,80.57
C1CC(=C(C1)C=O)C=O,81.19
C1C(=C(CO1)C=O)C=O,74.35
C1CNC(=C1C=O)C=O,81.61
O=CC1=C2CC3C(C1)C23,83.41
O=CC1=C2CC3C(C1)N23,79.6
O=CC1=C2CC3C2N3C1,79.26
O=CC1=C2CN3C(C1)C23,80.85
O=CC1=C2NC3C(C1)C23,79.33
O=CC1=C2CCC2CC1,87.05
O=CC1=C2CCC2OC1,79.94
O=CC1=C2CCN2CC1,85.72
O=CC1=C2COC2CC1,78.93
O=CC1=C2NCC2CC1,84.55
O=CC1=C2NCC2OC1,77.06
N=C1NC(C=O)=CC1=O,72.86
C1C(=CC(=O)C1=O)C=O,69.75
C1=C(NC(=O)C1=O)C=O,67.2
O=CC1=CC(=O)C2CC12,75.17
O=CC1=CC(=O)C2NC12,71.52
O=CC1=CC(=O)C2OC12,67.37
N=C1NC(=N)C(C=O)=C1,79.07
N=C1NC(=O)C(C=O)=C1,72.74
N=C1NC(=O)C=C1C=O,71.04
N=C1OC(=O)C(C=O)=C1,68.54
N=C1OC(=O)C=C1C=O,66.63
C1C(=O)C=C(C1=O)C=O,69.39
C1=C(C(=O)NC1=O)C=O,65.37
N=C1OCCC(C=O)=C1,79.16
C1CC(=CC(=O)C1)C=O,79.35
C1CNC(=CC1=O)C=O,78.11
C1C(=CC(=O)CN1)C=O,75.74
C1C(=CC(=O)CO1)C=O,72.56
C1CNC(=O)C=C1C=O,75.42
C1COC(=O)C=C1C=O,71.53
O=CC1=CC(CC1)C#C,84.25
O=CC1=CC(CC1)C#N,78.44
O=CC1=CC(NC1)C#N,74.48
O=CC1=CC(OC1)C#C,76.7
O=CC1=CC(OC1)C#N,70.99
O=CC1=NC(CN1)C#C,75.46
O=CC1=NC(CN1)C#N,69.82
O=CC1=NC(CO1)C#C,71.31
C1CC2(CC2)C=C1C=O,88.95
C1CC12C=C(CO2)C=O,83.02
O=CC1=CC2(CN2)CC1,85.95
O=CC1=CC2(CO2)CC1,80.13
O=CC1=NC2(CC2)CN1,80.28
C1CC12COC(=N2)C=O,75.28
O=CC1=CC2C3C1CN23,77.34
O=CC1=CC2C3CC1C23,80.7
O=CC1=CC2C3CC1N23,76.76
O=CC1=CC2C3OC1C23,74.09
O=CC1=CN2C3CC1C23,76.49
O=CC1=NC2C3CN1C23,71.09
O=CC1=CC2C3CC2C13,81.38
O=CC1=CC2C3CN2C13,77.32
O=CC1=CC2C3OC2C13,73.09
O=CC1=CC2CC(C1)O2,75.76
O=CC1=CC2CC(C2)C1,83.7
O=CC1=NC2CC(C2)N1,75.05
O=CC1=NC2CC(C2)O1,71.11
O=CC1=CC2CC1C2=O,75.15
O=CC1=CC2NC1C2=O,71.47
O=CC1=CC2OC1C2=O,67.58
O=CC1=CC2CC1C=C2,79.54
O=CC1=CC2OC1C=C2,71.58
O=CC1=CC2CC2C1=O,74.22
O=CC1=CC2CN2C1=O,70.49
O=CC1=CC2NC2C1=O,70.05
O=CC1=CC2OC2C1=O,65.61
O=CC1=CC2CC2CC1,85.58
O=CC1=CC2CC2OC1,78.51
O=CC1=CC2CN2CC1,82.33
O=CC1=CC2NC2CC1,81.52
O=CC1=CC2OC2CC1,77.32
O=CC1=CN2CC2CC1,81.81
O=CC1=NC2CC2CN1,77.49
O=CC1=NC2CC2CO1,73.36
O=CC1=CC2CC3C1N23,75.83
O=CC1=CC2CC3C2C13,79.97
O=CC1=CC2CN3C2C13,76.42
O=CC1=CC2OC3C2C13,72.34
O=CC1=CN2CC3C2C13,76.46
O=CC1=NC2CC3C2N13,70.59
O=CC1=CC2CC1CO2,75.47
O=CC1=CC2CCC1C2,82.73
O=CC1=CC2CCC1O2,74.94
O=CC1=CC2COC1C2,75.87
O=CC1=CC2COC1O2,68.09
O=CC1=CC2OCC1O2,67.95
O=CC1=CC2CCC2C1,84.31
O=CC1=CC2CCN2C1,80.73
O=CC1=CC2COC2C1,77.12
O=CC1=CC2OCC2C1,76
O=CC1=CN2CCC2C1,84.43
O=CC1=NC2CCC2N1,75.3
O=CC1=NC2CCC2O1,71.46
C1C=CC=CC=C1C=O,88.99
C1C=CC=C(C=C1)C=O,88.43
C1CC=CC=C(C1)C=O,91.83
C1C=CC=C(CO1)C=O,84.88
N=C1NC=C(C=O)C1=O,72.83
C1C=C(C(=O)C1=O)C=O,68.16
C1=C(C(=O)C(=O)N1)C=O,66.68
N=C1CC=C(CO1)C=O,75.83
C1CC(=CCC1=O)C=O,77.46
C1C=C(CNC1=O)C=O,74.79
C1C=C(COC1=O)C=O,70.84
C1CC(=O)NC=C1C=O,78.05
C1C(=CNC(=O)N1)C=O,74.03
C1C(=CNC(=O)O1)C=O,70.38
C1C(=O)CN=C(N1)C=O,69.76
C1C(=O)COC(=N1)C=O,65.61
O=CC1=CCC(C1)C#C,83.67
O=CC1=CCC(C1)C#N,78.16
O=CC1=CNC(C1)C#C,82.19
O=CC1=CNC(C1)C#N,76.53
O=CC1=NCC(N1)C#C,74.31
O=CC1=NCC(N1)C#N,69.11
O=CC1=NCC(O1)C#C,70.76
O=CC1=NCC(O1)C#N,65.54
C1CC12CC=C(C2)C=O,84.51
O=CC1=CCC2(CN2)C1,81.06
O=CC1=CCC2(CO2)C1,77.35
C1CC12CC(=CN2)C=O,85.15
O=CC1=NCC2(CC2)N1,76.41
C1CC12CN=C(O2)C=O,72.15
O=CC1=CCC2CC1C2,83.36
O=CC1=CCC2CC1O2,75.77
O=CC1=CCN2CC1C2,79.59
O=CC1=CNC2CC1C2,82.11
O=CC1=CCC2CC2C1,83.51
O=CC1=CCC2CN2C1,80.08
O=CC1=CCC2NC2C1,80.2
O=CC1=CCC2OC2C1,76.26
O=CC1=CCN2CC2C1,80.07
O=CC1=CNC2CC2C1,83.02
O=CC1=NCC2CC2N1,75.9
O=CC1=NCC2CC2O1,71.73
O=CC1=CCC2CCC12,83.12
O=CC1=CCC2COC12,75.92
O=CC1=CCC2OCC12,76.15
O=CC1=CCN2CCC12,79.6
O=CC1=CNC2CCC12,82.14
O=CC1=CNC2COC12,75.29
O=CC1=NCC2CCN12,74.8
C1C=CC=CC(=C1)C=O,86.25
C1CC(=CCC=C1)C=O,85.95
C1C=C(COC=N1)C=O,75.22
C1C=CCN=C(N1)C=O,79.53
C1C=CCOC(=N1)C=O,74.7
N=C1CC(C=O)=CCO1,75.7
N=C1CCN=C(N1)C=O,75.81
N=C1NC(C=O)=CCO1,74.1
C1CC(=O)CC(=C1)C=O,77.38
C1CC(=O)NC(=C1)C=O,75.86
C1C=C(CC(=O)N1)C=O,74.5
C1C=C(NC(=O)N1)C=O,72.09
C1C=C(CC(=O)O1)C=O,70.73
C1C=C(NC(=O)O1)C=O,68.25
C1C(=O)CNC=C1C=O,76.77
C1C(=O)NC(=CN1)C=O,76.41
C1CN=C(NC1=O)C=O,70.15
C1CN=C(OC1=O)C=O,65.74
C1CC2(CC2)C(=C1)C=O,84.68
O=CC1=CCCC11CN1,81.28
O=CC1=CCCC11CO1,77.16
C1CC12C(=CCO2)C=O,78.36
C1CC12CNC=C2C=O,83.44
O=CC1=CNCC11CN1,79.98
O=CC1=CNCC11CO1,75.97
O=CC1=CCCC1C#C,82.31
O=CC1=CCCC1C#N,77.08
O=CC1=CCNC1C#N,73.87
O=CC1=CCOC1C#C,75.41
O=CC1=CCOC1C#N,70.19
O=CC1=CNCC1C#C,81.43
O=CC1=CNCC1C#N,76.23
O=CC1=CCCC2CC12,83.89
O=CC1=CCCC2NC12,80.41
O=CC1=CCCC2OC12,76.48
O=CC1=CCCN2CC12,80.54
O=CC1=CCOC2CC12,77.12
O=CC1=CNCC2CC12,83.4
O=CC1=CNCC2NC12,80.26
O=CC1=CNCC2OC12,76.23
O=CC1=NCCC2CN12,75.39
C1CC=C(CC=C1)C=O,85.26
C1C=C(CN=CO1)C=O,75.03
C1C=CCNC=C1C=O,84.12
C1CN=C(NC=C1)C=O,79.76
C1CN=C(NC=N1)C=O,74.91
N=C1OCCC=C1C=O,75.44
C1CC=C(C(=O)C1)C=O,77.09
C1CNC(=O)C(=C1)C=O,73.57
C1COC(=O)C(=C1)C=O,69.62
C1C=C(C(=O)CN1)C=O,74.13
C1C=C(C(=O)CO1)C=O,70.25
C1CNC=C(C1=O)C=O,77.15
C1CC=CC(=CC1)C=O,88.08
C1C=CC(=CCO1)C=O,81.07
C1CNC=C(C=C1)C=O,87.17
C1CCC=C(CC1)C=O,87.57
C1CC=C(COC1)C=O,80.94
C1COCCC(=C1)C=O,80.9
C1CC(=CCOC1)C=O,80.76
C1C=C(COCO1)C=O,73.74
C1CCNC=C(C1)C=O,87.7
C1COCC(=CN1)C=O,80.77
C1CCN=C(NC1)C=O,80.6
C1CCOC(=NC1)C=O,76.28
C1COCOC(=N1)C=O,69.12
N=C1C=CC(=N)N1C=O,75.96
N=C1C=CC(=O)N1C=O,69.63
N=CN1C(=N)C=CC1=N,81.12
N=CN1C(=N)C=CC1=O,74.68
N=CN1C(=O)C=CC1=O,68.54
O=CC1C(=O)C=CC1=O,67.41
C1=CC(=O)N(C1=O)C=O,63.6
N=C1CC2(CC2)N1C=O,76.8
N=C1OC2(CC2)C1C=O,71.45
N=CN1C(=O)CC11CC1,77.96
O=CC1C(=O)CC11CC1,74.57
O=CC1C(=O)CC11CN1,70.93
O=CC1C(=O)NC11CC1,71.31
O=CC1C(=O)OC11CC1,66.64
C1CC12CC(=O)N2C=O,72.51
N=C1CCC(=N)N1C=O,72.97
N=C1CCC(=O)N1C=O,68.9
N=C1CNC(=N)N1C=O,70.77
N=C1COC(=N)N1C=O,66.94
N=C1COC(=O)N1C=O,61.69
N=C1NCC(=O)N1C=O,66.11
N=C1OCC(=O)C1C=O,65
N=C1OCC(=O)N1C=O,62.29
N=CN1C(=N)CCC1=N,78.38
N=CN1C(=N)CCC1=O,74.26
N=CN1C(=N)CNC1=O,70.94
N=CN1C(=N)COC1=N,72.53
N=CN1C(=N)COC1=O,67.06
N=CN1C(=N)NCC1=O,71.37
N=CN1C(=N)OCC1=O,67.47
N=CN1C(=O)CCC1=O,69.42
N=CN1C(=O)COC1=O,62.11
C1CC(=O)N(C1=O)C=O,64.05
C1C(=O)N(C(=O)O1)C=O,57.04
N=CN1C(C#C)C1C#C,79.87
N=CN1C(C#C)C1C#N,74.52
N=CN1C(C#N)C1C#N,69.48
O=CC1C(C#C)C1C#C,78.7
O=CC1C(C#C)C1C#N,73.44
O=CC1C(C#N)C1C#N,68.34
O=CN1C(C#C)C1C#C,75.34
O=CN1C(C#C)C1C#N,70.15
O=CN1C(C#N)C1C#N,65.27
N=CN1C(C=O)C1C#C,75.35
N=CN1C(C=O)C1C#N,69.85
O=CC1C(C#C)N1C=O,70.65
O=CC1C(C#N)N1C=O,65.31
O=CC1C(C=O)C1C#C,74.51
O=CC1C(C=O)C1C#N,69.16
N=CN1C(C=O)C1C=O,69.29
O=CC1C(C=O)C1C=O,67.96
O=CC1C(C=O)N1C=O,64.8
N=C1CC(C#C)N1C=O,75.36
N=C1CC(C#N)N1C=O,70.25
N=C1NC(C#N)C1C=O,69.62
N=C1OC(C#C)C1C=O,69.99
N=C1OC(C#N)C1C=O,65.04
N=CN1C(CC1=N)C#C,80.44
N=CN1C(CC1=N)C#N,75.18
N=CN1C(CC1=O)C#C,76.29
N=CN1C(CC1=O)C#N,71.13
O=CC1C(NC1=O)C#C,70.49
O=CC1C(OC1=O)C#C,66.25
O=CN1C(CC1=O)C#C,71.04
O=CN1C(CC1=O)C#N,66.03
O=CC1C2C1C1CC2C1,81.02
O=CC1C2C1C1CC2O1,73.55
O=CC1C2C3CC(C3)N12,76.67
O=CN1C2C1C1CC2C1,76.78
O=CN1C2C1C1CC2O1,68.89
O=CC1C2C1C1CCC21,80.43
O=CC1C2C1C1OCC21,73.13
O=CC1C2C3CCC3N12,75.63
O=CC1C2C3OCC3N12,67.92
O=CN1C2C1C1CCC21,77.76
O=CN1C2C1C1OCC21,70.52
O=CC1C2C3C1C2C3=O,70.97
O=CC1C2C3N1C2C3=O,67.05
O=CN1C2C3C1C2C3=O,67.86
O=CC1C2C3C(N13)C2=O,65.16
O=CC1C2C3C1C(=O)N23,66.64
O=CC1C2C3C2C(=O)C13,69.12
O=CC1C2C3C2C(=O)N13,65.25
O=CC1C2C3N2C1C3=O,65.26
O=CN1C2C3C2C(=O)C13,68.28
O=CC1C2C3C2C2C3C12,74.89
O=CC1C2C3C2C2C3N12,70.83
O=CC1C2C3C2N2C3C12,71.06
O=CN1C2C3C2C2C3C12,73.52
O=CC1C2C3C4C1C2N34,70.75
O=CC1C2C3C4C2C1N34,71.14
O=CC1C2C3C4C3C2C14,75.26
O=CC1C2C3C4C3N1C24,70.9
O=CC1C2C3C4C3N2C14,70.77
O=CN1C2C3N4C3C1C24,68.12
O=CN1C2C3C4C3C1C24,72.37
O=CC1C2C3C1N=CN23,68.66
O=CC1C2C3C=CC1C23,75.86
O=CC1C2C3C=CC1N23,71.35
O=CC1C2C3N=CN1C23,67.33
O=CC1C2C=CC3C2N13,71.41
O=CN1C2C3C=CC1C23,73.78
O=CC1C2C3C=CC2C13,77.55
O=CC1C2C3C=CC2N13,73.62
O=CN1C2C3C=CC2C13,74.73
O=CC1C2C3CC1CC23,77.46
O=CC1C2C3CC1CN23,73.94
O=CC1C2C3CC1OC23,70.34
O=CC1C2C3CN1CC23,73.86
O=CC1C2C3OC1OC23,63.54
O=CC1C2CC3C(C2)N13,73.56
O=CN1C2C3CC1CC23,76.64
O=CC1C2C3CC=C1C23,79.56
O=CC1C2C3CN=C1N23,69.69
O=CC1C2C3N2CC=C13,74.49
O=CC1N2C3CC=C1C23,75.21
O=CN1C2C3CC=C1C23,77.39
O=CN1C2C3CN=C1C23,73.17
O=CC1C2C3C1CCN23,75.95
O=CC1C2C3CCC1C23,77.52
O=CC1C2C3CCC1N23,73.84
O=CC1C2C3CCN1C23,74.43
O=CC1C2C3COC1C23,71.34
O=CC1C2C3OCC1C23,70.51
O=CC1C2CCC3C2N13,74.18
O=CC1C2OCC3C2N13,67.2
O=CN1C2C3CCC1C23,75.54
O=CN1C2C3OCC1C23,68.52
O=CC1C2C3CCC2C13,80.62
O=CC1C2C3CCC2N13,76.13
O=CC1C2C3CCN2C13,76.27
O=CC1C2C3COC2C13,73.38
O=CN1C2C3CCC2C13,77.6
O=CN1C2C3COC2C13,70.05
O=CC1C2C=CC(=O)C12,72.44
O=CN1C2C=CC(=O)C12,70.06
N=CN1C2C=CC1C2=O,73.09
O=CC1C2C=CC1C2=O,71.48
O=CN1C2C=CC1C2=O,68.67
O=CC1C2C=CC1C=C2,75.07
O=CN1C2C=CC1C=C2,72.8
N=C1CC2C(O1)C2C=O,70.84
N=C1OC2C(O1)C2C=O,63.82
O=CC1C2CC(=O)CC12,73.01
O=CC1C2CC(=O)CN12,69.67
O=CC1C2CC(=O)NC12,69.98
O=CC1C2CC(=O)OC12,65.89
O=CC1C2NC(=O)NC12,66.49
O=CC1C2NC(=O)OC12,62.65
O=CC1C2OC(=O)OC12,58.88
O=CN1C2CC(=O)CC12,69.03
O=CC1C2C(CN12)C#C,76.96
O=CC1C2C(CN12)C#N,71.34
O=CC1C2CC(C#C)C12,79.04
O=CC1C2CC(C#C)N12,74.49
O=CC1C2CC(C#N)C12,73.73
O=CC1C2CC(C#N)N12,69.3
O=CC1C2NC(C#N)C12,70.25
O=CC1C2OC(C#C)C12,71.95
O=CC1C2OC(C#N)C12,66.73
O=CN1C2CC(C#C)C12,75.07
O=CN1C2CC(C#N)C12,72.36
N=C1C2CC(C2)N1C=O,75.37
N=CN1C2CC(C2)C1=O,76.41
O=CC1C2CC(C2)C1=O,72.85
O=C[C-]1C2CC([NH2+]2)C1=O,73.41
O=CN1C2CC(C2)C1=O,71.23
O=CC1C2C(CN12)C=O,71.36
O=CC1C2CC(C=O)C12,73.62
O=CC1C2CC(C=O)N12,70.26
O=CC1C2CN(C=O)C12,71.94
O=CC1C2OC(C=O)C12,66.69
O=CC1CC2C1N2C=O,73.18
O=CC1C2CC1(C2)C#C,81.36
O=CC1C2CC1(C2)C#N,74.86
O=CC1C2CC1(N2)C#N,71.42
O=CC1C2CC1(O2)C#C,73.15
O=CC1C2CC1(O2)C#N,67.39
O=CC1N2CC1(C2)C#C,77.01
O=CC1N2CC1(C2)C#N,71.23
O=CN1C2CC1(C2)C#C,78.37
O=CN1C2CC1(C2)C#N,72.65
O=CC1C2CC1(C2)C=O,74.2
O=CC1C2CC1(N2)C=O,70.75
O=CC1C2CC1(O2)C=O,67.48
O=CC1N2CC1(C2)C=O,69.95
O=CN1C2CC1(C2)C=O,71.76
N=C1OC2CC1C2C=O,71.31
O=CC1C2CC(=O)C1N2,68.75
O=CC1C2CC(=O)C1O2,64.69
O=CC1C2CC1C(=O)C2,72.98
O=CC1C2CC1C(=O)N2,69.95
O=CC1C2CC1C(=O)O2,65.58
O=CC1C2CN1CC2=O,68.87
O=CN1C2CC1C(=O)C2,71.17
O=CC1C2CC1C1CC21,78.97
O=CC1C2CC1C1NC21,75.75
O=CC1C2CC1C1OC21,71.26
O=CC1C2CC1N1CC21,75.83
O=CC1C2CN1C1CC21,75.07
O=CC1C2NC1C1OC21,68.02
O=CC1C2OC1C1CC21,71.72
O=CC1C2OC1C1NC21,68.29
O=CC1C2OC1C1OC21,64.05
O=CN1C2CC1C1CC21,76.47
O=CN1C2CC1C1NC21,72.63
O=CN1C2CC1C1OC21,68.52
O=CC1C2CC1C21CC1,82.22
O=CC1C2CC1C21CN1,78.56
O=CC1C2CC1C21CO1,74.6
O=CC1C2CN1C21CC1,78.32
O=CC1C2NC1C21NC1,74.92
O=CC1C2NC1C21CO1,71.08
O=CC1C2OC1C21CC1,74.72
O=CC1C2OC1C21NC1,71.06
O=CN1C2CC1C21CC1,78.34
O=CN1C2CC1C21CN1,74.39
O=CN1C2CC1C21CO1,70.5
O=CC1C2CC1C2C#C,80.25
O=CC1C2CC1C2C#N,74.46
O=CC1C2CN1C2C#C,77.24
O=CC1C2CN1C2C#N,71.43
O=CC1C2NC1C2C#N,71.48
O=CC1C2OC1C2C#C,72.65
O=CC1C2OC1C2C#N,67.3
O=CN1C2CC1C2C#C,76.78
O=CN1C2CC1C2C#N,71.51
O=CC1C2CC1C2C=O,74.15
O=CC1C2CC1N2C=O,71.87
O=CC1C2CN1C2C=O,70.53
O=CC1C2OC1C2C=O,66.94
O=CC1C2CC1C=CC2,80.53
O=CC1C2CC1N=CO2,69.17
O=CC1C2CC=CC1O2,71.49
O=CC1C2CN1CC=C2,76.19
O=CN1C2CC1C=CC2,77.09
O=CC1C2CC1CCC2,82.54
O=CC1C2CC1COC2,75.87
O=CC1C2CC1OCC2,76.18
O=CC1C2CC1OCO2,68.66
O=CC1C2CCCC1O2,73.72
O=CC1C2CN1CCO2,71.63
O=CC1C2COCC1O2,67.53
O=CN1C2CC1CCC2,80.51
O=CN1C2CC1COC2,73.79
O=CC1C2CC2C11CC1,79.75
O=CC1C2CC2C11CN1,75.92
O=CC1C2CC2C11CO1,72.12
O=CC1C2CN2C11CC1,76.2
O=CC1C2NC2C11CC1,76.74
O=CC1C2NC2C11CN1,73.31
O=CC1C2NC2C11CO1,68.78
O=CC1C2OC2C11CC1,72.8
O=CC1C2OC2C11CN1,69.5
O=CC1N2CC2C11CC1,76.2
O=CC1N2CC2C11CN1,72.1
O=CC1N2CC2C11CO1,68.43
O=CN1C2CC2C11CC1,78.65
O=CC1C(C#C)C2CN12,73.72
O=CC1C(C#N)C2CN12,68.63
O=CC1C2CC2C1C#C,77.89
O=CC1C2CC2C1C#N,72.73
O=CC1C2CN2C1C#C,74.19
O=CC1C2CN2C1C#N,68.99
O=CC1C2NC2C1C#C,74.94
O=CC1C2NC2C1C#N,69.79
O=CC1C2OC2C1C#C,71.12
O=CC1C2OC2C1C#N,66.06
O=CN1C2CC2C1C#C,76.46
O=CN1C2CC2C1C#N,71.22
O=CC1C2CC2C1C=O,72.87
O=CC1C2CC2N1C=O,70.59
O=CC1C2CN2C1C=O,68.82
O=CC1C2NC2C1C=O,69.74
O=CC1C2OC2C1C=O,66.13
O=CC1C2CC2C2CC12,78.37
O=CC1C2CC2C2CN12,74.2
O=CC1C2CC2C2NC12,75.27
O=CC1C2CC2C2OC12,71.39
O=CC1C2CC2N2CC12,74.02
O=CC1C2NC2C2CN12,71.18
O=CC1C2NC2C2NC12,72.08
O=CC1C2NC2C2OC12,68.18
O=CC1C2OC2C2CN12,67.53
O=CC1C2OC2C2OC12,64.27
O=CN1C2CC2C2CC12,76.99
N=C1CC2CC2N1C=O,74.41
N=C1NC2CC2N1C=O,72.38
N=C1OC2CC2C1C=O,69.34
N=C1OC2CC2N1C=O,68.36
N=CN1C2CC2CC1=O,75.67
N=CN1C2CC2NC1=O,72.5
N=CN1C2CC2OC1=N,73.53
N=CN1C2CC2OC1=O,68.17
O=CC1C2CC2CC1=O,72.06
O=CC1C2CC2NC1=O,68.66
O=CC1C2CC2OC1=O,64.6
O=CC1C2NC2CC1=O,69.55
O=CN1C2CC2CC1=O,70.5
O=CN1C2CC2NC1=O,67.48
O=CN1C2CC2OC1=O,63.29
O=CC1C2CC3(CC3)C12,81.1
O=CC1C2CC3(CC3)N12,77.88
O=CC1C2CC3(CN3)C12,77.1
O=CC1C2CC3(CO3)C12,73.83
O=CC1C2N1CC21CC1,79.13
O=CC1C2N1CC21CN1,75.58
O=CC1C2N1CC21CO1,71.5
O=CC1C2OC3(CC3)C12,74.19
O=CN1C2CC3(CC3)C12,79.72
O=CN1C2CC3(CN3)C12,75.97
O=CN1C2CC3(CO3)C12,72.29
O=CC1C2CC3C2CC13,79.38
O=CC1C2CC3C2CN13,74.79
O=CC1C2CC3C2OC13,70.83
O=CC1C2CN3C2CC13,75.04
O=CC1C2NC3C2NC13,71.41
O=CC1C2NC3C2OC13,67.26
O=CC1C2OC3C2OC13,63.33
O=CN1C2CC3C2CC13,77.61
O=CC1C2CC3CC1C23,78.13
O=CC1C2CC3CC1N23,74.29
O=CC1C2CC3CN1C23,74.15
O=CC1C2CC3OC1C23,71.53
O=CC1C2CN3CC1C23,74.41
O=CC1C2OC3CN1C23,67.44
O=CN1C2CC3CC1C23,76.75
O=CN1C2CN3CC1C23,73.02
O=CC1C2C3CC2N1C3,75.05
O=CC1C2CC3CC2C13,78.98
O=CC1C2CC3CC2N13,75.25
O=CC1C2CC3CN2C13,75.34
O=CC1C2CC3OC2C13,71.19
O=CC1C2CN3CC2C13,75.29
O=CC1C2OC3CC2C13,72.42
O=CN1C2CC3CC2C13,76.86
O=CN1C2CC3OC2C13,69.02
O=CC1C2C3CC3CN12,76.16
O=CC1C2C3NC3CN12,71.63
O=CC1C2C3OC3CN12,67.55
O=CC1C2CC3CC3C12,79.31
O=CC1C2CC3CC3N12,76.52
O=CC1C2CC3CN3C12,76.22
O=CC1C2CC3NC3C12,75.81
