smiles,f1-CAM
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])C([H])([H])C1=O,0.0001
[H]N1C(=O)C([H])(C([H])([H])[H])OC([H])([H])C1([H])[H],0.001
[H]N=C1OC([H])([H])C([H])([H])OC1([H])C([H])([H])[H],0.0081
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])OC1=O,0.0013
[H]C1([H])OC([H])([H])C(=O)C([H])(C([H])([H])[H])O1,0.0003
[H]C([H])([H])N1C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.001
[H]N1C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.0278
[H]C([H])([H])N1C(=O)OC([H])([H])C([H])([H])C1([H])[H],0.0234
[H]N1C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])C1([H])[H],0.0001
[H]C1([H])OC([H])([H])C([H])([H])N(C([H])([H])[H])C1=O,0.0011
[H]N([H])C1([H])C(=O)OC([H])([H])C([H])([H])C1([H])[H],0.0004
[H]N([H])C1([H])C(=O)OC([H])([H])OC1([H])[H],0.0006
[H]OC1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
[H]OC1([H])C(=O)N([H])C([H])([H])C([H])([H])C1([H])[H],0.0027
[H]N=C1OC([H])([H])C([H])([H])C([H])([H])C1([H])O[H],0.012
[H]OC1([H])C(=O)OC([H])([H])C([H])([H])C1([H])[H],0.0015
[H]OC1([H])C(=O)C([H])([H])N([H])C([H])([H])C1([H])[H],0.0003
[H]OC1([H])C(=O)C([H])([H])OC([H])([H])C1([H])[H],0.0003
[H]OC1([H])C(=O)C([H])([H])C([H])([H])OC1([H])[H],0
[H]N=C1OC([H])([H])OC([H])([H])C1([H])O[H],0.0083
[H]OC1([H])C(=O)OC([H])([H])OC1([H])[H],0.0007
[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.0021
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.0072
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.023
[H]C([H])([H])C1([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.0222
[H]OC1([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.0034
[H]OC1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])C([H])([H])[H],0.0018
[H]C1([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])O1,0.0016
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])OC1([H])C([H])([H])[H],0.0042
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])OC1([H])C([H])([H])[H],0.0157
[H]OC1([H])C([H])([H])OC([H])([H])OC1([H])C([H])([H])[H],0.0046
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])O[H],0.0043
[H]OC1([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])O[H],0.0022
[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C([H])C1=O,0
[H]C1=C([H])N([H])C([H])([H])C([H])=C([H])C1=O,0.0007
[H]C1=C([H])C([H])([H])C(=O)C([H])([H])C([H])=C1[H],0.0046
[H]C1=C([H])N([H])C(=O)C([H])([H])C([H])=C1[H],0.1161
[H]C1=C([H])N([H])C(=O)N([H])C([H])=C1[H],0.0347
[H]C1=C([H])C([H])([H])C([H])=C([H])C([H])([H])C1=O,0.002
[H]C1=C([H])C([H])([H])C([H])=C([H])N([H])C1=O,0.0361
[H]C1=NC([H])([H])C([H])=C([H])C(=O)N1[H],0.0005
[H]C1=NC([H])([H])C([H])=C([H])C(=O)O1,0.001
[H]N=C1OC([H])([H])C([H])=C([H])C([H])=C1[H],0.2009
[H]C1=C([H])C([H])=C([H])C([H])([H])C([H])([H])C1=O,0.0002
[H]C1=C([H])C([H])=C([H])C([H])([H])N([H])C1=O,0.0216
[H]C1=C([H])C([H])=C([H])C([H])([H])OC1=O,0.0489
[H]N=C1OC([H])([H])C([H])=C([H])C([H])([H])C1([H])[H],0.0137
[H]N=C1OC([H])([H])C([H])=C([H])C([H])([H])O1,0.0035
[H]C1=C([H])C([H])([H])C([H])([H])C(=O)C([H])([H])C1([H])[H],0
[H]C1=C([H])C([H])([H])C([H])([H])C(=O)N([H])C1([H])[H],0.0007
[H]C1=C([H])C([H])([H])C([H])([H])C(=O)OC1([H])[H],0.0006
[H]C1=NC([H])([H])C([H])([H])C(=O)C([H])([H])O1,0.0002
[H]C1=C([H])C([H])([H])N([H])C(=O)N([H])C1([H])[H],0.0021
[H]C1=C([H])C([H])([H])N([H])C(=O)OC1([H])[H],0.0041
[H]C1=C([H])C([H])([H])OC(=O)OC1([H])[H],0.0026
[H]N=C1OC([H])([H])C([H])([H])C([H])=C([H])C1([H])[H],0.0136
[H]N=C1OC([H])([H])OC([H])=NC1([H])[H],0.0018
[H]N=C1OC([H])([H])C([H])([H])N=C([H])N1[H],0.0052
[H]C1=C([H])C([H])([H])C([H])([H])N([H])C(=O)C1([H])[H],0.0033
[H]C1=C([H])C([H])([H])C([H])([H])OC(=O)C1([H])[H],0.0039
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C1([H])[H],0.001
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N1[H],0.0009
[H]C1=NC([H])([H])C([H])([H])C([H])([H])C(=O)O1,0.0052
[H]C1=NC([H])([H])C(=O)C([H])([H])C([H])([H])O1,0.0006
[H]C1=NC([H])([H])C(=O)OC([H])([H])O1,0.0022
[H]C1=C([H])C([H])([H])N([H])C([H])([H])C(=O)C1([H])[H],0.001
[H]C1=C([H])C([H])([H])C(=O)C([H])([H])OC1([H])[H],0.0008
[H]C1=C([H])C([H])([H])OC([H])([H])C(=O)N1[H],0.0085
[H]C1=C([H])C([H])([H])C([H])([H])OC(=O)N1[H],0.2457
[H]C1=NC([H])([H])C([H])([H])OC(=O)N1[H],0.0033
[H]C1=C([H])C([H])([H])C([H])([H])N([H])C(=O)N1[H],0.1911
[H]C1=NC([H])([H])C([H])([H])N([H])C(=O)N1[H],0.0028
[H]C1=NC([H])([H])C([H])([H])N([H])C(=O)O1,0.003
[H]C1=NC([H])([H])C([H])([H])OC(=O)O1,0.0034
[H]N=C1OC([H])([H])C([H])([H])N([H])C([H])=C1[H],0.3904
[H]N=C1OC([H])([H])OC([H])([H])C([H])=C1[H],0.0043
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=O,0.0003
[H]C1=C([H])N([H])C([H])([H])C([H])([H])C([H])([H])C1=O,0.0014
[H]C1=C([H])C([H])([H])OC([H])([H])C([H])([H])C1=O,0.0002
[H]C1=C([H])C([H])([H])C([H])([H])N([H])C([H])([H])C1=O,0.0001
[H]C1=C([H])C([H])([H])C([H])([H])OC([H])([H])C1=O,0.0003
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])N([H])C1=O,0.0016
[H]C1=C([H])N([H])C([H])([H])C([H])([H])N([H])C1=O,0.0016
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])OC1=O,0.0036
[H]C1=C([H])N([H])C([H])([H])C([H])([H])OC1=O,0.0379
[H]C1=C([H])C([H])([H])OC([H])([H])OC1=O,0.0021
[H]N=C1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.013
[H]N=C1OC([H])([H])OC([H])([H])C([H])([H])C1([H])[H],0.0102
[H]N=C1OC([H])([H])C([H])([H])OC([H])([H])C1([H])[H],0.0123
[H]N=C1OC([H])([H])C([H])([H])C([H])([H])OC1([H])[H],0.0086
[H]N=C1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])O1,0.0049
[H]N=C1OC([H])([H])OC([H])([H])C([H])([H])O1,0.0092
[H]C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
[H]N1C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0008
[H]C1([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0008
[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=O,0.0001
[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])C(=O)C1([H])[H],0
[H]C1([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])O1,0.0015
[H]N1C(=O)C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],0.0007
[H]C1([H])OC(=O)C([H])([H])C([H])([H])OC1([H])[H],0.0013
[H]C1([H])OC([H])([H])C(=O)C([H])([H])C([H])([H])O1,0.0002
[H]N1C([H])([H])C(=O)OC([H])([H])C([H])([H])C1([H])[H],0.0014
[H]N1C([H])([H])C(=O)C([H])([H])N([H])C([H])([H])C1([H])[H],0.0007
[H]N1C([H])([H])C(=O)C([H])([H])OC([H])([H])C1([H])[H],0.0002
[H]N1C(=O)C([H])([H])OC([H])([H])C([H])([H])C1([H])[H],0.0007
[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])OC1=O,0.0008
[H]C1([H])OC([H])([H])C([H])([H])OC([H])([H])C1=O,0.0001
[H]N1C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0065
[H]N1C(=O)OC([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0072
[H]N1C(=O)OC([H])([H])OC([H])([H])C1([H])[H],0.0064
[H]C1([H])OC(=O)OC([H])([H])C([H])([H])C1([H])[H],0.0015
[H]C1([H])OC(=O)OC([H])([H])C([H])([H])O1,0.0011
[H]C1=C([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])=C1[H],0.1087
[H]C1=C(C([H])([H])[H])C([H])=C([H])C([H])([H])C([H])=C1[H],0.1092
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])=C1[H],0.2915
[H]C1=C([H])C([H])([H])OC([H])([H])C(C([H])([H])[H])=C1[H],0.2465
[H]C1=C([H])C(C([H])([H])[H])=C([H])C([H])([H])C([H])=C1[H],0.0887
[H]C1=C([H])C([H])([H])C([H])([H])C(C([H])([H])[H])=C([H])C1([H])[H],0.0091
[H]C1=NC([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])O1,0.005
[H]C1=C([H])C([H])([H])OC(C([H])([H])[H])=NC1([H])[H],0.0035
[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C1([H])[H],0.0283
[H]C1=NC([H])([H])C(C([H])([H])[H])=C([H])C([H])([H])O1,0.0041
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C1C([H])([H])[H],0.1889
[H]C1=C([H])C([H])([H])OC([H])([H])C([H])=C1C([H])([H])[H],0.1469
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.2821
[H]C1=C(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])C1([H])[H],0.1029
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],0.226
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])OC1([H])[H],0.0958
[H]C1=C(C([H])([H])[H])C([H])([H])OC([H])([H])OC1([H])[H],0.1796
[H]C([H])([H])C1=NC([H])([H])C([H])([H])C([H])([H])C([H])([H])O1,0.0011
[H]C1([H])OC(C([H])([H])[H])=NC([H])([H])C([H])([H])O1,0.0018
[H]C1=C([H])C([H])=C([H])C([H])(C([H])([H])[H])C([H])=C1[H],0.0908
[H]OC1([H])C([H])=C([H])C([H])=C([H])C([H])=C1[H],0.1288
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])=C([H])C([H])([H])C1([H])[H],0.0183
[H]C1=NC([H])(C([H])([H])[H])C([H])=C([H])C([H])([H])O1,0.0049
[H]OC1([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])=C1[H],0.0239
[H]C1=C([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])=C1[H],0.2046
[H]OC1([H])C([H])([H])C([H])=C([H])C([H])=C([H])C1([H])[H],0.2129
[H]C1=C([H])C([H])([H])C([H])(C([H])([H])[H])C([H])=C([H])C1([H])[H],0.02
[H]C1=NC([H])([H])C([H])=C([H])C([H])(C([H])([H])[H])O1,0.0043
[H]OC1([H])C([H])=C([H])C([H])([H])C([H])=C([H])C1([H])[H],0.0183
[H]C1=C([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])=C1[H],0.2237
[H]C1=C([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])=C1[H],0.1645
[H]OC1([H])C([H])=C([H])C([H])=C([H])C([H])([H])C1([H])[H],0.2151
[H]C1=C([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.243
[H]C1=C([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])OC1([H])[H],0.0104
[H]C1=NC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])O1,0.002
[H]C1=C([H])C([H])([H])OC([H])(C([H])([H])[H])OC1([H])[H],0.0011
[H]OC1([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C1([H])[H],0.2499
[H]OC1([H])C([H])([H])OC([H])=NC([H])([H])C1([H])[H],0.002
[H]C1=C([H])C([H])([H])C([H])(C([H])([H])[H])OC([H])([H])C1([H])[H],0.1517
[H]C1=C([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.2524
[H]C1=NC([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])O1,0.0021
[H]C1=NC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])O1,0.0028
[H]C1=NC([H])([H])C([H])(C([H])([H])[H])OC([H])([H])O1,0.0032
[H]C1=C([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])OC1([H])[H],0.0116
[H]C1=NC([H])([H])C([H])([H])OC([H])(C([H])([H])[H])O1,0.0028
[H]OC1([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C1([H])[H],0.2439
[H]OC1([H])C([H])([H])N=C([H])OC([H])([H])C1([H])[H],0.0031
[H]OC1([H])C([H])([H])OC([H])([H])C([H])=C([H])C1([H])[H],0.0083
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.2688
[H]C1=NC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])O1,0.002
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])OC1([H])[H],0.0225
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])([H])OC([H])([H])C1([H])[H],0.1521
[H]C1=NC([H])(C([H])([H])[H])C([H])([H])OC([H])([H])O1,0.0025
[H]C1=C([H])C([H])(C([H])([H])[H])OC([H])([H])C([H])([H])C1([H])[H],0.0071
[H]C1=C([H])C([H])(C([H])([H])[H])OC([H])([H])OC1([H])[H],0.0014
[H]OC1([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.2276
[H]OC1([H])C([H])=C([H])C([H])([H])OC([H])([H])C1([H])[H],0.0085
[H]OC1([H])C([H])=C([H])C([H])([H])C([H])([H])OC1([H])[H],0.1479
[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0048
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0113
[H]C([H])([H])C1([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.014
[H]C([H])([H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])[H],0.0213
[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])O1,0.004
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])OC([H])([H])C1([H])[H],0.0157
[H]C1([H])OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])O1,0.007
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])C([H])([H])OC1([H])[H],0.0016
[H]C([H])([H])C1([H])C([H])([H])OC([H])([H])C([H])([H])OC1([H])[H],0.0316
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])O1,0.0067
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0028
[H]OC1([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0038
[H]OC1([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])[H],0.0027
[H]OC1([H])C([H])([H])OC([H])([H])OC([H])([H])C1([H])[H],0.0038
[H]OC1([H])C([H])([H])OC([H])([H])C([H])([H])OC1([H])[H],0.0052
[H]N=C1OC([H])([H])C(C([H])([H])[H])=C1C([H])([H])[H],0.0016
[H]C([H])([H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1=O,0.0004
[H]N1C(=O)C(C([H])([H])[H])=C(C([H])([H])[H])C1([H])[H],0.0001
[H]C([H])([H])C1=C(C([H])([H])[H])C([H])([H])OC1=O,0.0001
[H]N([H])C1=C(C([H])([H])[H])C(=O)C([H])([H])C1([H])[H],0.0004
[H]N([H])C1=C(C([H])([H])[H])C(=O)N([H])C1([H])[H],0.0265
[H]N=C1OC([H])([H])C(N([H])[H])=C1C([H])([H])[H],0.1506
[H]N([H])C1=C(C([H])([H])[H])C(=O)OC1([H])[H],0.0298
[H]C1=C(C([H])([H])[H])C(=O)C(=O)C1([H])[H],0
[H]N=C1C(=O)C(C([H])([H])[H])=C([H])N1[H],0.0017
[H]C1=C(C([H])([H])[H])C(=O)C(=O)N1[H],0.0001
[H]C1=C([H])C(=O)C([H])(C([H])([H])[H])C1=O,0.0001
[H]N=C1C([H])=C([H])C(=O)N1C([H])([H])[H],0.0001
[H]C1=C([H])C(=O)N(C([H])([H])[H])C1=O,0
[H]OC1([H])C(=O)C([H])=C([H])C1=O,0.0001
[H]OC1([H])C(=O)C([H])([H])C([H])=C1C([H])([H])[H],0
[H]OC1([H])C(=O)N([H])C([H])=C1C([H])([H])[H],0.0969
[H]C1=C(C([H])([H])[H])C([H])(C([H])([H])[H])C(=O)C1([H])[H],0
[H]C1=C(C([H])([H])[H])C([H])(C([H])([H])[H])C(=O)N1[H],0.1249
[H]N=C1N(C([H])([H])[H])C(C([H])([H])[H])=NC1([H])[H],0.1413
[H]C1=C(C([H])([H])[H])N(C([H])([H])[H])C(=O)C1([H])[H],0.0924
[H]C([H])([H])C1=NC([H])([H])C(=O)N1C([H])([H])[H],0.0024
[H]N([H])C1=NC([H])([H])C(=O)N1C([H])([H])[H],0.0016
[H]OC1([H])C(=O)C([H])([H])N=C1N([H])[H],0.0001
[H]N=C1OC([H])([H])C(=O)C1([H])C([H])([H])[H],0.0001
[H]C([H])([H])C1([H])C(=O)C([H])([H])C([H])([H])C1=O,0.0008
[H]N1C(=O)C([H])(C([H])([H])[H])C(=O)C1([H])[H],0.0001
[H]C1([H])OC(=O)C([H])(C([H])([H])[H])C1=O,0.0002
[H]N=C1N(C([H])([H])[H])C(=O)C([H])([H])C1([H])[H],0.0018
[H]N=C1N(C([H])([H])[H])C(=O)N([H])C1([H])[H],0.0076
[H]N=C1OC([H])([H])C(=N[H])N1C([H])([H])[H],0.0014
[H]N=C1N(C([H])([H])[H])C(=O)OC1([H])[H],0.001
[H]N=C1N(C([H])([H])[H])C(=O)C([H])([H])N1[H],0.001
[H]N=C1OC([H])([H])C(=O)N1C([H])([H])[H],0.0005
[H]C([H])([H])N1C(=O)C([H])([H])C([H])([H])C1=O,0.0012
[H]N1C(=O)N(C([H])([H])[H])C(=O)C1([H])[H],0.001
[H]C1([H])OC(=O)N(C([H])([H])[H])C1=O,0.001
[H]N=C1N([H])C([H])([H])C(=O)C1([H])O[H],0.0001
[H]N=C1OC([H])([H])C(=O)C1([H])O[H],0.0002
[H]OC1([H])C(=O)C([H])([H])C([H])([H])C1=O,0.0016
[H]OC1([H])C(=O)N([H])C([H])([H])C1=O,0.0001
[H]OC1([H])C(=O)OC([H])([H])C1=O,0.0002
[H]C1=C([H])C([H])(C([H])([H])[H])C(=O)C1=O,0
[H]N=C1C(=O)C([H])=C([H])N1C([H])([H])[H],0.0014
[H]C1=C([H])N(C([H])([H])[H])C(=O)C1=O,0.0001
[H]OC1([H])C(=O)C(=O)C([H])=C1[H],0.0002
[H]OC1([H])C([H])=C([H])C(=O)C1([H])C([H])([H])[H],0.0003
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1=O,0.0002
[H]OC1([H])C(=O)C([H])=C([H])C1([H])C([H])([H])[H],0.0003
[H]C1=C([H])C([H])(C([H])([H])[H])N(C([H])([H])[H])C1=O,0.0002
[H]OC1([H])C(=O)C([H])=C([H])C1([H])O[H],0.0002
[H]C1=C([H])C([H])(C([H])([H])[H])C(=O)C1([H])C([H])([H])[H],0.0002
[H]OC1([H])C(=O)C([H])(C([H])([H])[H])C([H])=C1[H],0.0001
[H]C1=C([H])C([H])(C([H])([H])[H])C(=O)N1C([H])([H])[H],0.0979
[H]N=C1N(C([H])([H])[H])C([H])=NC1([H])C([H])([H])[H],0.1315
[H]C1=NC([H])(C([H])([H])[H])C(=O)N1C([H])([H])[H],0.0032
[H]OC1([H])C(=O)N(C([H])([H])[H])C([H])=C1[H],0.0523
[H]OC1([H])C(=O)C([H])(O[H])C([H])=C1[H],0.0001
[H]OC1([H])C([H])=C([H])C([H])(O[H])C1([H])C([H])([H])[H],0.0145
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.2443
[H]OC1([H])C([H])(C([H])([H])[H])C([H])=C([H])C1([H])C([H])([H])[H],0.2796
[H]OC1([H])C([H])=C([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.0216
[H]OC1([H])C([H])=C([H])C([H])(C([H])([H])[H])C1([H])O[H],0.1126
[H]OC1([H])C([H])=C([H])C([H])(O[H])C1([H])O[H],0.0046
[H]OC1([H])C(=O)C(C([H])([H])[H])=C([H])C1([H])[H],0.0004
[H]C1=C(C([H])([H])[H])C(=O)C([H])(C([H])([H])[H])C1([H])[H],0.0003
[H]N([H])C1=NC([H])([H])C([H])(C([H])([H])[H])C1=O,0.0007
[H]C1=C(C([H])([H])[H])C(=O)N(C([H])([H])[H])C1([H])[H],0
[H]OC1([H])C(=O)C(N([H])[H])=NC1([H])[H],0.0006
[H]OC1([H])C(C([H])([H])[H])=C([H])C([H])([H])C1([H])O[H],0.0227
[H]OC1([H])C([H])([H])C([H])=C(C([H])([H])[H])C1([H])C([H])([H])[H],0.242
[H]C1=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])[H],0.1955
[H]OC1([H])C(C([H])([H])[H])=C([H])C([H])([H])C1([H])C([H])([H])[H],0.1664
[H]C([H])([H])C1([H])C(=O)C(=O)C([H])([H])C1([H])[H],0.0001
[H]N=C1C(=O)C([H])(C([H])([H])[H])C([H])([H])N1[H],0.0001
[H]N1C(=O)C(=O)C([H])(C([H])([H])[H])C1([H])[H],0
[H]N=C1OC([H])([H])C([H])(C([H])([H])[H])C1=O,0
[H]C([H])([H])C1([H])C(=O)C(=O)OC1([H])[H],0
[H]N1C([H])([H])C(=O)C(=O)C1([H])C([H])([H])[H],0.0004
[H]C1([H])OC([H])(C([H])([H])[H])C(=O)C1=O,0.0002
[H]N=C1C(=O)C([H])([H])C([H])([H])N1C([H])([H])[H],0.0006
[H]C([H])([H])N1C(=O)C(=O)C([H])([H])C1([H])[H],0
[H]OC1([H])C(=O)C(=O)C([H])([H])C1([H])[H],0.0001
[H]N=C1C(=O)C([H])(O[H])C([H])([H])N1[H],0.0002
[H]OC1([H])C(=O)C(=O)N([H])C1([H])[H],0.0001
[H]N=C1OC([H])([H])C([H])(O[H])C1=O,0
[H]OC1([H])C(=O)C(=O)OC1([H])[H],0
[H]OC1([H])C([H])([H])C([H])([H])C(=O)C1([H])C([H])([H])[H],0.0002
[H]OC1([H])C([H])([H])N([H])C(=O)C1([H])C([H])([H])[H],0.0003
[H]N=C1OC([H])([H])C([H])(O[H])C1([H])C([H])([H])[H],0.0074
[H]OC1([H])C([H])([H])OC(=O)C1([H])C([H])([H])[H],0.0005
[H]C([H])([H])C1([H])C(=O)C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.0002
[H]OC1([H])C(=O)C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.0002
[H]C([H])([H])N1C(=O)C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.0006
[H]N1C(=O)C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])[H],0.0007
[H]OC1([H])C(=O)N([H])C([H])([H])C1([H])C([H])([H])[H],0.0007
[H]N1C(=O)N(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])[H],0.0102
[H]N=C1OC([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.0074
[H]N=C1OC([H])([H])C([H])(C([H])([H])[H])C1([H])O[H],0.0076
[H]C([H])([H])C1([H])C(=O)OC([H])([H])C1([H])C([H])([H])[H],0.0006
[H]OC1([H])C(=O)OC([H])([H])C1([H])C([H])([H])[H],0.0008
[H]C([H])([H])N1C(=O)OC([H])([H])C1([H])C([H])([H])[H],0.0205
[H]C([H])([H])N1C([H])([H])C([H])([H])C(=O)C1([H])C([H])([H])[H],0.0009
[H]OC1([H])C(=O)C([H])([H])N([H])C1([H])C([H])([H])[H],0.0004
[H]C1([H])OC([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1=O,0.0001
[H]OC1([H])C(=O)C([H])([H])OC1([H])C([H])([H])[H],0.0001
[H]OC1([H])C([H])([H])OC(=O)C1([H])N([H])[H],0.0003
[H]OC1([H])C(=O)C([H])([H])C([H])([H])C1([H])O[H],0.0002
[H]OC1([H])C(=O)N([H])C([H])([H])C1([H])O[H],0.0007
[H]N=C1OC([H])([H])C([H])(O[H])C1([H])O[H],0.007
[H]OC1([H])C(=O)OC([H])([H])C1([H])O[H],0.0005
[H]OC1([H])C(C([H])([H])[H])=C(C([H])([H])[H])C([H])([H])C1([H])[H],0.1199
[H]C([H])([H])C1=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.0947
[H]C([H])([H])C1=C(C([H])([H])[H])C([H])(C([H])([H])[H])OC1([H])[H],0.2807
[H]C([H])([H])C1([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.0002
[H]OC1([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.0001
[H]C([H])([H])N1C(=O)C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.0007
[H]C([H])([H])C1([H])OC([H])([H])C([H])(C([H])([H])[H])C1=O,0.0004
[H]OC1([H])C(=O)C([H])(C([H])([H])[H])N([H])C1([H])[H],0.001
[H]OC1([H])C(=O)C([H])(C([H])([H])[H])OC1([H])[H],0.0003
[H]OC1([H])C(=O)N(C([H])([H])[H])C([H])([H])C1([H])[H],0.0004
[H]C([H])([H])N1C(=O)N(C([H])([H])[H])C([H])([H])C1([H])[H],0.0009
[H]OC1([H])C(=O)C([H])(O[H])C([H])([H])C1([H])[H],0.0003
[H]OC1([H])C([H])([H])C([H])([H])C([H])(O[H])C1([H])C([H])([H])[H],0
