smiles,band_gap
C1CC12CC(C2)(C#N)O,0.2949
C1CC1COCCC=O,0.2282
Cc1c(occc1=O)C,0.2018
C1OC2=NCCN3C1C23,0.2215
CN1C2C=CC(C=O)C12,0.2065
O=C(C#C)C1(CN1)C#C,0.1822
CCN1C2C3NC2C13,0.2831
CC(=NO)C1CC1C#C,0.2395
CC12CC3(O)CC1OC23,0.308
CCC1C2OC2(C)C1=O,0.2111
CC12NCC1NCC2=O,0.1895
O=C1C2NC3C2C13C#C,0.225
CC(=O)C12NC1C1NC21,0.1881
OC1(C2CC2)C2CC1O2,0.2932
N#CC1N=COC11CC1,0.2582
CC12CC3C1C(C=O)N23,0.2105
CCC(O)C(O)C#CC,0.279
CNCc1nnn(n1)C,0.2029
CC1OCC(O)C1=NO,0.2434
CCC12CC3OC1C23C,0.2992
CN1CC1CCOC=O,0.2425
c1nc(nnn1)CC#N,0.1617
NC1=CC(=N)OCC=C1,0.1612
C(C#N)NCC(=O)C#N,0.1672
c1c(ocn1)N,0.2251
c1cc-2c[nH]cnc2c1,0.1465
c1cc(nc(c1F)O)O,0.1974
ON=C1CC=CC1C=O,0.2126
O=CCCC1CCCO1,0.2294
O=C1C2C3CCC1CN23,0.2161
Cc1c(cn[nH]1)C2CC2,0.2408
CC1NCC=CCC1=O,0.2102
OC12CC3CC=CC1C23,0.2397
C(CO)c1noc(=O)o1,0.2674
CCC1=NCC(=N)N1,0.2309
CC(=O)C1CC2NC12C,0.2195
CN1C=NCC1=O,0.2296
COC(=O)C(=O)C(=N)N,0.1849
O=C1CN2CC3C2C13,0.2055
CC12CC3C4OC4C1N23,0.2871
c1nc(no1)OC(=O)N,0.2556
CC1COC(C)C1C=O,0.2181
CC(O)C(C)(CO)C=O,0.217
NC12CC1(OC2=N)C#N,0.2331
CCCC1C2OCOC12,0.3322
O=C1CC23CNC12CN3,0.1889
Cc1c[nH]nc1C,0.2603
OC1C(=O)C2CCC12O,0.2114
CC(C)(O)C1CC1(C)O,0.3042
CCC(CC)CC#CC,0.3023
O=C1C2CN2C1C1CN1,0.2122
C1CC2CCCCC1O2,0.3091
NC(=O)C1C2CCCC12,0.2655
CCC12COC(C)C1O2,0.3331
c1ccn(c1)CC(=O)N,0.2154
CC12CC(C1)CCC=C2,0.253
CN1C2C=CCC(=O)C12,0.2091
C#Cc1cnon1,0.215
CC(O)C1CCOCC1,0.3151
NC1COC2=CON=C12,0.214
OC1=NOC(=N)O1,0.2668
CCC(C)(OC)C#CC,0.2925
CC1NC11CN2CC12C,0.2887
CC1CN=C(O1)C#N,0.2192
CC1(C)OC2C1NC2=O,0.2492
c1[nH]c(=NCC#N)on1,0.228
OC1COCCOC1=O,0.262
ON=C1C=CC2OC12,0.188
CC12OC=NC1C2C=O,0.2191
C1C2C3C4C5OC13C5N24,0.2618
C1CC1OCCCO,0.3213
C#CCC12OC3C1NC23,0.2863
C#CC1=CC2C3OC1C23,0.188
NC(=O)C(=O)C(O)CO,0.1629
CCC1(OCC1C)C=O,0.2118
NC(CC#C)C(O)C#N,0.2901
C#CCC1CN1CC#C,0.2683
CC1CN(C=O)C1C,0.2647
COC(=O)C1NC1(C)C,0.2562
C#Cc1nc(no1)C=O,0.1875
CCOCC1OCC=C1,0.2357
N#CCC1NCC1C#N,0.2641
C1C2C3OCCC3N12,0.3071
OCC1CC=CC(=O)C1,0.1897
NC(C#N)C1=CN=CO1,0.2329
N=COC1CCC11CN1,0.2667
c1nc(on1)C#CC#N,0.1879
N#CC12COCC1CO2,0.2729
Cc1ccc2n1CCC2,0.2369
OC1(CC2CC1O2)C#N,0.2747
NC1=NC=CN=CC1=N,0.144
CC1OC(=O)COC1=N,0.262
CC12OCC1CCC=C2,0.2532
N=C1OC(=O)C2CC12,0.2518
Cc1ccnc(c1)C#N,0.2155
CN1C(=O)NC=CC1=N,0.2007
C#CC12CC3=CCC1C23,0.1779
C#CC12CN(C1)CCO2,0.2539
Cc1cc([nH]c1C=O)N,0.1672
Cc1c(ocn1)OC,0.2303
C1CC(=C(C1)C=O)CO,0.1898
CC(O)C(C)C(O)C=O,0.2036
O=C1COC1C#C,0.2149
CN1CC(C1)(C#N)OC,0.246
CC(=O)NC1CC1C#C,0.2655
COC12CC(C1)C2(C)O,0.3221
CC1(CC#N)NC1C=O,0.2187
CC(O)C12NC3C1NC23,0.2869
CN1C2C3OC2(C)C13C,0.2935
CN1C(=N)COC1=O,0.254
N#CCN=C1CC2CN12,0.2443
CC(=O)CC#C,0.2275
CCOC1CCN2CC12,0.3116
CC1(CC1)CC(=O)N,0.2701
C1CN2CC3OCC2C13,0.3032
N#CCC1OCC1C#N,0.2811
COC12CC1C(O)CC2,0.319
CC(O)COC=O,0.2851
C1C2OC3C2C2OC1C32,0.3049
C1C(CO1)NCC#N,0.2684
N=C1ON=C(O1)N(=O)=O,0.1626
O=C1OC2OC1CC=C2,0.244
CC12COCC1(O2)C#C,0.2717
COC1CC1C(=O)CO,0.2398
C#CC1CC(=O)C1,0.2209
Cc1c(c(on1)C)OC,0.235
CC#CC12CC3CN1C23,0.2656
CC(CC=O)CC#N,0.2271
CCC(O)CN(C)C=O,0.266
NC1=NCC(OC=N)O1,0.2498
CC1OCC2=COC=C12,0.2365
CCCC1CC2(C1)CC2,0.3473
Cc1c[nH]nc1C#C,0.2241
CC12CC3(CCC3)C1O2,0.3272
C#CCN1CC(C1)O,0.2673
O=C1CC2COC1OC2,0.2077
CC1CC1(C)NC(N)=O,0.297
CC1C(=O)C2(O)CC12C,0.2197
C#CC1CC2CC2C1,0.3082
CC1CN2CC(C)(C2)O1,0.2882
CCC1CCC(O1)=NC,0.2733
C1OC2OC3C4C2N4C13,0.3175
CC12NCC1(N)C2C#N,0.2586
CC(=NO)COC=NC,0.2443
C#CC12C3CN=C1OC23,0.1571
CCOc1nc(on1)N,0.254
c1cc(cc(c1)F)O,0.223
O=CC12NC1CN1CC21,0.193
c1(=O)c(n[nH]nc1N)N,0.1479
CC(C)C1(C)OC1C=O,0.2151
CC1C2C(C#C)C(=O)N12,0.2293
CC12CC1C1CC1CC2,0.3142
CC1OCOC1C(N)=O,0.2566
C1C2C3C=CC1C=CC23,0.2438
CCc1cc(c(o1)N)C,0.2283
COC(C)C#CC(C)C,0.2875
COc1nc(c(o1)N)N,0.2237
CCc1nc(on1)CN,0.2337
CC12C3C4C5C1C(C23)N45,0.2864
CCc1cocn1,0.2473
CC12CC3CC(O)C1N23,0.2944
C1C2C3COC2C13,0.3438
CC1OC2=NCC3C1C23,0.2241
CC12CCC1C(O2)C#C,0.2763
CC1(CN2CC2)CCO1,0.3117
OCC1N2CC1(C2)C#C,0.2818
c1c(onn1)N2CCC2,0.2055
CCCC(=O)C1(CC1)O,0.2254
C#CCn1ncc(n1)N,0.2166
CCCC(C)C(O)CO,0.3181
CC(C)CC1OCC1C,0.3206
CCC(CO)OCC#C,0.2821
CCOCCCNC=O,0.2838
CC1([NH3+])CCC1C([O-])=O,0.2702
OC1C=CC2CC12O,0.2364
C1CC(C1=O)(C=O)C=O,0.2012
COCC1C(C)C1C,0.327
CC(O)C#CC1CO1,0.2696
O=C1OC(CC#C)C=C1,0.224
CC12OC3CC(C13)C2=O,0.2017
COC1CC=C(C1)C=O,0.1943
Cc1ncc(=NC)on1,0.1606
C(c1nc(on1)N)O,0.2499
CC12CC3(CCOC13)O2,0.2972
C1CC1C#CC2(CC2)O,0.2656
C1NC11C2C3OC1C23,0.2954
CCCC(C)C(=O)C#C,0.2042
CCNc1cccn1C,0.2365
Cc1cncoc1=NC,0.1775
CC1(C)CC(O)C1O,0.3051
CC(C)CC(=O)C,0.2337
CC(=O)C12NC1C1OC21,0.2014
C1C(CO1)CC2COC2,0.3133
C1C2C3CC(CCO3)N12,0.3052
C#CCC1(CO1)C#N,0.277
CCOC1(CC1O)C#N,0.2745
N=C1OC=NN1CC#N,0.2207
COC1(C)C(N)C1C#N,0.266
C1NC11CC2COC12,0.2969
CC1CCOCCC=C1,0.2525
CC1(CO1)C1C2CCN12,0.3122
OC1C2NC1C(=O)C2O,0.2041
OCC1CC23CN(C2)C13,0.2589
CCNC(=O)N(C)C=N,0.2515
O=C1CC23COC2CC13,0.2159
CC(C)CO,0.3418
NC1(CC1CC#C)C#N,0.2861
CCC1OCCCC1=O,0.2098
CCC(C)C(NC)C#N,0.2733
CC1CCC(C)C(=O)N1,0.2672
CC(CN)(C#N)N1CC1,0.2716
c1c2c(no1)onn2,0.1883
CC12NC1CC1OCC21,0.3022
OCC1OCC11CCO1,0.3016
CN1CC(C#N)C1=O,0.2728
CN(C=N)c1cnco1,0.2093
OCC1=CCCC1O,0.2606
Cc1c(c(co1)N)CO,0.2138
Cc1nc(co1)C(=N)N,0.21
OC1CC2C1C1CN21,0.2891
O=C1C=CNCC2CN12,0.2032
CC1(O)C2C(O)CC12C,0.3131
O=CN1CC2CN2C1=O,0.2277
CC1C2COCC(=O)N12,0.2336
CC1NC11CNCC1=O,0.1924
C12C3C4C1C1C2C3C41,0.3314
CC1C2C=CCC(O)C12,0.2485
COC1=NC(=N)N=CO1,0.2133
NC(CO)(C#N)C1CN1,0.2759
CCOCC1(O)CC1O,0.3152
CC12CN3C(CC13)C2,0.3129
CCCC1C2OCC12O,0.2872
O=C1OCC2C3OC1C23,0.2484
OC12COC1COC2=N,0.2689
NCC(O)(C#N)C(N)=N,0.2377
CC#CC1(CN1)C#N,0.2529
Cc1c([nH]cc1C#C)C,0.2148
CC12C3CC(N13)C2=NO,0.24
N=C1NC(=CCO1)C#C,0.1837
CN=C1CC2CN=CN12,0.235
CC#CC1CCC(C)C1,0.2992
O=CC12CC(OC1)C2=O,0.1923
CC1COC2=NCCC12,0.2736
C1C2OC2C11CC=CC1,0.2641
CCc1c(nco1)O,0.2163
CCc1cc(on1)N,0.2327
N#CC12CN1CC1NC21,0.265
N=C1OCCNC1C#N,0.2468
COC1CCCC1C#N,0.2956
CC1=CC(C#N)C2CC12,0.2467
CCC12COC1C(=O)O2,0.2466
NC(=O)N1C2CC1C2=O,0.2366
c1c2c(no1)CCC=C2,0.2039
N=COC12C3CC1OC23,0.2542
CC(O)C1C(C)C1(C)O,0.3143
C1CC23CCCC12N3,0.3027
CC1C2(C)CC1(O)C2O,0.3163
FC1=CC(=O)NC(=N)O1,0.2213
CCN1C2C3CC1C23C,0.2883
C(N1CC1)C12CCC1N2,0.3263
COC1CC11COC1C,0.3104
CCC(=O)C(C)(O)C#C,0.2196
OC(C#C)(C#C)C1CO1,0.2762
CC1NC1C#N,0.2936
COCC1CC1(C)OC,0.3287
N=C1NN=NC(=N)C=C1,0.1723
CCOC(CO)C#CC,0.2857
OC1C2C3C=CC2C13O,0.2255
CC12CC1C(=O)C21CO1,0.2172
CCC12CC(CC1O)O2,0.311
CCC(O)C(C)(C)C=O,0.2308
CC1C2OC=NC12C#C,0.2465
CC(O)C1(CC1C)C#C,0.2886
Cc1c(c(ncn1)N)O,0.2047
C[NH2+]CC(=NO)C([O-])=O,0.1622
CC1C(O)CN1CC#C,0.2599
CCOC(C#C)C1CC1,0.2994
C#CC1C2CC3(CC3)C12,0.2897
CC(C)C1NC1C1CN1,0.302
COC(CC#N)C(C)C,0.2943
CCOC=NCCC#C,0.2657
CC1CN=C(O1)C=O,0.1867
CC12CC1(C)C1(O)CC21,0.3124
C1C2NC3=CC=NN3C12,0.2361
CCOC1CC1C#CC,0.2838
COC12CC3(C)CC1C23,0.3252
C1CC2OCCC2O1,0.3247
Cc1c(cnnc1O)O,0.1994
O=C(C#N)C1OC1C#C,0.1858
CC12CC3C=CC(O1)C23,0.2349
CC1CC(CC1=O)=NO,0.2184
CC1(O)C2C3CC2(O)C13,0.3072
COCC(=O)OCC=O,0.2283
COCC(C)COC=O,0.2737
CN=C1N=NON=C1F,0.1698
C1C2CC3C=CC1C23,0.2484
O=CCC12CC1C=CC2,0.2102
CC12CCC1N=COC2,0.2627
CCC1(C)OC=NC1C,0.2712
COC(C)C1COC1=N,0.2866
C1C2NC1C1=NOC=C21,0.2351
CC1CC2(C)CC2(O)C1,0.301
N=COCC1CC1C#C,0.2758
C1Cn2c1nc(n2)CO,0.2632
COCC1C(O)C1C=O,0.2226
CC1CC(=O)N2CCC12,0.2576
CCOC(C)(C)CO,0.317
OC12C3OC(CC1=O)C23,0.2057
CC(=NC)OCC#N,0.2793
O=CC1NCC11CCO1,0.2076
C1CC1OC2COC2,0.32
O=C1CC2(CC2C#N)N1,0.2792
CC(O)C1C=CC2OC12,0.2404
CC1(O)CC=CC1(C)C,0.262
CC1=CC2CC=CC2C1,0.2567
CC12CC1OCC1CN21,0.3017
O=C1NCC1NCC#N,0.2573
CC#CC12CC1CC2,0.2642
COC1CC=C(C)C1C,0.2589
OCCC(O)CCC#C,0.3135
CC(C)C1(O)COC1=O,0.2592
[NH3+]CCC(O)C([O-])=O,0.2745
CCC12CC3N(C1)C23C,0.3007
OC1CCC2C1C1CN21,0.2883
CNC(CN)C#N,0.2673
CC1CC1C1NC1C#C,0.278
CC1COCC2(C)NC12,0.3085
c1c[nH]nc1CCC=O,0.2225
Cc1c[nH]c(c1C)N,0.2471
COC1C2CC1C1CC21,0.3348
COCC1C(CO)N1C,0.2869
ON=C1C2CC(O2)C1O,0.2374
CC12OC1CC1C(O)C21,0.3052
CC12COC11CC2C=C1,0.2318
CC1CC2OC(=O)NC12,0.3131
CC(O)C1CC11CCC1,0.3266
N=COCC1=NNC=N1,0.2504
CC(O)C1(C)OCC1O,0.2989
CCC(C)(O)CO,0.3155
C1C=CC(=O)N1,0.2166
OC1C(OC1=O)C#C,0.2591
C1CC2(C1)C1OC2C=C1,0.2323
OCC12CCC1N2,0.3255
CC#CC1(CC1)C1CO1,0.2817
C1CCC(C1)C#CCO,0.2741
CC(=O)C1(CO)CN1,0.2316
C1OC2C3CC1COC23,0.2845
C1CNC(=O)C(=C1)CO,0.2147
N=COCCC#CC#C,0.2302
CC12C=CC3N1C2C3=O,0.1914
c1coc(c1N)N,0.2168
CC1(CC(=O)CO)CO1,0.2346
CCC1=CC(CC1)C=O,0.214
CCOC1CC1CC=O,0.2252
CC1(C)CCC1(O)CO,0.3069
CC1C2OC2C(C)C1=O,0.2253
CC12CN1CC2(O)CO,0.2829
C#CC1COCCOC1,0.2962
OC1C2C(=O)NCC12O,0.2546
C#Cc1[nH]c(cn1)C=O,0.1712
OC(C#C)C#CCC#N,0.2692
CC(=O)C(=O)NC=O,0.1636
CC1C2CC(O)C1(C)O2,0.3066
CC1C(O)CC1(C)O,0.3205
CCC(C)C(C)C,0.3822
CC1(NC1CC=O)C#C,0.2141
CC12CCN1C2C(N)=O,0.2481
CC(C)C1C(C)OC1=O,0.279
CC12CC3CC(O1)C23,0.3137
NC1(C#N)C2CCCC12,0.296
CC1(O)C2C3CN3C12C,0.276
CN1CC2CC(C2)C1=O,0.2678
O=C1OC2CC3NC1C23,0.2377
Cc1c(cc[nH]1)CC#C,0.2364
CCCC1OC1(C)C#N,0.3003
CC(=NCC1CC1)OC,0.2734
N=C1OC2C3CC2C13,0.2752
CCCC1(C)CN1C,0.2989
C1C2NC22C=CC3C2N13,0.2047
c1c(c(c(nn1)F)N)F,0.2067
C1C=CC2C=CCC12,0.2519
CC12CC3(O)C1C2C3=O,0.2414
COC1C=CCC1C#C,0.2552
c1cc(=O)oc(c1N)N,0.1629
C(C(=O)N)N=C(C=O)N,0.1739
CC1C2NC2(C)C1C=O,0.2038
CNC(C)C(OC)C#N,0.2472
N#CC1CN=COCO1,0.2593
CC#CC(=O)C(C)C#C,0.1979
OC1C2C3CCC1OC23,0.2848
CCN1C2CC2(O)C1=O,0.2315
CN1C2C=CCC2C1=O,0.2401
CCC1C(O)C1C=O,0.2225
C1OC23CC4CC2N4C13,0.2787
Cn1cc(nc1)O,0.229
CC1(CC1)C(=N)OC=O,0.2495
C1CC1C2COC2,0.3266
COCC1(CC1)C(=O)N,0.2737
CN1C2C1C1C2N1C,0.2548
CC#CCC1COC=N1,0.2595
C#CC12CC3NC3C1O2,0.2674
C(=N)N(C=O)C(=N)C#N,0.1982
O=CC12OC3C1C2C3=O,0.19
CC(C#C)C(=O)OC=N,0.238
N=C1OCC1NC=O,0.2713
COC1=CC(=N)NC=N1,0.1697
CN(C=N)c1ncon1,0.2092
NC(=N)C1(CCO1)C#N,0.2504
C1OC11C2NC2C2OC12,0.2964
C1C(CO1)CC(F)(F)F,0.3258
CC1(COC1)OCC#N,0.2583
[O-]C(=O)C1CC1NC=[NH2+],0.2336
C1CC12C=CCC2=O,0.2221
CC1(C)OC1C1CCC1,0.3372
OC12CN3C1C=CC3C2,0.226
CC1CC2C(CO)N2C1,0.2915
OC1C=CN(C=O)C1=N,0.2052
CC12CC3CC3C1C2O,0.3003
CN(C=N)c1cocn1,0.2051
c1c(c(cnc1F)F)F,0.2225
CC1CC2(C)OCC12O,0.3005
CCC#CCCC#CC,0.2895
COC1COC(C)C1=O,0.1961
CC1NC11CCN2CC12,0.3062
NC1C(CCO)OC1=O,0.2495
CC1(O)C2CC1N1CC21,0.2835
c1c(cn[nH]1)O,0.2369
CC12CC3(O)C(N1)C23O,0.2711
O=CC(=O)C(=O)C1CO1,0.1293
CCCC(C)C#CCO,0.276
ON=C1CCOCC1O,0.2401
N=C1OC2CC3CC3C12,0.291
C#CCCOC(=O)C=O,0.1804
OCC(O)C1COC1=O,0.2648
CCCc1cc(oc1)C,0.2346
C[NH2+]CC#CCC([O-])=O,0.1889
CCOC(=N)OC1CC1,0.314
C1CC(C1)CC#CC=O,0.2052
Cc1c(ocnc1=O)N,0.1979
C1N2C3C=C4CCC13C24,0.1456
OC1CC2C1N2C1CC1,0.3046
O=C1NC2C3CC1C23,0.258
Cc1c(cno1)N(=O)=O,0.2021
CC1C2C3OC1(C)C23O,0.2894
OC1=CN=C(N1)C1CO1,0.224
OC1C=CC(O)C2NC12,0.2585
CC12[NH2+]CC1C2C([O-])=O,0.2627
CCC1CC(O)C11CO1,0.3115
CC1CCOCC1C#C,0.2972
OC12C3C4C5C(C13)C2N45,0.2874
CC(C[NH3+])[N-]C(=O)C#N,0.2265
COc1cc(=O)[nH]nc1,0.1856
CC(C)c1cccnc1,0.2285
OC1CC=CCOC1=N,0.2566
CC(=O)OCCCOC,0.2759
COC1CC(=O)NC1=N,0.241
COc1cnc(nn1)N,0.1612
Cn1ccc(c1O)C=O,0.1889
CCOC(=O)C(=O)C#N,0.1695
CC(C#N)C1=CON=N1,0.2349
CCC1C(C#N)N1CC,0.2606
CC(O)C1=NNC=C1,0.2573
CC(O)C1(CC1)C(N)=O,0.2719
CCCC(C#N)C(C)=O,0.2319
OC1CN=C2NCC=C12,0.1929
C#CC12C3CC1CN2C3,0.2351
CC(CC#N)C1CC1O,0.3109
CN1C2C3CC1(C)C2O3,0.2864
OC12CCC=C1C1CC21,0.2267
C#CCOCCC1CO1,0.2895
CCC(C)N(C)CC#N,0.2569
CC1C2C(=O)OC12CO,0.2732
CC1N2C3CC1(O)C23C,0.2955
NC1=NC2CC2OC1=O,0.1827
C1C2OC3=C(N=NO3)C12,0.1626
C#Cc1c[nH]cc1C#C,0.2162
OCC1CN2N=CC=C12,0.2632
C1OCC2OC2CC=C1,0.2453
OC(C1CO1)C(F)(F)F,0.3601
CC1C2OC3CCN1C23,0.2824
CC1C2CC(C)OC12C,0.3091
C#CCOc1ncno1,0.2578
CC(=O)c1ccn(n1)C,0.205
CC(=O)CC1(CO)CO1,0.2227
CC(O)C1C2CC1C2=O,0.2517
OC12CC1CCOC2=N,0.2505
C1C=CC2C3C1N=CN23,0.2243
CCC1CC(CC)C=C1,0.2602
CC1(O)COC2CC12,0.2948
CC1(C#C)N2CC2C1=O,0.2101
COC1CC1C#C,0.2793
CC1CCCCCOC1,0.3189
CC(=NO)C1(CC1)CO,0.2434
CCCC12CC3CC1C23,0.3295
CC12CC3OC1(C)C23,0.3068
Cc1cc(c[nH]1)CC#C,0.2407
CCCC1CC1(C)CC,0.3388
CC1C2CCC3(CC3)C12,0.3206
N=C1C=NN(C=O)N=N1,0.1668
O=C1CC2CC(=O)CC12,0.2091
c1c([nH]nc1C=O)CO,0.2003
CC1(CC(=O)OC=N1)C,0.2485
C1C2N3CC22CC=CC132,0.2159
C1CC1C12COC1CO2,0.302
C1CNc2c1oc(n2)N,0.2066
C1C2C3OC4(COC24)C13,0.2937
CC12CC3(O)C1CCC23,0.3288
O=C(C1CO1)N1CCC1,0.2445
[NH3+]C1C2CC1(C2)C([O-])=O,0.2621
CC1(C#C)C2CC=CC12,0.2304
NC(=O)C(CO)CC=O,0.2266
NC1(C#N)C2CC1N2,0.271
CC1NC1C1NC1CO,0.3075
Cn1c(nn(c1=O)C)O,0.2496
O=C1NC23CC4C2C1C34,0.2414
CC(C)(C)COC1CC1,0.3229
OC1C2NC2C11CCO1,0.2862
C1CC12CC3(C2)CO3,0.3287
c1c(c([nH]n1)N)C#N,0.23
CC1NC(=O)C=CC=C1,0.1781
CC#CCC1NCC1=O,0.2093
CN1C2CC2(C=O)C1=O,0.2072
CC(C)(CO)C#CC#N,0.245
OC1C2CCN2C1=O,0.2268
OCC1OCC=C1,0.2445
C1OC1C12CC1N=CO2,0.2602
CCN1CC2(C1)CCO2,0.2887
CC1CC23CC2(CC3)C1,0.2927
CC(CCCC=O)C#N,0.2286
OC1CC2CC1(O2)C#C,0.2628
CCN=COCC(C)C,0.2726
CC(C)(C(F)(F)F)OC,0.345
CC(=O)C#CC#CC#C,0.1585
CCC(O)C(C)C,0.3336
OC1CC1C1OCC1O,0.3045
Cc1c(con1)CCO,0.2488
Cn1cccc(c1=O)F,0.1785
CC1OC2=COC=C2O1,0.2422
O=CCC1CC2CC2C1,0.2275
CN1CC=CCOC1=O,0.2433
CC1(O)CC=CC=CC1,0.1894
CC12COC1=NCC2,0.2615
CCC1(CO)C2CCN12,0.3143
OC1C2C1C(=O)NC2=O,0.2287
COC12CC1(CO)CC2,0.3278
OC1CN2C1C=CC2=O,0.2093
CC(C)(CO)C#CC=O,0.2055
O=C1C2C3NC(=O)C1C23,0.2237
CC(C#C)C1CC(=O)N1,0.2844
CCCC(O)(C=O)C#C,0.2147
CC12OC3(CO)CC1C23,0.2982
CC1(OCCO1)C2CC2,0.3356
N=C1C=NOC(C=O)=N1,0.1729
OC1C2CC1C=CC2,0.2494
CC#CC#CCC1CO1,0.2255
c1cncnc1N2CC2,0.2139
CC1N2CC1(C)C2C#C,0.2549
CC(C)C(O)(CN)C#N,0.2595
CN1C(C=O)C1(C)C#N,0.1926
CC#CC(N)(CN)C#N,0.2498
c1c[nH]c(c1CCO)N,0.2345
CC1(CC#C)C2CC1C2,0.3138
OC1C=CCC1=O,0.2227
C#CC1=CCC2CCC12,0.2093
NC1(C[NH2+]C1)C([O-])=O,0.2597
O=CCCC1CC2NC12,0.2176
OC1=CNC(=N1)C1CO1,0.2136
CC1CC(=O)CC=C1,0.225
Cc1c(cnc(n1)O)N,0.1789
CC1COCC(C1)C=O,0.227
CC(C)N1C=NCC1=O,0.228
CC1(C)CCOC1CO,0.3182
OCC1OCC(O1)C#N,0.2727
CC1C2C3CC2C(=O)C13,0.2276
CC(C)C(=O)NCCO,0.2767
CNC(=O)C(=O)CCO,0.1795
CC1(C)CC2CC2O1,0.3132
CC12CC3C1COC23,0.3311
CN1CC1(CN)C#N,0.2702
CCC1NC(CC)C1=O,0.2176
CC1(CC1)C(C=O)C#C,0.2166
N=COCC1=CN=CN1,0.2407
CCC(C)OCC1CO1,0.331
C#Cc1cc(n[nH]1)O,0.2033
CCCC1(C)C2CCC12,0.3305
N#CCCC1(CO1)C#N,0.3019
O=CCOC1CC1C#N,0.229
CC(C)C1C(C)C1(C)C,0.3248
OC1CC=CC2(CC2)C1,0.2508
CCC1C2C(=N)OC12C,0.2766
CC1=CCC2(C1)COC2,0.2599
CC1CC2(O)CCC12,0.3213
OC12CC3=CC(=O)C1C23,0.1599
CCn1c(n[nH]c1=O)C,0.2399
CC1=CC2CC2C2OC12,0.2373
CC(=O)CC1=NCCO1,0.2337
CN1CC2(C1)C=CCO2,0.2291
CN1C2C3OC2C13C=O,0.1915
CC12CC1CNC(=O)N2,0.29
N=C1OC2CC2C2CC12,0.2686
CCC12CC(COC1)O2,0.3156
CCOc1nc(no1)O,0.2579
OCCC12CC(O)C1N2,0.3112
OC1(CC1C#C)C#C,0.26
CN1N=COC(=N)C1=O,0.1913
CC1CC2CC(C2)C1=O,0.2263
N#CC1COC2CC2C1,0.2777
CN1C2CC1C(=O)OC2,0.2375
CN=COCC(=O)C#N,0.1646
OCCC1C2CC(O)C12,0.3224
C(C=O)C#CC(=O)N,0.2172
C1NC11CCCC=C1,0.2396
O=CNC1CC=CC1=O,0.1952
CC(O)C1=NNC=C1O,0.2348
C1CC11C=CC2CC1C2,0.239
OC1C2C3OC3C(O)C12,0.2728
COC(=O)C1C2CCN12,0.2364
CC1(CC1)C2(COC2)O,0.314
C[NH+]=C1NCC1C([O-])=O,0.2342
C1C2C1C1OCC2O1,0.3355
CC1(CCC1)NCC#N,0.267
N#CC1CNC1C1CO1,0.2671
CC(=N)Nc1ccno1,0.2109
CCN1C2CN3CC1C23,0.266
CC(C)(O)C1OCC1O,0.2816
CC12CC1(C#C)C(O)C2,0.2662
CC1C=CC2OCC1O2,0.2484
N#CC12CC1C1CCN21,0.2434
CC1C(O)C2OCCC12,0.3127
CC12NC1CC2(O)CO,0.2806
CCC(CO)(CO)C#C,0.2951
CCC1CCC1CCO,0.3426
CC1C(=N)OCOC1=N,0.2713
COC1OC(=N)C(C)=C1,0.2242
COC(=O)NC1CC1C,0.3004
O=CCC12NC1C1NC21,0.1805
CNC1=CC(=O)NC1=N,0.1678
NC(=O)C(O)CCC#C,0.2683
OCC12CC1C(=O)OC2,0.2718
CC(C)NC(=O)C(=O)N,0.2111
NC(=[NH2+])C1=CC(=O)N[CH-]1,0.0886
CC12CC(O1)C1OCC21,0.3135
OCC(O)C1=NON=C1,0.2145
CCCC(O)(CC)C#N,0.3111
O=CC12NCC1CC2=O,0.1794
O1C2C3C=CC4C1C2N34,0.2099
CC1C(CC1=O)NC=O,0.2143
CC1OC1(C)C(N)=O,0.2635
[NH3+]CCC1=NOC([O-])=C1,0.0623
CC12CCC3C(CC13)C2,0.3583
CNC(=O)C(C)O,0.277
CCN(C)C(=O)C1CN1,0.2586
O=CCC1=CC2CC2C1,0.2009
[NH3+]CC(C1CO1)C([O-])=O,0.2758
CC1C(C)C1OCC=O,0.2201
CC1C2(C)CC1(C)C2C,0.3634
CC1C(C)C2(CN12)C=O,0.2023
CC1(CC1)C(O)CCO,0.3263
N#CC1CC2C3CN1C23,0.2669
Cc1c[nH]c(c1N)C,0.2396
CC1=CCc2n1ccn2,0.203
CC1COC1C(=O)CO,0.2142
CC1C2C3NC3C12C#C,0.2365
CC1C(OC=O)C1(C)O,0.2595
CC12CCC1COC2=N,0.2813
CC1(C)CC1OC1CC1,0.3198
O=CCCC12CCC1O2,0.2267
O=C1C(CC1C#N)C#N,0.2168
C[NH+]1CC(C)(C1)C([O-])=O,0.1798
CC1CC2C3C4C2C1N34,0.3067
CC1C(C)N1C(=N)C#N,0.2021
O=CNCC1OC1C#N,0.2535
COc1cc([nH]c1)CO,0.224
OC1C2CC1C(=C2)C#N,0.201
O=C1NCC2CCC2O1,0.2994
C1CCC2OC2C1,0.3433
CC1(NCC11CO1)C#C,0.2712
CC#CC1(CC1C)C#C,0.2608
CCC1=CON=NC1=N,0.165
OC12CC1C1OC=NC21,0.2614
CCC(=NO)COC,0.2528
COC1C2CC(CO)C12,0.313
Cc1c2c(c[nH]1)nco2,0.1949
CCC1(O)CCC(C)=C1,0.2552
OC1C2NCCOC12,0.2711
