smiles,heat_capacity
CC(=N)OC1(CC1)C#C,35.342
CC(=N)OC1(CC1)C#N,33.2
CC(=O)CC1(CC1)C#C,36.196
CC(=O)CC1(CC1)C#N,33.971
CC(=O)CC1(CN1)C#C,35.138
CC(=O)CC1(CN1)C#N,33.058
CC(=O)CC1(CO1)C#C,34.555
CC(=O)CC1(CO1)C#N,32.591
CC(=O)NC1(CC1)C#C,35.722
CC(=O)NC1(CC1)C#N,33.572
CC(=O)OC1(CC1)C#C,34.477
CC(=O)OC1(CC1)C#N,32.366
C#CC1(CC1)CC(=O)N,35.393
C1CC1(CC(=O)N)C#N,33.26
NC(=O)CC1(CN1)C#C,34.265
NC(=O)CC1(CN1)C#N,32.458
NC(=O)CC1(CO1)C#C,33.79
NC(=O)CC1(CO1)C#N,31.917
C#CC1(CC1)NC(=O)N,35.018
C1CC1(C#N)NC(=O)N,33.246
C#CC1(CC1)OC(=O)N,33.998
C1CC1(C#N)OC(=O)N,31.91
CC(=N)OC1(CC1)C=O,33.959
CC(=O)CC1(CC1)C=O,34.792
CC(=O)CC1(CN1)C=O,33.786
CC(=O)CC1(CO1)C=O,33.463
CC(=O)NC1(CC1)C=O,34.52
CC(=O)OC1(CC1)C=O,33.085
C1CC1(CC(=O)N)C=O,34.594
NC(=O)CC1(CN1)C=O,32.719
NC(=O)CC1(CO1)C=O,33.144
C1CC1(C=O)NC(=O)N,34.174
C1CC1(C=O)OC(=O)N,32.505
CC(=N)OC12CC(C1)C2,32.423
CC(=N)OC12CN(C1)C2,31.583
CC(=O)CC12CC(C1)C2,33.54
CC(=O)CC12CC(C1)O2,32.457
CC(=O)CC12CN(C1)C2,32.722
CC(=O)NC12CC(C1)C2,33.134
CC(=O)NC12CN(C1)C2,32.318
CC(=O)OC12CC(C1)C2,31.574
CC(=O)OC12CN(C1)C2,30.741
NC(=O)CC12CC(C1)C2,33.315
NC(=O)CC12CC(C1)O2,31.612
NC(=O)CC12CN(C1)C2,32.515
NC(=O)NC12CC(C1)C2,32.375
NC(=O)NC12CN(C1)C2,31.519
NC(=O)OC12CC(C1)C2,31.189
NC(=O)OC12CN(C1)C2,30.4
[O-]C(=O)CC12CC(C1)[NH2+]2,29.487
CC(=N)OC12CC1CC2,33.552
CC(=N)OC12CC1OC2,32.036
CC(=O)CC12CC1CC2,34.447
CC(=O)CC12CC1CO2,32.955
CC(=O)CC12CC1OC2,33.022
CC(=O)CC12CCC1N2,33.472
CC(=O)CC12CCC1O2,33.059
CC(=O)CC12CN1CC2,33.538
CC(=O)NC12CC1CC2,33.968
CC(=O)NC12CC1OC2,32.514
CC(=O)OC12CC1CC2,32.686
CC(=O)OC12CC1OC2,31.176
NC(=O)CC12CC1CC2,34.204
NC(=O)CC12CC1CO2,32.254
NC(=O)CC12CC1OC2,32.622
NC(=O)CC12CCC1N2,32.73
NC(=O)CC12CCC1O2,32.458
NC(=O)NC12CC1CC2,33.598
NC(=O)NC12CC1OC2,32.122
NC(=O)OC12CC1CC2,32.238
NC(=O)OC12CC1OC2,30.799
[O-]C(=O)CC12CC1C[NH2+]2,30.345
[O-]C(=O)CC12CC1[NH2+]C2,31.284
CC(=O)CC1=CCCC1,34.431
CC(=O)CC1=CCOC1,32.88
CC(=O)CC1=NCCO1,31.801
CC(=O)NC1=CCCC1,33.828
CC(=O)NC1=CCOC1,32.377
CC(=O)NC1=NCCN1,31.759
CC(=O)NC1=NCCO1,31.139
C1CC=C(C1)CC(=O)N,34.03
C1C=C(CO1)CC(=O)N,32.503
C1COC(=N1)CC(=O)N,30.773
C1CC=C(C1)NC(=O)N,33.286
C1C=C(CO1)NC(=O)N,31.936
C1COC(=N1)NC(=O)N,30.552
[O-]C(=O)CC1=CC[NH2+]C1,31.288
[O-]C(=O)CC1=[NH+]CCN1,33.526
CC(=N)OC1C2CC1C2,31.962
CC(=N)OC1C2CC1O2,31.015
CC(=O)CC1C2CC1C2,33.164
CC(=O)CC1C2CC1O2,32.146
CC(=O)CC1C2CN1C2,32.383
CC(=O)CN1C2CC1C2,32.688
CC(=O)NC1C2CC1C2,32.622
CC(=O)NC1C2CC1O2,31.673
CC(=O)OC1C2CC1C2,31.156
CC(=O)OC1C2CC1O2,30.188
NC(=O)CC1C2CC1C2,32.793
NC(=O)CC1C2CC1O2,31.779
NC(=O)CC1C2CN1C2,31.059
NC(=O)CN1C2CC1C2,31.916
NC(=O)NC1C2CC1C2,32.1
NC(=O)NC1C2CC1O2,31.153
NC(=O)OC1C2CC1C2,30.711
NC(=O)OC1C2CC1O2,29.782
[O-]C(=O)CC1C2CC1[NH2+]2,30.079
[O-]C(=O)CC1C2C[NH+]1C2,28.953
[O-]C(=O)C[NH+]1C2CC1C2,29.509
CC(=N)OC1C2CCC12,32.933
CC(=N)OC1C2COC12,31.267
CC(=O)CC1C2CCC12,33.885
CC(=O)CC1C2CCN12,33.069
CC(=O)CC1C2COC12,32.493
CC(=O)CN1C2CCC12,33.257
CC(=O)NC1C2CCC12,33.498
CC(=O)NC1C2COC12,31.747
CC(=O)OC1C2CCC12,32.098
CC(=O)OC1C2COC12,30.447
NC(=O)CC1C2CCC12,33.672
NC(=O)CC1C2COC12,31.157
NC(=O)CN1C2CCC12,32.562
NC(=O)NC1C2CCC12,33.175
NC(=O)NC1C2COC12,31.207
NC(=O)OC1C2CCC12,31.648
NC(=O)OC1C2COC12,29.96
[O-]C(=O)CC1C2C[NH2+]C12,29.646
CC(=N)OC1CC(=O)C1,33.204
CC(=O)CC1CC(=N)O1,32.778
CC(=O)CC1CC(=O)C1,34.353
CC(=O)CC1CC(=O)N1,33.289
CC(=O)CC1CC(=O)O1,31.767
CC(=O)CN1CC(=O)C1,33.208
CC(=O)NC1CC(=O)C1,33.778
CC(=O)OC1CC(=O)C1,32.383
NC(=O)CC1CC(=N)O1,32.085
C1C(CC1=O)CC(=O)N,34.115
NC(=O)CC1CC(=O)N1,32.853
NC(=O)CC1CC(=O)O1,31.088
C1C(=O)CN1CC(=O)N,32.456
C1C(CC1=O)NC(=O)N,33.225
C1C(CC1=O)OC(=O)N,31.994
[O-]C(=O)CC1CC(=[NH2+])N1,31.947
CC(=N)OC1CC1(C)C,38.43
CC(=N)OC1CC1(C)O,37.471
CC(=O)CC1CC1(C)C,39.44
CC(=O)CC1CC1(C)O,38.371
CC(=O)CC1NC1(C)C,38.848
CC(=O)CC1OC1(C)C,38.218
CC(=O)CN1CC1(C)C,38.741
CC(=O)NC1CC1(C)C,38.994
CC(=O)NC1CC1(C)O,37.783
CC(=O)OC1CC1(C)C,37.637
CC(=O)OC1CC1(C)O,36.57
CC1(C)CC1CC(N)=O,39.136
CC1(C)CC1NC(N)=O,38.221
CC1(C)CC1OC(N)=O,37.189
CC1(CN1CC(=O)N)C,38.053
CC1(C)NC1CC(N)=O,37.572
CC1(C)[NH2+]C1CC([O-])=O,35.357
CC1(C)OC1CC(N)=O,37.14
CC1([NH3+])CC1CC([O-])=O,36.413
CC1(O)CC1CC(N)=O,38.071
CC1(O)CC1NC(N)=O,37.077
CC1(O)CC1OC(N)=O,36.093
CC(=N)OC1CC1C#C,34.779
CC(=N)OC1CC1C#N,32.657
CC(=O)CC1CC1C#C,36
CC(=O)CC1CC1C#N,33.792
CC(=O)CC1NC1C#C,35.048
CC(=O)CC1NC1C#N,32.96
CC(=O)CC1OC1C#C,34.283
CC(=O)CC1OC1C#N,32.255
CC(=O)CN1CC1C#C,34.928
CC(=O)CN1CC1C#N,32.86
CC(=O)NC1CC1C#C,35.275
CC(=O)NC1CC1C#N,33.191
CC(=O)OC1CC1C#C,33.95
CC(=O)OC1CC1C#N,31.778
NC(=O)CC1CC1C#C,35.511
NC(=O)CC1CC1C#N,33.404
NC(=O)CC1NC1C#C,33.931
NC(=O)CC1NC1C#N,32.501
NC(=O)CC1OC1C#C,33.298
NC(=O)CC1OC1C#N,31.774
NC(=O)CN1CC1C#C,34.228
NC(=O)CN1CC1C#N,32.198
NC(=O)NC1CC1C#C,34.687
NC(=O)NC1CC1C#N,33.001
NC(=O)OC1CC1C#C,33.502
NC(=O)OC1CC1C#N,31.303
CC(=N)OC1CC1C=O,33.573
CC(=O)CC1CC1C=O,34.695
CC(=O)CC1CN1C=O,33.588
CC(=O)CC1NC1C=O,33.918
CC(=O)CC1OC1C=O,33.211
CC(=O)CN1CC1C=O,33.798
CC(=O)NC1CC1C=O,34.154
CC(=O)OC1CC1C=O,32.734
NC(=O)CC1CC1C=O,34.301
NC(=O)CC1CN1C=O,33.261
NC(=O)CC1NC1C=O,32.965
NC(=O)CC1OC1C=O,32.796
NC(=O)CN1CC1C=O,33.114
NC(=O)NC1CC1C=O,33.355
NC(=O)OC1CC1C=O,32.357
[O-]C(=O)CC1CN1C=[NH2+],31.886
CC(=N)OC1CC2CC12,33.019
CC(=N)OC1CC2NC12,32.273
CC(=N)OC1CC2OC12,31.536
CC(=N)OC1CN2CC12,32.051
CC(=O)CC1CC2CC12,34.277
CC(=O)CC1CC2CN12,33.19
CC(=O)CC1CC2NC12,33.467
CC(=O)CC1CC2OC12,32.74
CC(=O)CC1CN2CC12,33.266
CC(=O)CC1OC2CC12,32.558
CC(=O)CN1CC2CC12,33.432
CC(=O)NC1CC2CC12,33.587
CC(=O)NC1CC2NC12,32.578
CC(=O)NC1CC2OC12,31.915
CC(=O)NC1CN2CC12,32.627
CC(=O)OC1CC2CC12,32.186
CC(=O)OC1CC2NC12,31.401
CC(=O)OC1CC2OC12,30.701
CC(=O)OC1CN2CC12,31.198
NC(=O)CC1CC2CC12,33.882
NC(=O)CC1CC2NC12,33.122
NC(=O)CC1CC2OC12,32.478
NC(=O)CC1CN2CC12,33.006
NC(=O)CC1OC2CC12,31.715
NC(=O)CN1CC2CC12,32.626
NC(=O)NC1CC2CC12,33.051
NC(=O)NC1CC2NC12,32.06
NC(=O)NC1CC2OC12,31.391
NC(=O)NC1CN2CC12,32.12
NC(=O)OC1CC2CC12,31.721
NC(=O)OC1CC2NC12,30.962
NC(=O)OC1CC2OC12,30.367
NC(=O)OC1CN2CC12,30.793
[O-]C(=O)CC1CC2[NH2+]C12,31.078
[O-]C(=O)CC1C[NH+]2CC12,29.681
[O-]C(=O)CC1[NH2+]C2CC12,29.986
[O-]C(=O)C[NH+]1CC2CC12,30.256
CC(=N)OC1CC=CC1,33.244
CC(=N)OC1CN=CO1,30.334
CC(=O)CC1CC=CC1,34.415
CC(=O)CC1CN=CO1,31.41
CC(=O)CN1CC=CC1,33.56
CC(=O)NC1CC=CC1,33.66
CC(=O)OC1CC=CC1,32.366
CC(=O)OC1CN=CO1,29.461
NC(=O)CC1CC=CC1,33.958
NC(=O)CC1CN=CO1,30.782
C1C=CCN1CC(=O)N,32.837
NC(=O)NC1CC=CC1,32.978
NC(=O)OC1CC=CC1,31.925
NC(=O)OC1CN=CO1,29.11
[O-]C(=O)CC1C[NH+]=CN1,29.439
[O-]C(=O)C[NH+]1CC=CC1,30.42
CC(=N)OC1CCC1=O,33.136
CC(=N)OC1CNC1=O,32.091
CC(=N)OC1COC1=N,31.617
CC(=N)OC1COC1=O,30.659
CC(=O)CC1CCC1=O,33.946
CC(=O)CC1CNC1=O,32.99
CC(=O)CC1COC1=N,32.542
CC(=O)CC1COC1=O,31.5
CC(=O)CC1NCC1=O,33.333
CC(=O)CC1OCC1=O,32.412
CC(=O)CN1CCC1=O,32.797
CC(=O)NC1CCC1=O,33.453
CC(=O)NC1CNC1=O,32.652
CC(=O)NC1COC1=N,32.207
CC(=O)NC1COC1=O,31.135
CC(=O)OC1CCC1=O,32.118
CC(=O)OC1CNC1=O,31.308
CC(=O)OC1COC1=N,30.802
CC(=O)OC1COC1=O,29.748
NC(=O)CC1CCC1=O,32.909
NC(=O)CC1CNC1=O,31.858
NC(=O)CC1COC1=N,31.42
NC(=O)CC1COC1=O,30.495
NC(=O)CC1NCC1=O,32.184
NC(=O)CC1OCC1=O,31.443
C1CN(C1=O)CC(=O)N,31.592
NC(=O)NC1CCC1=O,32.88
NC(=O)NC1CNC1=O,31.993
NC(=O)NC1COC1=N,31.573
NC(=O)NC1COC1=O,30.699
NC(=O)OC1CCC1=O,31.635
NC(=O)OC1CNC1=O,30.843
NC(=O)OC1COC1=N,30.35
NC(=O)OC1COC1=O,29.341
[O-]C(=O)CC1CNC1=[NH2+],30.776
[O-]C(=O)CN1CCC1=[NH2+],29.837
CC(=N)OC1CCC=C1,33.246
CC(=N)OC1OCC=C1,31.647
CC(=O)CC1CCC=C1,34.433
CC(=O)CC1COC=N1,31.366
CC(=O)CC1OCC=C1,32.725
CC(=O)NC1CCC=C1,33.738
CC(=O)OC1CCC=C1,32.379
CC(=O)OC1OCC=C1,30.779
NC(=O)CC1CCC=C1,34.159
NC(=O)CC1COC=N1,30.464
NC(=O)CC1OCC=C1,31.877
NC(=O)NC1CCC=C1,33.19
NC(=O)OC1CCC=C1,31.926
NC(=O)OC1OCC=C1,30.306
[O-]C(=O)CC1CNC=[NH+]1,29.439
[O-]C(=O)CC1[NH2+]CC=C1,30.103
[O-]C(=O)CN1CC[NH+]=C1,33.819
CC(=N)OC1CCCC1,34.734
CC(=N)OC1CCCO1,33.066
CC(=N)OC1CCOC1,33.074
CC(=O)CC1CCCC1,36.021
CC(=O)CC1CCCO1,34.25
CC(=O)CC1CCOC1,34.151
CC(=O)CC1COCO1,32.364
CC(=O)CC1OCCO1,32.558
CC(=O)NC1CCCC1,35.412
CC(=O)NC1CCOC1,33.452
CC(=O)OC1CCCC1,33.933
CC(=O)OC1CCCO1,32.201
CC(=O)OC1CCOC1,32.226
C1CCC(C1)CC(=O)N,35.796
NC(=O)CC1CCCO1,33.286
NC(=O)CC1CCOC1,33.827
NC(=O)CC1COCO1,31.671
C1COC(O1)CC(=O)N,31.86
C1CCC(C1)NC(=O)N,34.814
NC(=O)NC1CCOC1,32.745
C1CCC(C1)OC(=O)N,33.464
NC(=O)OC1CCCO1,31.832
NC(=O)OC1CCOC1,31.84
[O-]C(=O)CC1CCC[NH2+]1,31.634
[O-]C(=O)CC1CC[NH2+]C1,31.253
[O-]C(=O)C[NH+]1CCCC1,31.813
CC(=O)CN=C(C#N)N,33.575
NC(=[NH+]CC([O-])=O)C#C,33.535
C(C(=O)N)N=C(C#N)N,32.795
CC(=O)CN=C(C=O)N,33.988
C(C(=O)N)N=C(C=O)N,33.28
CC(=O)CN=C1CCO1,32.616
C1COC1=NCC(=O)N,32.24
[O-]C(=O)C[NH+]=C1CCN1,31.251
CC(=O)NC=NC1CC1,34.499
CC(=O)OC=NC1CC1,33.496
C1CC1N=CNC(=O)N,34.113
C1CC1N=COC(=O)N,33.272
[O-]C(=O)C[NH+]=CN1CC1,36.118
CC(=O)NC=NCC#C,34.976
CC(=O)NC=NCC#N,32.936
CC(=O)OC=NCC#C,33.968
CC(=O)OC=NCC#N,31.943
C#CCN=CNC(=O)N,34.603
C(C#N)N=CNC(=O)N,32.576
C#CCN=COC(=O)N,33.761
C(C#N)N=COC(=O)N,31.8
CC(=O)CN=CNC=O,33.623
CC(=O)CN=COC=O,32.81
CC(=O)NC=NCC=O,34.118
CC(=O)OC=NCC=O,32.933
C(C(=O)N)N=CNC=O,33.193
C(C(=O)N)N=COC=O,32.443
C(C=O)N=CNC(=O)N,33.546
C(C=O)N=COC(=O)N,32.792
[O-]C(=O)CN=CNC=[NH2+],36.17
CC(=N)OCC#CC#C,34.508
CC(=N)OCC#CC#N,32.284
CC(=O)CCC#CC#C,35.845
CC(=O)CCC#CC#N,33.51
CC(=O)NCC#CC#C,35.068
CC(=O)NCC#CC#N,32.795
CC(=O)OCC#CC#C,33.614
CC(=O)OCC#CC#N,31.406
C#CC#CCCC(=O)N,35.594
C(CC(=O)N)C#CC#N,33.214
C#CC#CCNC(=O)N,34.386
C(C#CC#N)NC(=O)N,32.302
C#CC#CCOC(=O)N,33.299
C(C#CC#N)OC(=O)N,31.156
CC(=N)OCC#CC=O,33.325
CC(=O)CCC#CC=O,34.628
CC(=O)NCC#CC=O,33.845
CC(=O)OCC#CC=O,32.499
C(CC(=O)N)C#CC=O,34.277
C(C#CC=O)NC(=O)N,33.349
C(C#CC=O)OC(=O)N,32.2
CC(=N)OCC(=O)C#C,34.007
CC(=N)OCC(=O)C#N,32.283
CC(=O)CCC(=O)C#C,35.287
CC(=O)CCC(=O)C#N,33.471
CC(=O)CNC(=N)C#N,33.674
CC(=O)CNC(=O)C#C,34.446
CC(=O)COC(=N)C#C,34.156
CC(=O)COC(=N)C#N,32.264
CC(=O)COC(=O)C#C,33.018
CC(=O)COC(=O)C#N,31.391
CC(=O)NCC(=O)C#C,34.426
CC(=O)NCC(=O)C#N,32.68
CC(=O)OCC(=O)C#C,33.006
CC(=O)OCC(=O)C#N,31.29
NC(=[NH2+])C[N-]C(=O)C#N,31.597
C#CC(=O)CCC(=O)N,34.836
C(CC(=O)N)C(=O)C#N,33.051
C(C(=O)N)NC(=N)C#N,32.636
C#CC(=O)NCC(=O)N,34.13
NC(=O)COC(=N)C#C,33.869
NC(=O)COC(=N)C#N,31.969
C#CC(=O)OCC(=O)N,32.448
C(C(=O)N)OC(=O)C#N,30.817
C#CC(=O)CNC(=O)N,33.617
C(C(=O)C#N)NC(=O)N,31.956
C#CC(=O)COC(=O)N,32.463
C(C(=O)C#N)OC(=O)N,30.849
[O-]C(=O)CNC(=[NH2+])C#C,33.537
CC(=N)OCC(=O)C=O,33.16
CC(=O)CCC(=O)C=O,34.196
CC(=O)CNC(=N)C=O,34.303
CC(=O)CNC(=O)C=O,33.396
CC(=O)COC(=N)C=O,32.967
CC(=O)COC(=O)C=O,32.117
CC(=O)NCC(=O)C=O,33.551
CC(=O)OCC(=O)C=O,32.326
C(CC(=O)N)C(=O)C=O,33.921
C(C(=O)N)NC(=N)C=O,33.194
C(C(=O)N)NC(=O)C=O,33.011
NC(=O)COC(=N)C=O,32.781
C(C(=O)N)OC(=O)C=O,31.618
C(C(=O)C=O)NC(=O)N,32.699
C(C(=O)C=O)OC(=O)N,31.652
CC(=N)OCC(C)(C)O,40.596
CC(=O)CCC(C)(C)C,42.773
CC(=O)CCC(C)(C)O,41.735
CC(=O)COC(C)(C)C,41.504
CC(=O)NCC(C)(C)C,42.018
CC(=O)NCC(C)(C)O,40.636
CC(=O)OCC(C)(C)C,40.773
CC(=O)OCC(C)(C)O,39.797
CC(C)(C)CCC(=O)N,42.375
CC(C)(C)CNC(=O)N,41.446
CC(C)(C)COC(=O)N,40.298
CC(C)(C)[NH2+]CC([O-])=O,38.927
CC(C)(C)OCC(=O)N,40.893
CC(C)([NH3+])CCC([O-])=O,38.348
CC(C)(CCC(=O)N)O,41.086
CC(C)(CNC(=O)N)O,40.098
CC(C)(COC(=O)N)O,38.462
CC(=N)OCC1(C)CC1,37.603
CC(=N)OCC1(C)CN1,36.664
CC(=N)OCC1(C)CO1,36.006
CC(=N)OCC1(O)CC1,36.34
CC(=O)CCC1(CC1)C,38.868
CC(=O)CCC1(C)CO1,37.289
CC(=O)CCC1(CC1)O,38.146
CC(=O)COC1(CC1)C,37.456
CC(=O)NCC1(CC1)C,38.079
CC(=O)NCC1(C)CN1,37.177
CC(=O)NCC1(C)CO1,36.423
CC(=O)NCC1(CC1)O,37.033
CC(=O)OCC1(CC1)C,36.764
CC(=O)OCC1(C)CN1,35.852
CC(=O)OCC1(C)CO1,35.186
CC(=O)OCC1(CC1)O,35.4
CC1(CC1)[NH2+]CC([O-])=O,34.915
CC1(CC1)OCC(=O)N,36.92
CC1(CC1)CCC(=O)N,38.491
CC1(CCC(N)=O)CO1,36.93
CC1(CCC([O-])=O)C[NH2+]1,34.233
CC1(CC1)CNC(=O)N,37.453
CC1(CNC(N)=O)CN1,36.467
CC1(CNC(N)=O)CO1,35.895
CC1(CC1)COC(=O)N,36.333
CC1(COC(N)=O)CN1,35.339
CC1(COC(N)=O)CO1,34.665
C1CC1(CCC(=O)N)O,37.728
C1CC1(CNC(=O)N)O,36.077
C1CC1(COC(=O)N)O,35.073
[NH3+]C1(CCC([O-])=O)CC1,34.575
CC(=N)OCC1CCC1,35.6
CC(=N)OCC1CCO1,33.882
CC(=N)OCC1COC1,33.778
CC(=O)CCC1CCC1,36.922
CC(=O)CCC1CCO1,35.176
CC(=O)CCC1COC1,35.053
CC(=O)CNC1COC1,34.482
CC(=O)COC1CCC1,35.373
CC(=O)COC1COC1,33.585
CC(=O)NCC1CCC1,36.108
CC(=O)NCC1CCO1,34.234
CC(=O)NCC1COC1,34.423
CC(=O)OCC1CCC1,34.819
CC(=O)OCC1CCO1,33.092
CC(=O)OCC1COC1,32.93
C1CC(C1)CCC(=O)N,36.508
NC(=O)CCC1CCO1,34.849
C1C(CO1)CCC(=O)N,34.727
C1C(CO1)NCC(=O)N,34.144
C1CC(C1)OCC(=O)N,34.69
C1C(CO1)OCC(=O)N,32.82
C1CC(C1)CNC(=O)N,35.565
NC(=O)NCC1CCO1,33.742
C1C(CO1)CNC(=O)N,33.735
C1CC(C1)COC(=O)N,34.377
NC(=O)OCC1CCO1,32.612
C1C(CO1)COC(=O)N,32.555
[O-]C(=O)CCC1CC[NH2+]1,32.341
[O-]C(=O)CCC1C[NH2+]C1,31.829
[O-]C(=O)CC[NH+]1CCC1,32.199
[O-]C(=O)C[NH2+]C1CCC1,32.933
[O-]C(=O)CNC1C[NH2+]C1,31.527
[O-]C(=O)C[NH2+]C1COC1,31.146
[O-]C(=O)COC1C[NH2+]C1,31.234
CC(N)=[NH+]CCC([O-])=O,35.101
NC(N)=[NH+]CCC([O-])=O,34.231
CC(=[NH2+])NCCC([O-])=O,35.101
CC(=N)OCCC(C)=O,36.987
CC(=N)OCCC(N)=O,36.771
CC(=O)CCCC(=O)C,38.35
CC(=O)CCCC(=O)N,37.777
CC(=O)CCNC(=O)C,37.708
CC(=O)CCNC(=O)N,36.938
CC(=O)CCOC(=O)C,36.232
CC(=O)CCOC(=O)N,35.801
CC(=O)CNCC(=O)C,37.264
CC(=O)CNCC(=O)N,36.847
CC(=O)C[NH2+]CC([O-])=O,34.024
CC(=O)COCC(=O)C,36.506
CC(=O)COCC(=O)N,35.897
CC(=O)NCCC(=O)N,36.163
CC(=O)OCCC(=O)N,35.959
NC(=[NH2+])CCCC([O-])=O,35.03
NC(=[NH2+])CNCC([O-])=O,36.259
NC(=[NH2+])COCC([O-])=O,33.623
NC(=[NH2+])NCCC([O-])=O,34.224
NC(=[NH2+])OCCC([O-])=O,40.762
C(CC(=O)N)CC(=O)N,37.36
C(CNC(=O)N)C(=O)N,36.47
C(COC(=O)N)C(=O)N,35.432
C(C(=O)N)NCC(=O)N,36.436
NC(=O)C[NH2+]CC([O-])=O,33.595
C(C(=O)N)OCC(=O)N,34.642
CC(=N)OCCC1CC1,36.642
CC(=N)OCCC1CO1,34.894
CC(=N)OCCN1CC1,35.506
CC(=O)CCCC1CC1,37.978
CC(=O)CCCC1CO1,36.214
CC(=O)CCCN1CC1,36.862
CC(=O)CCOC1CC1,36.48
CC(=O)COCC1CC1,36.27
CC(=O)COCC1CN1,35.031
CC(=O)COCC1CO1,34.41
CC(=O)NCCC1CC1,37.212
CC(=O)NCCC1CO1,35.529
CC(=O)NCCN1CC1,36.214
CC(=O)OCCC1CC1,35.848
CC(=O)OCCC1CO1,34.113
CC(=O)OCCN1CC1,34.776
C1CC1CCCC(=O)N,37.574
NC(=O)CCCC1CO1,35.841
C1CN1CCCC(=O)N,36.535
C1CC1OCCC(=O)N,36.143
C1CC1COCC(=O)N,35.583
NC(=O)COCC1CN1,34.394
NC(=O)COCC1CO1,33.809
C1CC1CCNC(=O)N,36.648
NC(=O)NCCC1CO1,34.969
C1CN1CCNC(=O)N,35.643
C1CC1CCOC(=O)N,35.409
NC(=O)OCCC1CO1,33.666
C1CN1CCOC(=O)N,34.286
[O-]C(=O)CCCC1C[NH2+]1,33.551
[O-]C(=O)CC[NH2+]C1CC1,33.658
[O-]C(=O)C[NH2+]CC1CC1,33.814
[O-]C(=O)C[NH2+]CC1CN1,32.877
[O-]C(=O)C[NH2+]CC1CO1,32.06
CC(=N)OCCCC#C,37.305
CC(=N)OCCCC#N,35.19
CC(=O)CCCCC#C,38.614
CC(=O)CCCCC#N,36.46
CC(=O)CCNCC#N,35.672
CC(=O)CCOCC#C,36.914
CC(=O)CCOCC#N,34.848
CC(=O)CNCCC#N,35.593
CC(=O)COCCC#C,36.913
CC(=O)COCCC#N,34.838
CC(=O)NCCCC#C,37.859
CC(=O)NCCCC#N,35.783
CC(=O)OCCCC#C,36.502
CC(=O)OCCCC#N,34.364
C#CCCCCC(=O)N,38.265
C(CCC(=O)N)CC#N,36.133
C(CNCC#N)C(=O)N,35.311
C#CCOCCC(=O)N,36.71
C(COCC#N)C(=O)N,34.626
C(CNCC(=O)N)C#N,35.257
C#CCCOCC(=O)N,36.537
C(COCC(=O)N)C#N,34.52
C#CCCCNC(=O)N,37.307
C(CC#N)CNC(=O)N,35.214
C#CCCCOC(=O)N,36.102
C(CC#N)COC(=O)N,34.028
[O-]C(=O)CC[NH2+]CC#C,34.054
[O-]C(=O)C[NH2+]CCC#C,34.536
[O-]C(=O)C[NH2+]CCC#N,32.49
CC(=N)OCCCC=O,36.112
CC(=N)OCCNC=O,35.01
CC(=N)OCCOC=N,35.043
CC(=N)OCCOC=O,33.959
CC(=O)CCCCC=O,37.397
CC(=O)CCCNC=O,36.465
CC(=O)CCCOC=N,36.493
CC(=O)CCCOC=O,35.355
CC(=O)CCOCC=O,35.942
CC(=O)COCCC=O,35.697
CC(=O)NCCCC=O,36.698
CC(=O)NCCNC=O,35.901
CC(=O)NCCOC=N,34.853
CC(=O)NCCOC=O,34.511
CC(=O)OCCCC=O,35.297
CC(=O)OCCNC=O,34.235
CC(=O)OCCOC=N,34.151
CC(=O)OCCOC=O,32.964
C(CCC(=O)N)CC=O,37.033
C(CC(=O)N)CNC=O,36.075
NC(=O)CCCOC=N,36.165
C(CC(=O)N)COC=O,34.996
C(COCC=O)C(=O)N,35.743
C(COCC(=O)N)C=O,34.967
C(CC=O)CNC(=O)N,36.168
C(CNC(=O)N)NC=O,35.349
NC(=O)NCCOC=N,35.122
C(COC=O)NC(=O)N,33.949
C(CC=O)COC(=O)N,34.894
C(COC(=O)N)NC=O,33.75
NC(=O)OCCOC=N,33.539
C(COC(=O)N)OC=O,32.653
[O-]C(=O)CCCNC=[NH2+],36.191
[O-]C(=O)CC[NH2+]CC=O,40.737
[O-]C(=O)C[NH2+]CCC=O,33.383
CC(C)(C)N=C(C#N)N,39.497
CC1(CC1)N=C(C#N)N,35.219
C1CC(C1)N=C(C#N)N,33.404
C1C(CO1)N=C(C#N)N,31.633
NC(=NCC#C)C1CO1,34.187
NC(=NCC#N)C1CO1,32.119
C1CC1CN=C(C#N)N,34.103
NC(=NCC1CN1)C#N,32.696
NC(=NCC1CO1)C#N,31.738
NC(=NCC=O)C1CO1,33.209
C#CCCN=C(C#N)N,34.733
C(CN=C(C#N)N)C#N,33.021
C(CN=C(C#N)N)C=O,33.656
CC(C#C)(C#C)C1CC1,37.493
CC(C#C)(C#C)C1CN1,36.39
CC(C#C)(C#C)C1CO1,35.717
CC(C#C)(C#C)N1CC1,36.579
CC(C#C)(C#N)C1CC1,35.381
CC(C#C)(C#N)C1CN1,34.412
CC(C#C)(C#N)C1CO1,33.64
CC(C#C)(C#N)N1CC1,34.582
CC(C#N)(C#N)C1CC1,33.394
CC(C#N)(C#N)C1CN1,32.463
CC(C#N)(C#N)C1CO1,31.704
CC(C#N)(C#N)N1CC1,32.635
NC(C#C)(C#N)C1CC1,34.911
NC(C#C)(C#N)C1CN1,33.976
NC(C#C)(C#N)C1CO1,33.193
C1CC1C(C#N)(C#N)N,33.105
