smiles,u0_atom
[H]C(=O)C([H])=C([H])C1([H])C([H])([H])C1([H])[H],-0.134747556
[H]C(=O)C#CC1([H])C([H])([H])C1([H])[H],0.567032932
[H]OC([H])(C([H])=C([H])[H])C1([H])C([H])([H])C1([H])[H],-0.706329414
[H]C#CC([H])(O[H])C1([H])C([H])([H])C1([H])[H],0.009404132
[H]OC([H])([H])C([H])=C([H])C1([H])C([H])([H])C1([H])[H],-0.697760173
[H]OC([H])([H])C(=C([H])[H])C1([H])C([H])([H])C1([H])[H],-0.698747206
[H]OC([H])([H])C#CC1([H])C([H])([H])C1([H])[H],-0.011503022
[H]OC([H])([H])C([H])([H])C([H])([H])C1([H])OC1([H])[H],-0.433369915
[H]C([H])([H])C#CC#CC([H])([H])C([H])([H])[H],-0.283340893
[H]C(=O)C([H])([H])C([H])([H])C1([H])OC1([H])[H],0.149562823
[H]C#CC(=O)C1([H])OC1([H])[H],1.522794967
[H]C(=O)C([H])=C([H])C1([H])OC1([H])[H],0.791044567
[H]C(=O)C#CC1([H])OC1([H])[H],1.506957574
[H]OC([H])(C([H])=C([H])[H])C1([H])OC1([H])[H],0.207214526
[H]C#CC([H])(O[H])C1([H])OC1([H])[H],0.938067624
[H]OC([H])([H])C([H])=C([H])C1([H])OC1([H])[H],0.226147614
[H]OC([H])([H])C(=C([H])[H])C1([H])OC1([H])[H],0.226910321
[H]OC([H])([H])C#CC1([H])OC1([H])[H],0.920794546
[H]C#CC(=O)C([H])([H])C#C[H],1.282407558
[H]C([H])=C([H])C([H])([H])C#CC([H])([H])C([H])([H])[H],-0.926258321
[H]C#CC([H])([H])C([H])=C([H])C([H])=O,0.557072872
[H]C#CC([H])(C#C[H])C([H])=O,1.320049409
[H]C#CC([H])([H])C#CC([H])=O,1.296943863
[H]C#CC([H])=C([H])C([H])([H])C([H])=O,0.563174531
[H]C#CC#CC([H])([H])C([H])=O,1.299770366
[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])=O,-0.076422877
[H]OC([H])(C([H])=C([H])[H])C([H])([H])C([H])=C([H])[H],-0.71624461
[H]C#CC([H])(O[H])C([H])([H])C([H])=C([H])[H],-0.006881913
[H]C#CC([H])([H])C([H])(O[H])C([H])=C([H])[H],-0.015810075
[H]C#CC([H])([H])C([H])(C#C[H])O[H],0.696782912
[H]C#CC([H])([H])C#CC([H])([H])C([H])([H])[H],-0.173107249
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-2.248389073
[H]OC([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])[H],-0.712834859
[H]C#CC([H])([H])C([H])=C([H])C([H])([H])O[H],-0.010515989
[H]OC([H])([H])C(=C([H])[H])C([H])([H])C([H])=C([H])[H],-0.71144404
[H]C#CC([H])([H])C(=C([H])[H])C([H])([H])O[H],-0.008586788
[H]OC([H])([H])C([H])(C([H])=C([H])[H])C([H])=C([H])[H],-0.698074229
[H]C#CC([H])(C([H])=C([H])[H])C([H])([H])O[H],0.006981415
[H]C#CC([H])(C#C[H])C([H])([H])O[H],0.718048987
[H]OC([H])([H])C#CC([H])([H])C([H])=C([H])[H],-0.01253492
[H]C#CC([H])([H])C#CC([H])([H])O[H],0.69790454
[H]OC([H])([H])C([H])([H])C([H])=C([H])C([H])=C([H])[H],-0.740740975
[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-2.265527555
[H]C#CC([H])=C([H])C([H])([H])C([H])([H])O[H],-0.030884762
[H]OC([H])([H])C([H])([H])C(=C([H])[H])C([H])=C([H])[H],-0.732126869
[H]C#CC(=C([H])[H])C([H])([H])C([H])([H])O[H],-0.025635541
[H]OC([H])([H])C([H])([H])C#CC([H])=C([H])[H],-0.044299438
[H]C#CC#CC([H])([H])C([H])([H])O[H],0.700596448
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])[H],-1.357502027
[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],-0.660387513
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],-1.110968094
[H]C(=O)C([H])=C([H])C([H])([H])C([H])=O,0.690501792
[H]C(=O)C#CC([H])([H])C([H])=O,1.415073771
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.274814639
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])=O,0.06387041
[H]OC([H])(C([H])=O)C([H])([H])C([H])=C([H])[H],0.113580983
[H]C#CC([H])([H])C([H])(O[H])C([H])=O,0.812579833
[H]OC([H])([H])C([H])=C([H])C([H])([H])C([H])=O,0.122778336
[H]OC([H])([H])C(=C([H])[H])C([H])([H])C([H])=O,0.124797267
[H]OC([H])([H])C([H])(C([H])=O)C([H])=C([H])[H],0.13695572
[H]OC([H])([H])C#CC([H])([H])C([H])=O,0.823661522
[H]OC([H])([H])C([H])=C([H])C([H])([H])C([H])([H])O[H],-0.471774473
[H]OC([H])([H])C([H])([H])C([H])=C([H])C([H])=O,0.095186276
[H]OC([H])([H])C(=C([H])[H])C([H])([H])C([H])([H])O[H],-0.474556111
[H]C([H])=C([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.638223196
[H]OC([H])([H])C([H])([H])C(C([H])=O)=C([H])[H],0.098551161
[H]OC([H])([H])C#CC([H])([H])C([H])([H])O[H],0.221167584
[H]OC([H])([H])C([H])([H])C#CC([H])=O,0.812445237
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=O,-0.526509941
[H]C#CC([H])(C([H])=O)C([H])=O,1.445357739
[H]C#CC(=O)C([H])([H])C([H])=O,1.416150534
[H]OC([H])(C([H])=C([H])[H])C([H])([H])C([H])=O,0.121791303
[H]C#CC([H])(O[H])C([H])([H])C([H])=O,0.834967537
[H]OC([H])([H])C([H])=C([H])OC([H])=C([H])[H],0.187698191
[H]OC([H])([H])C(OC([H])=C([H])[H])=C([H])[H],0.189761987
[H]C#CC([H])=C([H])C([H])([H])C([H])([H])C([H])([H])[H],-0.929084825
[H]C#CC([H])(C([H])=O)C([H])([H])O[H],0.843895699
[H]OC([H])([H])C([H])(C([H])=C([H])[H])C([H])([H])O[H],-0.465942005
[H]C#CC([H])(C([H])([H])O[H])C([H])([H])O[H],0.241895277
[H]OC([H])([H])C([H])([H])C(=O)C([H])=C([H])[H],0.09007165
[H]C#CC(=O)C([H])([H])C([H])([H])O[H],0.812400372
[H]OC([H])([H])C([H])([H])C([H])(O[H])C([H])=C([H])[H],-0.468454453
[H]C#CC([H])(O[H])C([H])([H])C([H])([H])O[H],0.241940143
[H]OC([H])([H])C([H])([H])C([H])([H])OC([H])=C([H])[H],-0.455578158
[H]OC([H])([H])C([H])([H])OC1([H])C([H])([H])C1([H])[H],-0.409277336
[H]C(=O)C([H])([H])OC1([H])C([H])([H])C1([H])[H],0.189851717
[H]C([H])=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.260726986
[H]C(=O)C(=O)C1([H])C([H])([H])C1([H])[H],0.702435919
[H]OC([H])(C([H])=O)C1([H])C([H])([H])C1([H])[H],0.119548046
[H]OC([H])([H])C(=O)C1([H])C([H])([H])C1([H])[H],0.079259152
[H]OC([H])([H])C([H])(O[H])C1([H])C([H])([H])C1([H])[H],-0.463878209
[H]C#CC([H])([H])C(=O)C([H])=O,1.421534351
[H]C#CC([H])([H])OC([H])([H])C([H])=O,0.892394913
[H]OC([H])([H])C(=O)C([H])([H])C([H])=C([H])[H],0.091372739
[H]C#CC([H])([H])C(=O)C([H])([H])O[H],0.796024597
[H]OC([H])([H])C([H])(O[H])C([H])([H])C([H])=C([H])[H],-0.47401773
[H]C#CC([H])([H])C([H])(O[H])C([H])([H])O[H],0.220270281
[H]C([H])=C([H])C(=C([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.628846382
[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])=C([H])[H],-0.420762811
[H]C#CC([H])([H])OC([H])([H])C([H])([H])O[H],0.290080436
[H]C(=O)OC1([H])C([H])([H])C([H])([H])C1([H])[H],0.061582288
[H]OC(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],0.02981777
[H]C(=O)OC([H])([H])C1([H])C([H])([H])C1([H])[H],0.069927203
[H]OC(=O)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.023716111
[H]C#CC([H])=C([H])OC([H])=O,1.396050953
[H]C#CC([H])([H])C([H])([H])OC([H])=O,0.765291977
[H]OC(=O)C([H])=C([H])C([H])=C([H])[H],0.630113317
[H]C#CC([H])=C([H])C(=O)O[H],1.356524766
[H]C#CC(=C([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-0.924059929
[H]OC(=O)C(=C([H])[H])C([H])=C([H])[H],0.659185926
[H]C#CC(C(=O)O[H])=C([H])[H],1.371419992
[H]OC(=O)C#CC([H])=C([H])[H],1.34983986
[H]C#CC#CC(=O)O[H],2.106939064
[H]OC(=O)C([H])([H])C([H])([H])C([H])=C([H])[H],0.01837716
[H]C#CC([H])([H])C([H])([H])C(=O)O[H],0.714908427
[H]C1=NOC2([H])C([H])([H])C1([H])C2([H])[H],0.583857359
[H]N1C2([H])C([H])([H])C1([H])C1([H])OC12[H],0.625447342
[H]N1C2([H])C([H])([H])C3([H])OC3([H])C12[H],0.498613597
[H]C1=NOC2([H])C([H])([H])C2([H])N1[H],1.348134985
[H]C(=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-2.270417855
[H]C1=NN([H])C2([H])C([H])([H])C2([H])O1,1.296584942
[H]N1C2([H])C3([H])OC([H])(C3([H])[H])C12[H],0.650123168
[H]C1([H])N2C([H])([H])C2([H])C2([H])OC12[H],0.542446837
[H]C1=NOC2([H])C([H])([H])C2([H])O1,1.728277299
[H]C1=NOC2(C1([H])[H])C([H])([H])C2([H])[H],0.532262451
[H]C1=NOC2(O1)C([H])([H])C2([H])[H],1.427187358
[H]N1C([H])([H])C([H])([H])C2(OC2([H])[H])C1([H])[H],-0.168216949
[H]N1C([H])([H])C12C([H])([H])OC([H])([H])C2([H])[H],-0.159243922
[H]C1=NOC2([H])C([H])([H])C([H])([H])C12[H],0.529301351
[H]N1C2([H])C([H])([H])OC([H])([H])C([H])([H])C12[H],-0.172120216
[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.253458833
[H]N1C([H])([H])C2([H])OC([H])([H])C([H])([H])C12[H],0.031522645
[H][C]1O[N][C]2[C]1C([H])([H])C2([H])[H],1.205104925
[H]C1([H])[C]2[N]O[N][C]2C1([H])[H],1.873505751
[H]N1C([H])([H])C([H])([H])C2([H])OC2([H])C1([H])[H],-0.185534892
[H]N1C([H])([H])C([H])([H])C2([H])OC([H])([H])C12[H],0.044084884
[H]C1=NOC([H])([H])C([H])([H])C([H])=C1[H],0.530557575
[H]C1=NOC([H])([H])C([H])([H])C([H])([H])C1([H])[H],-0.084094815
[H]N1C([H])([H])C([H])([H])C1([H])C1([H])OC1([H])[H],-0.081851558
[H]C1=NN=C([H])C([H])([H])C([H])([H])O1,1.040001217
[H]C1=NOC([H])([H])OC([H])([H])C1([H])[H],0.822270703
[H]C#CC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.556299454
[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],-2.248703129
[H]N1C([H])([H])C1([H])C1([H])OC([H])([H])C1([H])[H],-0.086786724
[H]C1([H])OC([H])([H])C1([H])N1C([H])([H])C1([H])[H],-0.036492904
[H]C1([H])OC1([H])C([H])([H])N1C([H])([H])C1([H])[H],-0.041248609
[H]C1([H])OC([H])([H])C2([H])N(C1([H])[H])C2([H])[H],-0.122813429
[H]C1([H])OC2([H])C([H])([H])N(C1([H])[H])C2([H])[H],-0.086966184
[H]N1C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])[H],-0.801488372
[H]C1=NOC([H])([H])C([H])([H])C([H])([H])N1[H],0.463843115
[H]C1=NN([H])C([H])([H])C([H])([H])C([H])([H])O1,0.404890324
[H]C1=NOC2([H])C([H])([H])C2([H])C1([H])[H],0.756767601
[H]N1C([H])([H])C([H])([H])OC2([H])C([H])([H])C12[H],-0.133895119
[H]C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H],-1.582904481
[H]C1OC([H])([H])C([H])([H])N([H])C([H])([H])C=1[H],-0.168979656
[H]C1=NN([H])C([H])([H])C([H])([H])OC1([H])[H],0.481385384
[H]C1=NOC([H])([H])C([H])([H])C([H])([H])O1,0.810067385
[H]C1=NOC([H])([H])C([H])([H])N([H])C1([H])[H],0.532621372
[H]C1=NOC([H])([H])C([H])([H])OC1([H])[H],0.858566599
[H]N1C([H])([H])C1([H])C1([H])C([H])([H])OC1([H])[H],-0.07103906
[H]N1C([H])([H])C1([H])C([H])([H])C1([H])OC1([H])[H],-0.074045024
[H]C1OC2([H])C([H])([H])N([H])C2([H])C=1[H],0.463529059
[H]C1=NOC2([H])C([H])([H])N([H])C12[H],1.12865473
[H]N1C([H])([H])C2([H])OC([H])([H])C1([H])C2([H])[H],-0.231476794
[H]C([H])=C([H])C#CC([H])([H])C([H])([H])C([H])([H])[H],-0.941691928
[H][C]1O[C]([H])[C]2[C]1N([H])C2([H])[H],1.193350259
[H]N1C([H])([H])C2([H])C([H])([H])OC([H])([H])C12[H],0.02326746
[H][C]1O[N][C]2[C]1N([H])C2([H])[H],1.860270535
[H][C]1ON=C2[C]1C([H])([H])N2[H],1.826801142
[H]N1C([H])([H])C([H])(C1([H])[H])C1([H])OC1([H])[H],-0.048202705
[H]N1C([H])([H])C2([H])OC([H])(C1([H])[H])C2([H])[H],-0.157269855
[H]N1C([H])([H])C2([H])OC([H])([H])C2([H])C1([H])[H],0.007519796
[H]C1=NN([H])C([H])([H])C2([H])OC12[H],1.102588085
[H]C1=NN([H])C([H])([H])C([H])=C([H])O1,1.041661227
[H][C]1[C]2OC([H])([H])[C]2[C]([H])N1[H],1.161496011
[H]C#CC#CC([H])([H])C([H])([H])C([H])([H])[H],-0.198097131
[H][C]1[C]2OC([H])([H])[C]2[N]N1[H],1.780186264
[H]C1=NN([H])C2([H])C([H])([H])OC12[H],1.069298152
[H]C1=NOC2([H])C([H])([H])OC12[H],1.446883154
[H][C]1O[N][C]2[C]1OC2([H])[H],2.217352169
[H][C]1[C]2[C]([N]N1[H])OC2([H])[H],1.792748503
[H][C]1O[N][C]2OC([H])([H])[C]12,2.230677115
[H]N1C2([H])C([H])([H])OC([H])([H])C1([H])C2([H])[H],-0.116936096
[H]C1OC([H])([H])C2([H])N([H])C2([H])C=1[H],0.448544103
[H]C1=NOC([H])([H])OC([H])=C1[H],1.409959145
[H]C1=NN=C([H])C([H])([H])OC1([H])[H],1.096396696
[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-2.266649184
[H]C1=NN2C([H])([H])C2([H])C([H])([H])O1,1.101376726
[H]C1=NOC([H])([H])C2([H])C([H])([H])C12[H],0.536075987
[H]C1=NOC([H])([H])C2([H])N([H])C12[H],1.149247828
[H]C1=NOC([H])([H])C2([H])OC12[H],1.467117331
[H]C1=NOC([H])([H])C([H])=C([H])C1([H])[H],0.546394969
[H]C1=NOC([H])([H])C2([H])N1C2([H])[H],1.155618678
[H]C1=NOC([H])([H])C([H])=C([H])N1[H],1.079572269
[H]C1=NOC([H])([H])C([H])=C([H])O1,1.450023714
[H]C1=NOC2(C([H])([H])[H])C([H])([H])C12[H],0.522122929
[H]N1C([H])([H])C2([H])OC2(C([H])([H])[H])C1([H])[H],-0.184278669
[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2.266245398
[H]N1C2([H])C([H])([H])OC([H])([H])C12C([H])([H])[H],-0.169607768
[H]C1=NOC2([H])C1([H])C2([H])C([H])([H])[H],0.536928425
[H]O[N][C]([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-0.059329259
[H]N([H])C(=O)C1([H])C([H])([H])C1([H])C([H])([H])[H],-0.315329737
[H]OC([H])([H])C1(N([H])[H])C([H])([H])C1([H])C([H])([H])[H],-0.77474875
[H]C(=O)N([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-0.266426736
[H]OC1(C([H])([H])N([H])[H])C([H])([H])C1([H])C([H])([H])[H],-0.790316953
[H][C]([H])[N]OC1([H])C([H])([H])C1([H])C([H])([H])[H],-0.004818117
[H]ON1C([H])=C([H])C([H])=C1C([H])([H])[H],0.435936999
[H]C1C([H])=C(OC=1N([H])[H])C([H])([H])[H],0.290215031
[H]C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.585596389
[H]C1=NOC(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],-0.152469286
[H]C([H])([H])C1=NOC([H])(C([H])([H])[H])C1([H])[H],-0.167633702
[H]N([H])C([H])([H])C1([H])OC([H])(C([H])([H])[H])C1([H])[H],-0.782016902
[H]C1=NOC([H])(C([H])([H])[H])C([H])([H])C1([H])[H],-0.118910162
[H]C1C(=NOC=1C([H])([H])[H])C([H])([H])[H],0.361730061
[H]C([H])=C1N([H])C(=O)C([H])([H])C1([H])[H],0.218655136
[H]C1=C(N([H])C(=O)C1([H])[H])C([H])([H])[H],0.221930291
[H]N1C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-0.317214072
[H]OC([H])([H])C1([H])N([H])C([H])(C([H])([H])[H])C1([H])[H],-0.770710887
[H]N1C(=O)C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-0.399721061
[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2.251709093
[H]OC1=C([H])C([H])=C(N1[H])C([H])([H])[H],0.274377637
[H]C(=O)C1(N([H])C([H])([H])C1([H])[H])C([H])([H])[H],-0.161666639
[H]C(=O)N1C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],-0.178311605
[H]C(=O)C1([H])N([H])C([H])(C([H])([H])[H])C1([H])[H],-0.169114252
[H]C(=O)N1C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-0.258036955
[H]C([H])=C1C(=O)N([H])C([H])=C1[H],0.862469866
[H]C([H])=C1C(=O)N([H])C([H])([H])C1([H])[H],0.247279094
[H]C1=C(C(=O)N([H])C1([H])[H])C([H])([H])[H],0.2167708
[H]OC1([H])C([H])(N([H])[H])C1(C([H])([H])[H])C([H])([H])[H],-0.775511457
[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.556478914
[H]N1C(=O)C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],-0.307343742
[H]C1=C([H])C([H])(C(=O)N1[H])C([H])([H])[H],0.243734748
[H]OC1([H])C([H])(N([H])[H])C([H])([H])C1([H])C([H])([H])[H],-0.790855334
[H]N1C(=O)C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],-0.394112919
[H]C1OC(=C([H])C=1N([H])[H])C([H])([H])[H],0.30950704
[H]C1=C(OC([H])([H])C1([H])N([H])[H])C([H])([H])[H],-0.246686076
[H]N([H])C([H])([H])C([H])([H])C1(OC1([H])[H])C([H])([H])[H],-0.765551397
[H]N([H])C1([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])[H],-0.855147077
[H]OC1=C(C([H])=C([H])N1[H])C([H])([H])[H],0.280299835
[H]ON1N=C([H])C([H])=C1C([H])([H])[H],1.014472954
[H]C1([H])N2C([H])([H])C3([H])C1([H])C3([H])C2([H])[H],-0.470652844
[H]C1C(=NOC=1C([H])([H])[H])N([H])[H],0.91899994
[H][N][C]1N([H])OC([H])(C([H])([H])[H])C1([H])[H],0.433155361
[H]ON1C([H])=C([H])C(=C1[H])C([H])([H])[H],0.451908988
[H]C1=NOC([H])([H])C(=C1[H])C([H])([H])[H],0.508663388
[H]ON1N=C(C([H])=C1[H])C([H])([H])[H],1.021696241
[H]N=C1ON([H])C(=C1[H])C([H])([H])[H],1.005544791
[H]C([H])([H])C1(C#N)OC([H])([H])C1([H])[H],0.415388766
[H]C([H])([H])C1([H])OC([H])(C#N)C1([H])[H],0.41332497
[H]C1OC(=C(C=1[H])C([H])([H])[H])N([H])[H],0.300175092
[H]OC1([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])N([H])[H],-0.749310217
[H]C1([H])N2C([H])([H])C1([H])C1([H])C([H])([H])C21[H],-0.237847643
[H]C([H])([H])C([H])([H])C1([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],-2.247536635
[H]OC([H])([H])C([H])([H])C1(N([H])C1([H])[H])C([H])([H])[H],-0.765192475
[H]N1C([H])([H])C(=O)C([H])([H])C1([H])C([H])([H])[H],-0.293390684
[H]OC1([H])C([H])([H])N([H])C([H])(C([H])([H])[H])C1([H])[H],-0.85456383
[H]OC1C([H])=C(N([H])C=1[H])C([H])([H])[H],0.268410574
[H]C(=O)C1([H])N(C([H])([H])[H])C1([H])C([H])([H])[H],-0.15224496
[H]OC([H])([H])C1([H])N(C([H])([H])[H])C1([H])C([H])([H])[H],-0.744554512
[H]C([H])([H])N1C(=O)C([H])([H])C1([H])C([H])([H])[H],-0.291237158
[H]N([H])N1C(=O)C([H])([H])C1([H])C([H])([H])[H],0.3468797
[H]ON1C(=O)C([H])([H])C1([H])C([H])([H])[H],0.742769678
[H]N1C2([H])C1([H])C1([H])C([H])([H])C2([H])C1([H])[H],-0.28235386
[H]C1=NOC([H])([H])C([H])([H])C1=C([H])[H],0.508035276
[H]C1C(=O)N([H])C([H])([H])C=1C([H])([H])[H],0.222468673
[H]C1=NOC([H])([H])C([H])=C1C([H])([H])[H],0.513374227
[H]C1=NOC([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-0.133356737
[H]C1=NOC([H])([H])C([H])([H])C1([H])C([H])([H])[H],-0.112000931
[H]N1C(=O)C([H])([H])C([H])(N1[H])C([H])([H])[H],0.299771305
[H]C1C(=O)N([H])N([H])C=1C([H])([H])[H],0.859149846
[H]C1C(=O)N([H])OC=1C([H])([H])[H],1.266390704
[H]N1OC([H])(C([H])([H])[H])C([H])([H])C1=O,0.683099044
[H]C1=NN([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.177603535
[H]OC1ON=C(C=1[H])C([H])([H])[H],1.251899264
[H]C1C(=O)ON([H])C=1C([H])([H])[H],1.245034898
[H]N1C([H])([H])C1(C([H])([H])[H])C1([H])OC1([H])[H],-0.075570439
[H]OC([H])([H])C([H])([H])N1C([H])([H])C1([H])C([H])([H])[H],-0.749220486
[H]C([H])([H])C(=O)N1C([H])([H])C1([H])C([H])([H])[H],-0.183830017
[H]C(=O)C([H])([H])N1C([H])([H])C1([H])C([H])([H])[H],-0.142015709
[H]O[N][C]([H])N1C([H])([H])C1([H])C([H])([H])[H],0.565597248
[H]N([H])C(=O)N1C([H])([H])C1([H])C([H])([H])[H],0.275992782
[H]C(=O)N([H])N1C([H])([H])C1([H])C([H])([H])[H],0.440647839
[H]OC([H])([H])C1([H])N([H])C([H])([H])C1([H])C([H])([H])[H],-0.742804772
[H]C1([H])N2C3([H])C([H])([H])C([H])(C3([H])[H])C21[H],-0.306760495
[H]OC([H])([H])C1([H])N([H])C1(C([H])([H])[H])C([H])([H])[H],-0.779459589
[H]C(=O)C1(C([H])([H])[H])C([H])([H])N([H])C1([H])[H],-0.137304869
[H]OC([H])([H])C1([H])C([H])(N([H])[H])C1([H])C([H])([H])[H],-0.777575254
[H]OC1(C([H])([H])[H])C([H])(N([H])[H])C1([H])C([H])([H])[H],-0.769185473
[H]C(=O)N1C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-0.250993129
[H]C(=O)C1([H])N([H])C([H])([H])C1([H])C([H])([H])[H],-0.143630854
[H]OC1([H])C([H])([H])N([H])C([H])([H])C1([H])C([H])([H])[H],-0.842405378
[H]C([H])=C1C(=O)C([H])([H])N([H])C1([H])[H],0.352577573
[H]OC1([H])C([H])([H])N([H])C1(C([H])([H])[H])C([H])([H])[H],-0.777126602
[H]C1=NC2([H])C([H])([H])C([H])(N1[H])C2([H])[H],0.073381819
[H]N1C([H])([H])C(=O)C1(C([H])([H])[H])C([H])([H])[H],-0.216761028
[H]OC1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])N([H])[H],-0.772595223
[H]OC1([H])C([H])([H])C([H])(N([H])[H])C1([H])C([H])([H])[H],-0.784260159
[H]C([H])([H])N1C(=O)C([H])(C([H])([H])[H])C1([H])[H],-0.29056418
[H]N1C([H])([H])C(=O)C([H])(C([H])([H])[H])C1([H])[H],-0.285718746
[H]N1C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])[H],-0.82365175
[H]C([H])=C1OC([H])([H])C([H])([H])N([H])C1([H])[H],-0.19284791
[H]N([H])C([H])([H])C1(OC([H])([H])C1([H])[H])C([H])([H])[H],-0.778562287
[H]N1C2([H])C([H])([H])C3([H])C([H])([H])C3([H])C12[H],0.140006549
[H]ON1C([H])=NC([H])([H])C1([H])C([H])([H])[H],0.453120347
[H]C1=NC([H])([H])C([H])(ON1[H])C([H])([H])[H],0.452043584
[H][N][C]1OC([H])(C([H])([H])[H])C([H])([H])N1[H],0.234313069
[H]C([H])=C1C([H])([H])C(=O)N([H])C1([H])[H],0.257912132
[H]C1=C(C([H])([H])[H])C([H])([H])C(=O)N1[H],0.235120642
[H]N([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],-0.759315142
[H]N1C(=O)C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-0.3927221
[H]C([H])=C1N([H])C(=O)N([H])C1([H])[H],0.763856293
[H]N1C(=O)N([H])C([H])(C([H])([H])[H])C1([H])[H],0.1453455
[H]C1([H])N2C1([H])C([H])([H])C1([H])C([H])([H])C21[H],-0.346511008
[H]C1=C(N([H])C(=O)N1[H])C([H])([H])[H],0.725362004
[H]C1=C(OC(=O)N1[H])C([H])([H])[H],1.092044777
[H]N1C(=O)OC([H])(C([H])([H])[H])C1([H])[H],0.470213965
[H]OC1=C([H])N([H])C([H])=C1C([H])([H])[H],0.273345739
[H][N][C]1OC(=C([H])N1[H])C([H])([H])[H],0.863860686
[H]OC1=C([H])C(=C([H])N1[H])C([H])([H])[H],0.262712701
[H]C1=C(C(=O)N([H])N1[H])C([H])([H])[H],0.860854721
[H]N1C2([H])C([H])([H])C3([H])C1([H])C3([H])C2([H])[H],-0.515562848
[H]N=C1ON([H])C([H])=C1C([H])([H])[H],1.008819946
[H]C1=C(C(=O)ON1[H])C([H])([H])[H],1.249297086
[H]C1=NN([H])C(=O)C1=C([H])[H],1.495247773
[H]C([H])=C1C(=O)N([H])N([H])C1([H])[H],0.937439512
[H]C1=NN([H])C(=O)C1([H])C([H])([H])[H],0.861572563
[H]N([H])N1C(=O)C([H])(C([H])([H])[H])C1([H])[H],0.348719171
[H]N1C(=O)C([H])(C([H])([H])[H])C([H])([H])N1[H],0.285459326
[H]C1=NN([H])C([H])([H])C(O1)=C([H])[H],1.01146699
[H]C1=NN([H])C([H])([H])C([H])(O1)C([H])([H])[H],0.364287374
[H]ON1N=C([H])C(=C1[H])C([H])([H])[H],1.036636332
[H]C1([H])N2C3([H])C([H])([H])C1([H])C([H])([H])C23[H],-0.520542878
[H]C1=NOC(=C1C([H])([H])[H])C([H])([H])[H],0.372587424
[H]OC1ON=C([H])C=1C([H])([H])[H],1.258404709
[H]C1=NOC(=O)C1=C([H])[H],1.895399939
